ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,139.73,2.95,0.63,0.5,10.19,14.46,10.42,11.55
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,404.77,49.72,1.95,5.61,23.65,30.44,74.04,106.93
AES,2025-12-17,2026-01-02,2026-01-05,14.6146,13.0756,-10.53%,17.6926,13.0756,PENDING,,,14.37,2.65,0.63,0.46,1.52,-9.59,6.12,48.42
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,168.71,8.04,-1.84,-4.83,-1.84,7.42,22.36,-6.18
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,218.51,5.51,-0.62,0.98,4.87,8.84,15.21,11.8
AMZN,2025-12-15,2026-04-22,2026-04-23,255.39,222.5218,-12.87%,321.1263,222.5218,PENDING,,,273.55,18.51,0.55,5.33,28.55,14.64,12.01,43.99
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,170.22,29.91,-1.39,2.98,34.83,22.12,7.95,87.01
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,303.93,24.71,1.87,0.19,3.34,10.03,26.99,12.41
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,30.46,29.36,2.56,3.39,30.17,14.46,38.56,60.53
BKR,2026-03-03,2026-04-24,2026-04-27,70.0,62.0701,-11.33%,85.8598,62.0701,PENDING,,,67.78,49.4,-1.78,0.16,11.66,17.3,41.21,86.4
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,904.59,58.58,3.41,10.6,25.66,28.94,57.37,182.5
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,322.57,3.65,-0.78,-2.35,-1.32,3.24,16.82,12.98
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,74.93,7.95,-1.0,-1.3,-4.34,5.14,3.41,5.88
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,83.9,25.45,2.71,6.28,-0.42,12.06,37.23,35.27
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,216.32,73.13,2.21,5.05,25.3,85.22,34.52,132.17
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,223.47,14.72,1.18,-0.3,7.71,5.82,23.78,29.93
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,40.8,76.58,0.54,7.34,0.59,35.4,75.67,43.2
