Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,343.74,99,99,99,98,277.3599853515625,288.3399963378906,272.0,284.1099853515625
2,MU,Information Technology,Semiconductors,S&P 500,270.4,99,99,99,77,400.95001220703125,413.6600036621094,395.29998779296875,399.7799987792969
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,258.34,99,99,99,98,419.79998779296875,429.2300109863281,411.6000061035156,415.94000244140625
4,CIEN,Information Technology,Communications Equipment,S&P 500,250.64,99,99,99,89,297.9100036621094,307.6300048828125,286.80999755859375,302.3299865722656
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,236.87,99,98,97,76,306.25,315.989990234375,300.3999938964844,305.5299987792969
6,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,208.47,99,99,98,88,231.4499969482422,238.14999389648438,228.8800048828125,235.5800018310547
7,FIX,Industrials,Construction & Engineering,S&P 500,206.26,98,98,98,98,1317.8900146484375,1364.8800048828125,1308.5400390625,1337.75
8,WBD,Communication Services,Broadcasting,S&P 500,200.95,98,99,99,90,28.68000030517578,29.010000228881836,28.56999969482422,28.75
9,GLW,Information Technology,Electronic Components,S&P 500,193.79,98,96,96,95,131.8699951171875,133.77999877929688,128.41009521484375,130.52000427246094
10,ALB,Materials,Specialty Chemicals,S&P 500,184.57,98,98,97,61,166.27000427246094,170.98519897460938,165.0500030517578,168.9199981689453
11,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,180.06,98,97,93,22,351.7203063964844,362.6300048828125,347.6600036621094,359.1300048828125
12,NEM,Materials,Gold,S&P 500,180.02,97,98,98,97,121.69999694824219,123.63999938964844,118.0999984741211,122.30999755859375
13,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,166.83,97,95,95,84,765.0,774.3800048828125,750.0,764.760009765625
14,HII,Industrials,Aerospace & Defense,S&P 500,161.99,97,97,95,89,416.4599914550781,420.7099914550781,406.70001220703125,417.8299865722656
15,INTC,Information Technology,Semiconductors,S&P 500,160.06,97,98,95,68,45.93000030517578,46.829898834228516,45.45500183105469,46.18000030517578
16,LUV,Industrials,Passenger Airlines,S&P 500,159.11,97,88,54,50,52.66999816894531,55.11000061035156,52.63999938964844,54.2599983215332
