ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3540.9199,4.41,1.69,-0.62,2.98,-3.56,-3.63,-5.73
BIIB,2026-03-31,179.9904,202.41,202.41,189.13,7.47,1.03,3.14,9.74,7.0,22.6,53.1
BIIB,2026-04-06,168.9257,202.41,202.41,189.13,7.47,1.03,3.14,9.74,7.0,22.6,53.1
BK,2026-04-29,130.9471,138.5998,138.5998,132.36,14.97,0.36,-0.88,7.49,11.37,23.67,64.17
CF,2026-04-08,123.1881,141.96,141.96,128.04,66.44,1.71,4.68,-2.24,39.16,55.47,62.55
CFG,2026-02-12,64.2938,68.2986,68.2986,64.36,11.76,1.26,-0.26,5.56,-1.05,28.32,71.91
CFG,2026-02-27,59.6737,68.2986,68.2986,64.36,11.76,1.26,-0.26,5.56,-1.05,28.32,71.91
CI,2026-03-03,274.7225,296.1684,296.1684,275.66,0.71,-1.32,-3.25,-0.01,0.65,14.04,-15.91
COP,2026-04-08,124.3542,135.87,135.87,123.32,32.76,-1.27,-0.8,-6.32,18.46,41.16,39.53
COP,2026-04-17,112.345,135.87,135.87,123.32,32.76,-1.27,-0.8,-6.32,18.46,41.16,39.53
CTRA,2026-04-17,29.439,36.88,36.88,35.63,36.36,-0.64,2.89,2.77,24.01,52.98,43.56
DAL,2026-03-02,62.5795,76.183,76.183,70.86,2.38,3.45,5.42,6.11,0.87,23.83,62.29
DAL,2026-03-05,60.368,76.183,76.183,70.86,2.38,3.45,5.42,6.11,0.87,23.83,62.29
DAL,2026-03-06,58.8245,76.183,76.183,70.86,2.38,3.45,5.42,6.11,0.87,23.83,62.29
DAL,2026-03-09,57.4467,76.183,76.183,70.86,2.38,3.45,5.42,6.11,0.87,23.83,62.29
DVN,2026-03-31,49.0084,52.71,52.71,50.99,39.93,-0.53,3.05,2.7,24.68,58.78,66.38
DVN,2026-04-01,47.9954,52.71,52.71,50.99,39.93,-0.53,3.05,2.7,24.68,58.78,66.38
DVN,2026-04-08,46.8924,52.71,52.71,50.99,39.93,-0.53,3.05,2.7,24.68,58.78,66.38
DVN,2026-04-17,42.0864,52.71,52.71,50.99,39.93,-0.53,3.05,2.7,24.68,58.78,66.38
EIX,2026-04-13,71.832,76.22,76.22,68.87,17.84,-0.19,1.37,-5.28,13.37,27.71,32.95
