Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,169.75,98,98,96,76,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,142.69,97,96,97,98,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,139.71,96,95,95,79,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
4,Air Freight & Logistics,Industrials,135.67,95,88,78,26,"CHRW,FDX,EXPD,UPS"
5,Broadcasting,Communication Services,133.71,94,97,98,90,"WBD,FOXA,FOX"
6,Steel,Materials,129.76,93,83,66,36,"STLD,NUE"
7,Construction Machinery & Heavy Transportation Equipment,Industrials,128.54,92,89,81,62,"CAT,CMI,PCAR,WAB"
8,Cargo Ground Transportation,Industrials,128.24,91,72,24,3,"JBHT,ODFL"
9,Oil & Gas Equipment & Services,Energy,127.93,90,77,72,12,"HAL,SLB,BKR"
10,Passenger Airlines,Industrials,126.84,89,92,55,82,"LUV,DAL,UAL"
11,Construction & Engineering,Industrials,125.68,88,91,94,96,"FIX,EME,PWR,J"
12,Agricultural Products & Services,Consumer Staples,123.13,87,61,77,63,"BG,ADM"
13,Regional Banks,Financials,122.8,86,78,49,60,"CFG,KEY,FITB,RF,MTB,HBAN"
14,Semiconductors,Information Technology,121.98,85,90,86,65,"MU,INTC,ADI,MPWR,MCHP,ON,TXN,AMD,FSLR,AVGO,NVDA,NXPI,MRVL,SWKS,QCOM,ARM"
15,Integrated Oil & Gas,Energy,119.29,84,53,61,32,"XOM,CVX"
16,Specialty Chemicals,Materials,119.02,83,71,37,18,"ALB,DD,PPG,ECL,LYB,IFF,SHW"
17,Oil & Gas Refining & Marketing,Energy,118.22,82,73,85,29,"VLO,PSX,MPC"
18,Automobile Manufacturers,Consumer Discretionary,118.2,81,94,92,66,"GM,F,TSLA"
19,Interactive Media & Services,Communication Services,117.85,80,85,83,87,"GOOGL,GOOG,META,MTCH"
