ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,118.79,8.86,1.92,1.56,0.83,11.96,8.67,17.45
ALL,2026-05-21,2026-06-23,,,213.0479,,,,PENDING,,,231.55,12.39,4.04,4.39,8.55,12.04,14.16,20.93
AME,2026-03-05,2026-06-22,2026-06-23,237.63,225.0425,-5.30%,262.8051,225.0425,PENDING,,,234.08,14.37,-3.09,1.58,5.05,10.16,16.26,33.31
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,162.2,23.79,-7.08,-4.07,9.16,19.37,30.16,88.06
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,282.45,15.9,-0.23,-0.18,-2.67,2.0,17.45,7.22
ARM,2026-06-09,2026-06-18,2026-06-22,440.03,303.1942,-31.10%,713.7017,303.1942,PENDING,,,366.39,235.18,-10.14,-11.19,22.85,167.65,222.78,152.61
AXP,2026-05-20,2026-06-16,2026-06-17,341.39,303.1247,-11.21%,417.9206,303.1247,PENDING,,,337.78,-8.2,-0.09,0.72,9.07,12.23,-9.57,14.31
BBY,2026-02-20,2026-05-28,2026-05-29,73.0282,61.286,-16.08%,96.5125,61.286,PENDING,,,75.15,15.51,-1.13,-1.63,24.53,20.78,7.73,17.51
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,33.79,43.51,-0.41,3.94,9.49,43.45,45.42,56.75
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,197.19,12.05,-1.26,-0.73,4.07,7.38,16.06,55.22
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,147.29,27.94,0.58,3.36,5.98,27.08,29.78,63.78
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,70.75,34.95,-1.53,-0.53,13.78,21.79,34.03,1.88
CAT,2026-06-10,2026-06-17,2026-06-18,979.0,855.2696,-12.64%,1226.4608,855.2696,PENDING,,,984.24,72.54,-3.72,5.39,13.66,40.53,74.69,175.96
CFG,2026-02-12,2026-06-23,,,64.2938,,,,PENDING,,,68.99,19.8,1.47,3.51,9.89,19.85,19.8,70.75
CMI,2026-05-19,2026-06-17,2026-06-18,732.89,650.1552,-11.29%,898.3597,650.1552,PENDING,,,699.05,37.84,-3.57,2.85,9.78,27.91,40.55,126.01
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,339.36,12.77,-2.25,-3.99,-2.33,15.7,10.8,7.29
CPT,2026-03-06,2026-06-04,2026-06-05,111.6,104.6474,-6.23%,125.5052,104.6474,PENDING,,,110.5,1.48,1.39,-2.64,4.08,13.82,3.32,-0.49
D,2026-03-19,2026-05-18,2026-05-19,66.5338,60.3738,-9.26%,78.8537,60.3738,PENDING,,,68.45,19.26,0.6,0.44,1.24,15.57,16.26,31.82
DAL,2026-03-02,2026-05-22,2026-05-26,78.2,62.4139,-20.19%,109.7721,62.4139,PENDING,,,86.72,25.63,0.93,3.15,14.63,33.5,24.29,85.93
DD,2026-06-10,2026-06-22,2026-06-23,47.43,45.0548,-5.01%,52.1803,45.0548,PENDING,,,46.67,18.91,-67.72,-3.85,-1.02,7.0,18.0,-25.47
DOV,2026-01-29,2026-02-03,2026-02-04,211.853,198.4749,-6.31%,238.6092,198.4749,PENDING,,,223.54,15.04,-2.55,1.3,7.85,5.56,14.55,29.16
DOW,2026-02-20,2026-03-11,2026-03-12,35.3901,28.8855,-18.38%,48.3995,28.8855,PENDING,,,30.33,32.6,-1.49,-8.73,-14.68,-14.99,34.55,14.97
DVA,2026-03-13,2026-05-06,2026-05-07,194.32,146.8105,-24.45%,289.3391,146.8105,PENDING,,,210.93,85.66,0.6,0.56,6.18,38.58,81.6,54.03
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,279.3,8.96,1.09,-0.74,2.01,16.38,9.21,2.17
ETN,2026-05-05,2026-06-22,2026-06-23,421.55,403.1771,-4.36%,458.2957,403.1771,PENDING,,,405.28,27.99,-7.0,-0.44,6.23,12.97,29.03,23.78
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,113.81,24.62,1.43,2.46,1.37,12.92,24.91,44.16
EW,2026-01-29,2026-05-26,2026-05-27,87.63,80.8594,-7.73%,101.1711,80.8594,PENDING,,,86.95,1.99,1.25,0.78,4.51,6.01,2.54,17.77
FDS,2026-05-05,2026-06-01,2026-06-02,265.42,211.3772,-20.36%,373.5056,211.3772,PENDING,,,218.15,-24.07,-0.21,-7.51,-2.58,5.15,-19.4,-47.47
FTV,2026-03-06,2026-06-09,2026-06-10,62.5285,55.9363,-10.54%,75.7128,55.9363,PENDING,,,60.34,9.52,-2.16,0.2,2.34,9.04,10.6,15.47
GE,2026-04-21,2026-06-16,2026-06-17,352.11,286.1246,-18.74%,484.0807,286.1246,PENDING,,,356.47,15.89,0.38,4.15,18.13,22.27,18.47,49.71
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,175.58,26.08,2.05,4.89,12.12,28.11,27.29,46.84
GNRC,2026-06-05,2026-06-22,2026-06-23,282.0,256.1006,-9.18%,333.7987,256.1006,PENDING,,,274.54,101.32,-7.11,1.64,10.8,36.01,100.41,115.6
GS,2026-02-13,2026-05-20,2026-05-21,977.9002,866.5516,-11.39%,1200.5974,866.5516,PENDING,,,1094.4399,25.72,-1.08,1.7,11.24,32.24,26.1,74.23
GWW,2026-03-09,2026-05-07,2026-05-08,1237.0681,1089.6978,-11.91%,1531.8089,1089.6978,PENDING,,,1320.48,31.38,-1.56,0.5,6.55,25.48,30.03,28.42
HBAN,2026-05-12,2026-06-12,2026-06-15,17.5912,15.4764,-12.02%,21.8207,15.4764,PENDING,,,17.4,2.22,2.05,2.02,10.77,14.83,0.83,13.97
HLT,2026-03-06,2026-04-17,2026-04-20,339.702,291.9461,-14.06%,435.2139,291.9461,PENDING,,,343.83,19.81,0.26,-0.94,6.58,14.41,19.63,38.45
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,24.82,41.48,-1.23,0.04,10.75,31.06,38.54,67.22
HWM,2026-03-12,2026-05-07,2026-05-08,273.42,240.6297,-11.99%,339.0006,240.6297,PENDING,,,275.13,34.33,-1.87,1.73,5.86,16.61,39.1,59.08
IBKR,2026-02-05,2026-04-15,2026-04-16,80.1188,68.9167,-13.98%,102.5232,68.9167,PENDING,,,94.7,47.56,-2.19,2.09,13.08,39.73,50.77,85.31
INTC,2026-06-01,2026-06-18,2026-06-22,139.12,106.7823,-23.24%,203.7954,106.7823,PENDING,,,132.28,258.48,-6.14,3.46,11.63,200.57,264.61,527.51
JBHT,2026-05-12,2026-05-15,2026-05-18,260.87,234.4079,-10.14%,313.7941,234.4079,PENDING,,,269.24,39.08,-1.55,-4.92,3.86,33.02,37.6,94.69
JBL,2026-06-05,2026-06-12,2026-06-15,398.11,352.8672,-11.36%,488.5955,352.8672,PENDING,,,372.99,63.67,-1.13,-3.28,4.65,40.12,71.95,81.12
JPM,2026-03-27,2026-06-16,2026-06-17,332.18,280.513,-15.55%,435.514,280.513,PENDING,,,334.14,4.7,0.8,4.61,10.28,15.85,7.78,23.87
KEY,2026-05-11,2026-06-11,2026-06-12,22.57,21.058,-6.70%,25.594,21.058,PENDING,,,23.02,13.75,0.83,2.68,8.18,18.31,12.12,48.48
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,352.58,73.52,-5.56,-1.22,4.45,22.02,76.71,121.25
LIN,2026-03-24,2026-04-24,2026-04-27,508.6715,473.9241,-6.83%,578.1661,473.9241,PENDING,,,512.26,20.92,-0.86,-1.77,-0.12,7.5,23.06,13.88
LLY,2026-02-03,2026-06-05,2026-06-08,1159.0,990.4372,-14.54%,1496.1256,990.4372,PENDING,,,1107.08,3.36,0.45,-1.97,6.28,21.79,5.11,46.17
LYV,2026-04-15,2026-05-14,2026-05-15,168.88,155.5255,-7.91%,195.589,155.5255,PENDING,,,168.6,18.32,-1.15,-4.12,1.58,11.05,21.4,13.25
MAA,2026-03-09,2026-06-05,2026-06-08,137.6,128.3274,-6.74%,156.1452,128.3274,PENDING,,,133.89,-1.32,1.33,-2.5,2.98,10.74,0.56,-5.73
MAR,2026-03-06,2026-04-17,2026-04-20,374.6205,318.7414,-14.92%,486.3788,318.7414,PENDING,,,386.83,25.17,0.69,-3.44,4.6,18.7,26.57,49.99
MDLZ,2026-02-17,2026-05-28,2026-05-29,62.1,58.8321,-5.26%,68.6357,58.8321,PENDING,,,61.06,14.41,2.6,-0.72,-0.72,8.32,13.46,-7.64
MET,2026-02-05,2026-05-20,2026-05-21,82.91,74.576,-10.05%,99.5779,74.576,PENDING,,,88.03,13.17,0.54,0.42,4.42,28.22,9.34,14.47
MPC,2026-04-08,2026-05-05,2026-05-06,252.0381,229.0866,-9.11%,297.9411,229.0866,PENDING,,,248.52,54.17,0.5,-0.93,0.04,7.28,49.14,49.82
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,61.0,106.85,2.79,17.02,29.07,18.95,97.09,135.52
NDAQ,2026-03-27,2026-04-27,2026-04-28,90.3858,81.0305,-10.35%,109.0964,81.0305,PENDING,,,82.49,-14.5,-0.15,-9.39,-8.43,-4.18,-12.31,-2.98
NDSN,2026-05-19,2026-06-09,2026-06-10,289.1108,270.1006,-6.58%,327.1313,270.1006,PENDING,,,291.07,21.78,-1.35,-0.12,1.79,8.72,22.85,40.73
NTRS,2026-02-12,2026-04-16,2026-04-17,157.9465,141.4125,-10.47%,191.0143,141.4125,PENDING,,,176.26,30.37,0.4,2.05,5.97,29.12,28.73,61.16
NXPI,2026-03-03,2026-04-29,2026-04-30,289.44,212.6079,-26.55%,443.1042,212.6079,PENDING,,,299.94,38.9,-7.21,-5.05,0.19,55.9,35.76,46.25
ORCL,2026-04-09,2026-04-16,2026-04-17,182.93,136.5478,-25.36%,275.6944,136.5478,PENDING,,,165.16,-14.74,-5.66,-14.26,-12.97,7.38,-7.7,-18.69
PG,2026-06-01,2026-06-16,2026-06-17,152.38,139.9998,-8.12%,177.1404,139.9998,PENDING,,,150.86,6.81,2.15,0.27,5.2,5.56,5.19,-2.44
PNC,2026-05-11,2026-06-09,2026-06-10,233.0,214.5114,-7.94%,269.9773,214.5114,PENDING,,,238.67,16.11,1.69,3.52,9.3,17.93,15.68,39.07
Q,2026-05-19,2026-06-22,2026-06-23,163.98,141.7226,-13.57%,208.4947,141.7226,PENDING,,,161.19,97.64,-8.23,0.11,5.57,40.33,104.19,
RL,2026-05-11,2026-06-12,2026-06-15,413.93,341.7352,-17.44%,558.3195,341.7352,PENDING,,,407.01,15.42,-0.95,-1.3,8.56,20.35,10.57,55.88
STX,2026-06-09,2026-06-15,2026-06-16,1044.03,822.6336,-21.21%,1486.8229,822.6336,PENDING,,,1038.59,277.79,-5.07,1.94,28.15,157.51,257.24,703.28
TGT,2026-05-07,2026-06-11,2026-06-12,133.45,124.2851,-6.87%,151.7798,124.2851,PENDING,,,134.11,39.9,3.38,0.71,6.31,17.79,38.07,46.51
TRGP,2026-04-08,2026-04-30,2026-05-01,258.09,238.7178,-7.51%,296.8345,238.7178,PENDING,,,268.72,47.11,1.59,2.44,-0.56,12.57,51.97,61.06
TROW,2026-02-03,2026-06-11,2026-06-12,107.8064,99.2168,-7.97%,124.9856,99.2168,PENDING,,,106.0,6.34,-1.84,-2.4,5.22,21.93,5.37,19.67
TRV,2026-03-06,2026-06-23,,,298.6628,,,,PENDING,,,316.96,10.13,2.04,3.42,3.6,7.7,8.78,21.52
UAL,2026-03-06,2026-06-15,2026-06-16,120.87,91.6805,-24.15%,179.2491,91.6805,PENDING,,,121.55,8.7,2.42,1.32,21.99,29.36,7.71,63.66
WAB,2026-05-19,2026-06-22,2026-06-23,271.15,254.5308,-6.13%,304.3884,254.5308,PENDING,,,270.26,26.92,-2.35,0.51,6.05,11.96,26.83,35.81
