,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
2,^VIX,True,34,35,82,12,0,14,16.47852691143347,0.0,17.658234485655967,25.5,-13.530009501817219,18.9365642015402,17.13366772533129,61.59696090944512,67.9841863461986,2.5331690370221187
30,CTSH,False,24,65,78,0,43,0,0.0,81.49819213997142,0.0,64.6500015258789,-2.4298227564819626,1.8110260250061516,-15.435991186538983,-18.978820897672982,-9.129412067492856,-21.249353758664142
33,CPRT,False,25,12,52,0,7,0,0.0,39.71550648879249,0.0,37.56999969482422,-0.4504556864913327,-1.9316148575831467,-5.792380419813736,-3.170101975315172,-22.647725075386806,-30.076307435493245
36,CRWD,True,3,72,57,1,0,27,371.92155509768367,0.0,522.7308591590778,434.1300048828125,1.1981665692547505,12.802063453347259,15.1049954044813,-15.394058112339803,3.9508655525433145,24.846861405897293
75,ODFL,False,2,65,55,0,41,0,0.0,191.8946326175697,0.0,197.22000122070312,1.6755168219554126,-4.936012608306666,-2.2976993223660918,28.65314938684504,31.30324952179749,11.836100751918734
86,ROST,True,20,12,67,13,0,43,197.52091280769832,0.0,187.23939159601395,212.14999389648438,0.18889912466794567,4.869001827057053,12.112243664554349,20.070742919835517,41.24077262017257,55.56173172059342
90,SNPS,False,27,41,62,0,21,0,0.0,488.36553972170947,0.0,437.2200012207031,-0.04343806493118597,2.9576596454295245,6.524704858201521,-5.718719448859398,-26.903402127730352,-1.9092297031545464
94,TXN,False,10,59,59,0,35,0,0.0,215.33048335819709,0.0,196.1999969482422,1.537029077457999,-6.4912829570778765,-12.402892807038853,8.927383004087309,5.332433974939915,6.202088664156878
114,ALB,True,10,16,54,2,0,33,162.24968640300503,0.0,175.4616446108615,169.57000732421875,4.485805865584439,-4.832184142710875,8.365293937936864,42.757934264966735,109.71869179593145,126.31873172847716
116,ALGN,True,22,4,81,9,0,31,172.5044920993872,0.0,163.091022111544,175.0500030517578,0.6034500297458693,-7.390752780095281,-0.3245598914003749,11.610563082796931,25.826631106696578,1.7732575882312862
117,ALLE,False,15,18,60,0,13,0,0.0,172.67855930674668,0.0,150.22000122070312,-0.09974988452149686,-7.556922325721153,-14.565205223030592,-6.608644376408367,-12.591643961826568,18.87887600450432
127,AMP,False,18,47,99,0,25,0,0.0,500.6008509821108,0.0,461.4800109863281,-0.7335076157073653,-2.9137601197461698,-13.490364576956953,-2.3762709767901034,-5.073918451631209,-7.051457507131517
140,T,False,1,27,86,0,18,0,0.0,27.536647018509253,0.0,27.530000686645508,-3.875693877996815,-1.7136720396788436,0.8055702123959505,9.699740389714878,-4.857632338381261,7.503660940968151
179,CNC,True,13,16,60,10,0,27,41.70167013849751,0.0,43.42561610745839,43.31999969482422,-0.7560179141323474,-2.869952518136491,8.517038281138614,11.505795099787967,49.48240296445947,-27.132045182698327
227,DOW,True,4,5,61,2,0,27,30.82813156401129,0.0,29.82718652655332,34.310001373291016,3.094959831052921,12.124186096637874,13.452223517818771,51.79877655144129,43.8045552962906,-2.1583201034401056
232,ETN,False,5,30,59,0,14,0,0.0,358.7391000207307,0.0,353.8699951171875,1.7598835707225018,-6.234763953321852,-0.2255669439925409,4.407990665995081,1.386699239268288,28.78428388222308
254,EXPE,True,3,31,61,1,0,29,206.81841531079027,0.0,280.8837096331566,241.5399932861328,-3.236920915434447,13.517168312077382,4.653700446301127,-6.314732203097724,12.802100414300794,32.29036686555896
270,FOXA,True,2,33,56,0,0,34,55.02405536165276,0.0,71.75919345533714,59.2599983215332,-0.8698569226865883,4.861228066824048,-9.662176095176497,-12.154170358328512,-3.169606632310172,8.046008109856485
286,GDDY,False,58,28,127,0,6,0,0.0,125.31530431818801,0.0,91.69000244140625,-2.405529090204215,3.933349776341647,-4.638584517621918,-29.61000590507899,-36.87000896889819,-46.732121163983265
306,HII,True,6,16,205,1,0,101,415.18164638885224,0.0,405.5968841602875,429.5799865722656,0.10952931340389599,-5.322553904152087,16.660988241557632,36.419640738897236,59.636592965204805,125.64685524169133
325,JNJ,True,59,2,51,32,0,28,239.37351980165394,0.0,200.470703262782,242.58999633789062,0.910982735860326,-2.401835081807884,2.5609303109306656,20.446281576528428,37.54867578589186,50.364240151839866
372,MSI,False,2,53,59,0,46,0,0.0,438.81581341630454,0.0,458.0299987792969,-0.5925017207367456,-5.776467758002899,9.799833508557322,23.705806761734525,-3.837965851189156,9.384212311118583
387,NRG,False,5,13,62,0,7,0,0.0,163.54599151365838,0.0,155.4199981689453,0.7127985954637339,-11.481947517865724,7.601769275788557,-8.230988657987885,5.5254768540999315,72.10875106230922
471,TSCO,False,27,6,96,0,4,0,0.0,51.799932054156805,0.0,50.66999816894531,1.016743068350538,-3.0795727772456076,-6.577331088948439,-6.405539383580949,-15.533972988724475,-5.576648176294548
