Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,200.01,99,99,99,99,"SNDK,DELL,STX,HPE,WDC,NTAP,HPQ,AAPL,SMCI"
2,Oil & Gas Refining & Marketing,Energy,173.83,99,99,83,92,"VLO,MPC,PSX"
3,Systems Software,Information Technology,136.68,98,92,74,7,"CRWD,PANW,FTNT,GEN,NOW,MSFT"
4,Biotechnology,Health Care,130.55,97,82,60,75,"MRNA,INCY,ABBV,BIIB,GILD,REGN,AMGN,VRTX,ALNY"
5,Communications Equipment,Information Technology,128.63,96,97,95,99,"LITE,ANET,FFIV,CIEN,CSCO,MSI"
6,Semiconductors,Information Technology,124.13,95,93,98,76,"MU,INTC,MRVL,AMD,SWKS,ARM,ALAB,TXN,ADI,NVDA,QCOM,MPWR,ON,AVGO,MCHP,NXPI,FSLR"
7,Steel,Materials,123.68,94,94,92,72,"NUE,STLD"
8,Managed Health Care,Health Care,121.32,93,91,90,4,"CNC,HUM,ELV,UNH"
9,Health Care Technology,Health Care,120.44,92,72,10,8,"VEEV,SOLV"
10,Life Sciences Tools & Services,Health Care,119.68,91,88,32,21,"CRL,IQV,TECH,TMO,WAT,A,MTD,DHR"
11,Electronic Components,Information Technology,115.69,90,95,96,98,"COHR,GLW,APH"
12,Semiconductor Materials & Equipment,Information Technology,115.27,89,98,99,97,"TER,AMAT,LRCX,KLAC,Q"
13,Integrated Oil & Gas,Energy,115.25,88,78,45,88,"CVX,XOM"
14,Computer Services,Technology,112.49,87,96,97,94,"NBIS,CRWV"
15,Agricultural Products & Services,Consumer Staples,109.95,86,67,78,90,"ADM,BG"
16,Health Care Services,Health Care,108.49,85,62,77,52,"DGX,DVA,LH,CVS,CI"
17,Pharmaceuticals,Health Care,108.0,84,70,54,73,"MRK,VTRS,JNJ,BMY,LLY,PFE,ZTS"
18,Oil & Gas Exploration & Production,Energy,107.97,83,59,43,89,"APA,FANG,COP,DVN,OXY,EOG,TPL,EXE,EQT"
19,Oil & Gas Storage & Transportation,Energy,107.73,82,79,75,80,"TRGP,OKE,WMB,KMI"
20,Life & Health Insurance,Financials,107.36,81,80,76,33,"PFG,MET,GL,PRU,AFL"
21,Health Care REITs,Real Estate,107.29,80,68,69,64,"WELL,DOC,VTR"
22,Broadcasting,Communication Services,106.92,79,74,31,70,"FOXA,FOX,WBD"
23,Rail Transportation,Industrials,106.8,78,77,68,59,"CSX,UNP,NSC"
24,Electronic Equipment & Instruments,Information Technology,106.58,77,86,63,55,"ZBRA,KEYS,TDY,ROP"
25,Fertilizers & Agricultural Chemicals,Materials,106.57,76,32,29,79,"CF,CTVA,MOS"
26,Human Resource & Employment Services,Industrials,106.05,75,61,13,3,"ADP,PAYX"
27,Publishing,Communication Services,105.85,74,53,18,14,"NWSA,NWS"
28,Construction & Engineering,Industrials,105.47,73,87,91,93,"FIX,PWR,J,EME"
