ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2025-11-04,2026-01-14,2026-01-15,63.9381,56.9357,-10.95%,77.9427,56.9357,PENDING,,,71.75,25.74,-0.66,5.53,3.93,24.83,20.3,53.85
AEE,2025-10-28,2026-02-11,2026-02-12,107.7183,101.8496,-5.45%,119.4556,101.8496,PENDING,,,109.68,10.58,0.88,2.6,-2.52,10.64,8.93,14.42
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,131.12,14.61,0.78,2.5,-2.02,14.25,22.04,28.86
AES,2025-10-31,2026-02-03,2026-02-04,15.88,13.4826,-15.10%,20.6748,13.4826,PENDING,,,14.02,-1.07,0.14,-0.43,-18.87,0.82,8.51,19.24
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,166.26,6.47,-0.07,-8.07,-12.54,4.98,31.75,1.2
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,325.35,4.55,1.96,-0.31,-4.27,4.1,16.25,9.74
CMCSA,2026-01-29,2026-01-30,2026-02-02,29.62,27.8685,-5.91%,33.1231,27.8685,PENDING,,,28.9,4.38,2.01,-0.38,-6.65,5.18,-0.6,-14.08
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,77.21,11.24,1.31,3.47,-1.1,11.19,9.1,8.74
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,219.65,19.01,-9.79,-13.88,-15.17,14.57,105.3,223.49
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,82.95,24.03,1.17,6.67,3.77,23.28,22.42,34.15
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,202.81,4.12,-1.83,-4.47,-10.06,1.56,21.34,14.44
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,41.87,81.21,2.57,16.18,36.25,81.91,87.26,26.85
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,113.39,15.06,1.53,3.92,0.77,15.09,15.67,8.61
EQT,2026-03-17,2026-03-25,2026-03-26,67.88,61.7856,-8.98%,80.0688,61.7856,PENDING,,,64.44,20.56,-4.6,-1.21,4.92,19.83,19.89,24.63
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,111.06,20.95,1.07,9.59,3.69,20.4,21.99,35.81
EVRG,2025-11-03,2026-02-10,2026-02-11,78.0718,74.7565,-4.25%,84.7024,74.7565,PENDING,,,81.59,13.5,0.92,2.75,-1.65,13.07,12.11,25.77
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,213.55,18.12,-0.08,-0.75,-9.62,16.7,15.15,29.01
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,247.48,8.57,-5.22,-7.05,-6.61,4.85,14.74,77.81
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1382.58,13.93,-4.2,-8.53,-9.31,8.19,30.29,99.01
LHX,2025-11-24,2026-01-05,2026-01-06,310.5981,272.6801,-12.21%,386.4341,272.6801,PENDING,,,339.93,16.2,-0.9,-1.61,-6.43,14.94,16.68,62.55
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,308.53,1.51,0.86,0.02,-9.03,-0.14,2.25,0.95
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,48.23,63.55,-2.68,-5.95,-9.97,54.58,96.94,50.16
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,92.05,15.44,0.71,2.02,-1.83,15.26,23.01,35.35
NOC,2025-11-10,2026-01-14,2026-01-15,638.3256,555.0568,-13.04%,804.8633,555.0568,PENDING,,,671.59,18.16,-1.09,-1.24,-7.29,16.69,13.78,32.81
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,27.77,13.39,2.7,3.74,0.43,12.54,20.93,19.1
PPL,2025-10-29,2026-02-24,2026-02-25,37.7769,35.8358,-5.14%,41.659,35.8358,PENDING,,,38.02,9.38,0.98,3.04,-1.73,9.19,5.17,12.15
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,107.11,31.27,-4.16,-6.8,-15.5,27.28,,
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,51.53,35.05,-3.68,4.63,0.37,37.16,47.08,26.14
SRE,2025-11-03,2026-02-26,2026-02-27,95.5141,89.0965,-6.72%,108.3494,89.0965,PENDING,,,96.58,10.15,0.73,3.34,1.02,9.75,11.38,42.06
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,136.92,7.45,-1.38,-5.19,-11.7,4.56,26.33,90.93
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,63.76,9.65,-0.25,6.8,-1.89,9.76,19.66,5.83
TT,2025-12-12,2026-02-09,2026-02-10,459.4517,389.3621,-15.26%,599.6311,389.3621,PENDING,,,403.93,4.04,-1.54,-4.94,-12.42,3.14,-2.49,17.34
VRT,2025-11-07,2026-02-11,2026-02-12,243.892,169.8939,-30.34%,391.888,169.8939,PENDING,,,234.22,44.61,-6.71,-8.51,-8.09,39.8,69.07,207.27
