Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,301.56,99,99,99,99,249.97999572753906,259.1600036621094,244.1999969482422,245.25
2,CIEN,Information Technology,Communications Equipment,S&P 500,259.07,99,99,99,99,294.80999755859375,315.8399963378906,293.1099853515625,294.1700134277344
3,MU,Information Technology,Semiconductors,S&P 500,257.02,99,99,99,95,380.1400146484375,391.17999267578125,367.45001220703125,370.29998779296875
4,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,214.95,99,99,99,98,356.30999755859375,370.3399963378906,351.1499938964844,352.79998779296875
5,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,205.21,99,99,98,69,293.1400146484375,295.05999755859375,269.1300048828125,273.04998779296875
6,FIX,Industrials,Construction & Engineering,S&P 500,202.77,99,98,98,98,1290.0,1327.6800537109375,1270.68994140625,1279.06005859375
7,WBD,Communication Services,Broadcasting,S&P 500,188.78,98,98,99,99,27.760000228881836,27.989999771118164,27.670000076293945,27.950000762939453
8,GLW,Information Technology,Electronic Components,S&P 500,183.82,98,98,95,97,129.44000244140625,132.0800018310547,122.37999725341797,123.29000091552734
9,MRNA,Health Care,Biotechnology,S&P 500,182.38,98,96,31,0,52.21500015258789,52.77000045776367,49.220001220703125,52.52000045776367
10,ALB,Materials,Specialty Chemicals,S&P 500,181.69,98,99,97,39,158.6199951171875,165.0500030517578,158.0,162.2899932861328
11,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,177.23,98,98,98,93,205.4499969482422,211.24000549316406,198.4499969482422,199.3300018310547
12,NEM,Materials,Gold,S&P 500,167.12,97,97,96,96,113.6500015258789,117.58000183105469,113.12000274658203,116.29000091552734
13,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,160.22,97,96,96,31,329.5199890136719,341.3999938964844,321.739990234375,324.739990234375
14,HII,Industrials,Aerospace & Defense,S&P 500,159.09,97,94,93,85,417.0,432.7200012207031,412.04998779296875,429.1099853515625
15,^VIX,--- Reference ---,--- Reference ---,--- Reference ---,158.25,97,72,41,3,23.200000762939453,29.93000030517578,22.920000076293945,29.489999771118164
16,GEV,Industrials,Heavy Electrical Equipment,S&P 500,153.33,97,95,94,98,792.969970703125,816.1400146484375,782.3699951171875,789.22998046875
17,INTC,Information Technology,Semiconductors,S&P 500,153.01,96,98,98,69,44.66999816894531,45.18000030517578,43.279998779296875,43.41999816894531
18,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,147.53,96,97,95,80,682.469970703125,696.3300170898438,675.0700073242188,680.9000244140625
19,TPL,Energy,Oil & Gas Exploration & Production,S&P 500,147.14,96,30,7,8,524.5800170898438,535.0999755859375,517.1799926757812,525.030029296875
