,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
29,CTSH,False,60,65,78,0,43,0,0.0,81.4981921399714,0.0,54.70000076293945,-0.7619705680044198,-6.988608254340475,-10.415985043088398,-33.99958298889259,-18.855452203904235,-23.289568021456894
32,CPRT,False,61,12,52,0,7,0,0.0,39.71550648879249,0.0,33.33000183105469,-0.029988966668996978,-1.0391878591144421,2.20791538554762,-17.946817559140253,-24.52445211453525,-44.27353107211487
85,ROST,True,56,12,67,32,0,43,220.39430997693862,0.0,186.84232098622743,225.0800018310547,-0.19510572590920278,-0.5566822157913975,7.802102145095384,21.24185496505516,40.65337817710672,63.10933196336697
108,ACN,False,63,14,4,0,6,0,0.0,265.1760702212069,0.0,180.25999450683594,1.412092549556083,-5.176228974617435,-7.978404034096894,-32.77792344861131,-27.50781237295785,-37.69894274798613
161,BRO,False,81,13,40,0,5,0,0.0,78.50600246055969,0.0,61.63999938964844,-2.375673130345198,-9.192690212513714,-5.547046625933698,-14.3111474826332,-29.454214094683522,-45.94985397462962
174,CASY,True,77,19,20,37,0,11,759.4111939043199,0.0,542.7505653773262,781.5,-0.39637340967168544,-0.18009390516104182,10.882521784259943,27.131814964823555,46.112522002584676,72.77536018379577
179,COR,False,59,14,29,0,8,0,0.0,343.4472680199535,0.0,311.42999267578125,-0.17949215555699888,1.0152465153240218,0.48398026504300107,-11.00497145557595,-7.0149682664441455,9.005523905841727
245,EPAM,False,60,19,2,0,10,0,0.0,207.9459959203581,0.0,112.91000366210938,-1.0862880833938593,-12.554206992004735,-17.087670924666085,-48.2894433222132,-30.495533528336498,-28.938256595232026
248,EQIX,True,93,19,11,61,0,2,1071.4190300297457,0.0,775.5292690156497,1089.0699462890625,1.177064435863132,-1.1984325812596803,12.968202902248466,34.167205729437086,30.716170740969957,31.9226302486042
252,EL,False,58,49,13,0,29,0,0.0,110.93413747124816,0.0,75.69000244140625,-1.8287886648767109,-1.2653289516897923,11.341569143488837,-33.7572067993004,-24.136800355058654,30.02366374481137
284,GIS,False,51,22,8,0,15,0,0.0,45.28119025623572,0.0,34.470001220703125,-0.8057518828687051,-2.0460285140772525,-5.546181594679037,-20.965469672334972,-26.391593032632276,-34.66255470664613
314,PODD,False,67,11,20,0,0,0,0.0,277.5896685808415,0.0,160.02000427246094,-12.495210507379156,-17.35357488486163,-23.071002116101628,-38.02478826215048,-50.88397474890439,-38.34000807389412
326,J,False,53,6,3,0,4,0,0.0,134.97190135760817,0.0,125.56999969482422,-0.7037793737875455,-1.5523350133752165,0.6169844745493064,-7.903922727242206,-21.615316709399032,4.6172292264189485
341,LDOS,False,54,26,12,0,3,0,0.0,182.50830904379256,0.0,145.91000366210938,-0.16420817269755147,-3.184926572839276,-5.369997177633716,-22.10056650531231,-22.476850534445436,1.0763242489957225
365,MGM,True,59,21,26,26,0,18,37.93315214921695,0.0,36.05373621659096,39.27000045776367,-1.1826904903172064,0.0764494852540667,10.247056808897478,19.908398344316556,19.32543494329941,21.91866368817875
427,RMD,False,53,23,14,0,7,0,0.0,252.33675101341925,0.0,211.92999267578125,-2.3993767746669525,-4.55323406415495,-3.6813189785272917,-17.57686115830937,-17.855727222025404,-8.672849547988259
459,TGT,True,61,3,17,33,0,10,124.87872715280787,0.0,102.62265089007471,127.87000274658203,0.5741728491726181,-2.090354693222411,7.652806920948989,26.961361884086717,33.782033214790616,38.76588587669639
469,TSCO,False,63,6,96,0,4,0,0.0,51.79993205415684,0.0,34.77000045776367,-2.304017115224972,-10.754616851053497,-23.430961077738928,-36.660241944439306,-37.77186649097114,-27.814447489987593
