ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2025-11-04,2026-01-14,2026-01-15,63.9381,56.9357,-10.95%,77.9427,56.9357,PENDING,,,73.38,28.6,-0.61,1.59,10.3,25.2,26.13,58.37
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,132.36,15.69,-0.24,1.74,0.24,15.19,18.51,26.94
AES,2025-11-04,2026-01-02,2026-01-05,14.7948,13.2621,-10.36%,17.8603,13.2621,PENDING,,,14.33,1.11,0.21,2.36,0.77,-2.16,2.76,21.39
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,171.87,10.07,0.74,3.3,-2.12,10.15,33.54,4.81
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,326.9,5.04,-0.44,2.45,-1.38,5.74,16.52,9.1
CMCSA,2026-01-29,2026-01-30,2026-02-02,29.2795,27.5481,-5.91%,32.7423,27.5481,PENDING,,,27.66,1.06,-0.97,-1.23,-11.45,2.26,-0.64,-15.85
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,78.33,12.85,-0.32,2.78,1.46,12.06,10.7,8.09
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,253.22,37.19,-1.91,4.0,-0.26,30.3,124.51,274.92
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,84.25,25.97,-1.42,2.76,10.0,24.62,33.35,32.93
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,207.48,6.51,1.02,0.43,-3.76,6.24,25.06,17.16
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,40.56,75.54,-2.03,-0.64,20.28,69.1,75.81,24.12
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,114.61,16.3,-0.71,2.62,3.52,15.52,19.29,8.08
EQIX,2026-03-09,2026-04-01,2026-04-02,989.8,920.4643,-7.01%,1128.4714,920.4643,PENDING,,,1016.08,33.34,1.57,5.51,6.62,33.7,33.03,25.02
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,114.57,24.77,-0.29,4.27,8.62,22.87,24.07,35.91
FFIV,2026-03-27,2026-04-06,,,279.9498,,,,PENDING,,,307.64,20.52,1.41,9.1,8.46,19.88,-5.97,12.8
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,207.97,15.03,0.86,-2.69,-8.21,14.76,11.6,30.75
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,267.47,17.34,-0.4,2.44,6.05,11.3,24.09,93.07
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1540.0601,26.91,1.53,6.71,7.74,21.0,35.58,126.14
LHX,2025-11-24,2026-01-05,2026-01-06,310.5981,272.6801,-12.21%,386.4341,272.6801,PENDING,,,358.73,22.62,0.77,4.59,-0.03,18.23,22.08,72.19
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,309.76,1.92,0.85,1.26,-5.4,2.71,4.49,1.72
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,48.77,65.38,-0.87,-1.59,-9.4,58.04,71.91,75.94
MRVL,2026-02-03,2026-04-01,2026-04-02,102.3,75.2423,-26.45%,156.4154,75.2423,PENDING,,,109.51,28.96,2.24,15.42,44.7,22.6,27.22,73.77
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,92.73,16.3,-0.45,1.46,1.76,15.36,20.23,35.48
NOC,2025-11-10,2026-01-14,2026-01-15,638.3256,555.0568,-13.04%,804.8633,555.0568,PENDING,,,695.79,22.41,-0.96,2.47,-5.98,19.18,15.84,38.03
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,27.83,13.64,-1.73,2.92,4.58,12.38,6.33,20.85
