ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,140.36,3.42,0.06,-1.06,11.15,6.52,9.65,11.85
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,402.26,48.79,3.33,-0.4,26.44,26.61,69.19,111.97
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,74.54,30.63,0.36,6.44,2.55,12.23,23.41,61.51
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,137.11,19.85,1.99,1.5,4.6,15.92,21.0,30.59
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.45,1.96,0.0,-0.34,2.56,-2.79,2.4,47.32
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,176.01,12.72,-1.34,-7.69,2.67,7.24,32.2,-0.98
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,217.26,4.9,2.32,0.32,4.78,10.07,14.95,11.44
AMZN,2025-12-15,2026-04-24,2026-04-27,263.46,222.5218,-15.54%,345.3363,222.5218,PENDING,,,265.06,14.83,0.77,3.91,27.27,9.65,15.62,41.45
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,172.71,31.81,2.39,0.09,40.67,16.58,10.17,113.94
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,300.05,23.12,-0.81,-1.19,3.94,17.93,19.54,13.72
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,29.97,27.28,1.77,11.74,26.88,17.5,32.18,68.99
BKR,2026-03-03,2026-04-24,2026-04-27,70.0,62.0701,-11.33%,85.8598,62.0701,PENDING,,,69.67,53.56,1.25,8.03,14.12,23.27,46.81,97.89
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,890.11,56.04,9.88,6.57,25.88,34.06,70.44,192.69
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,327.0,5.08,0.38,-1.77,0.33,7.12,19.01,15.48
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,76.74,10.56,2.69,0.16,-1.08,9.05,6.07,7.38
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,81.01,21.13,2.07,1.73,-3.23,9.96,28.28,32.37
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,208.95,67.23,1.6,-1.5,27.7,76.89,27.68,126.2
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,226.41,16.23,1.87,-0.76,8.62,12.05,26.63,34.46
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,40.49,75.23,2.38,5.09,-2.79,50.85,63.82,41.04
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,111.49,13.14,2.4,1.12,-1.49,6.05,14.97,2.75
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,263.21,2.68,-0.65,3.2,8.76,6.47,4.9,-0.5
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,433.01,36.37,5.41,2.0,21.06,22.57,15.84,50.8
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,117.91,28.41,2.83,3.5,4.94,23.59,25.74,45.03
FANG,2026-04-01,2026-04-29,2026-04-30,200.61,189.0193,-5.78%,223.7913,189.0193,PENDING,,,205.63,37.6,0.15,5.13,3.96,26.85,47.57,54.59
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,323.9,26.89,-1.3,8.01,11.95,14.64,21.05,23.29
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1840.25,97.28,6.73,3.74,33.45,57.17,87.81,364.22
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,110.9,12.46,0.26,-0.54,5.54,11.44,15.68,23.39
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,154.3,10.8,1.15,0.21,11.13,10.49,15.33,25.53
HAL,2026-04-08,2026-04-29,2026-04-30,41.4,36.7708,-11.18%,50.6585,36.7708,PENDING,,,42.3,50.41,1.17,6.68,8.49,27.3,60.69,111.9
HLT,2026-03-06,2026-04-17,2026-04-20,339.86,292.0818,-14.06%,435.4163,292.0818,PENDING,,,324.07,12.87,3.04,-3.05,6.57,8.33,24.34,43.45
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,21.13,20.45,0.33,0.28,10.28,14.44,33.49,59.0
IBKR,2026-02-05,2026-04-15,2026-04-16,80.2,68.9865,-13.98%,102.6271,68.9865,PENDING,,,79.5,23.75,3.18,4.74,18.53,5.19,16.07,86.07
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,337.49,48.06,1.09,-0.31,27.05,38.4,57.44,130.62
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,349.91,72.21,4.31,0.98,23.92,58.21,105.78,142.07
LIN,2026-03-24,2026-04-24,2026-04-27,510.28,475.4228,-6.83%,579.9944,475.4228,PENDING,,,501.14,17.93,-0.71,-1.36,1.09,10.51,13.99,12.72
MAR,2026-03-06,2026-04-17,2026-04-20,375.36,319.3706,-14.92%,487.3388,319.3706,PENDING,,,361.69,16.81,2.19,-1.78,10.58,13.33,36.84,52.34
MGM,2026-01-05,2026-04-15,2026-04-16,38.2,35.844,-6.17%,42.912,35.844,PENDING,,,38.94,6.71,-0.84,0.0,5.21,16.8,21.88,22.45
