,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
58,KHC,False,26,7,60,0,3,0,0.0,24.511991863381013,0.0
80,PAYX,False,8,14,92,0,4,0,0.0,111.869978472618,0.0
105,AOS,True,32,35,71,13,0,21,66.73724374641809,0.0,70.84862870442117
152,BIIB,True,6,11,55,4,0,23,174.8327734148936,0.0,170.8417220508738
160,BR,False,9,19,65,0,3,0,0.0,224.28059697470044,0.0
174,CAT,True,7,11,81,4,0,41,588.6479082122387,0.0,573.850996040143
210,CMI,True,52,13,73,30,0,48,533.5870808823578,0.0,421.7897614943414
214,DVA,False,51,2,58,0,0,0,0.0,125.34466659684325,0.0
216,DECK,False,2,30,56,0,20,0,0.0,102.76559136646206,0.0
237,ELV,True,39,14,51,20,0,19,354.1593646384448,0.0,339.0417443192997
238,EME,True,22,29,91,3,0,52,611.3029226507666,0.0,673.4789677557014
286,GDDY,False,21,28,127,0,6,0,0.0,125.31530431818801,0.0
325,JNJ,True,22,2,51,4,0,28,202.8060705058791,0.0,201.53642850879913
328,KVUE,False,7,38,52,0,19,0,0.0,16.953713241980324,0.0
331,KMB,False,26,6,65,0,3,0,0.0,102.98113533363085,0.0
353,MLM,True,32,22,82,14,0,39,619.7143414816029,0.0,617.9476492076315
355,MA,False,1,30,56,0,14,0,0.0,560.5662797906004,0.0
382,NDSN,True,33,6,67,14,0,20,250.1152008109785,0.0,227.84158551637603
384,NTRS,True,32,33,107,25,0,50,139.4312876875779,0.0,127.7097188026729
386,NCLH,True,23,49,66,14,0,29,22.337719241756155,0.0,24.626499088602145
416,PTC,False,8,7,73,0,1,0,0.0,170.30436884201288,0.0
427,RSG,False,25,13,78,0,6,0,0.0,211.56510606153924,0.0
438,SRE,True,1,26,59,0,0,27,85.51075946496344,0.0,89.99181140245791
462,TDY,True,27,38,74,15,0,31,523.1720067234662,0.0,575.1175967231167
486,UNH,True,28,23,55,11,0,31,329.5949894176991,0.0,349.2037919309808
504,WAT,True,7,14,51,5,0,28,380.1485896538539,0.0,385.6721344509147
508,WST,True,33,7,80,6,0,28,265.9024598830007,0.0,265.54419313004973
