Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,213.44,99,98,95,95,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
2,Semiconductor Materials & Equipment,Information Technology,192.67,99,96,98,96,"TER,LRCX,AMAT,KLAC,Q"
3,Semiconductors,Information Technology,184.29,98,95,82,80,"MU,INTC,MRVL,ARM,AMD,ON,TXN,MPWR,ADI,MCHP,NXPI,QCOM,FSLR,NVDA,AVGO,SWKS"
4,Electronic Components,Information Technology,177.64,97,99,99,98,"COHR,GLW,APH"
5,Communications Equipment,Information Technology,173.27,96,99,99,99,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
6,Steel,Materials,153.82,95,93,70,91,"STLD,NUE"
7,Cargo Ground Transportation,Industrials,132.52,94,89,84,74,"JBHT,ODFL"
8,Construction & Engineering,Industrials,131.35,93,94,96,90,"FIX,PWR,EME,J"
9,Managed Health Care,Health Care,127.53,92,86,7,16,"HUM,CNC,UNH,ELV"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,125.66,91,88,89,89,"CAT,CMI,WAB,PCAR"
11,Wireless Telecommunication Services,Communication Services,123.54,90,97,97,99,"SATS,TMUS"
12,Electronic Manufacturing Services,Information Technology,120.6,89,79,73,87,"JBL,TEL"
13,Electrical Components & Equipment,Industrials,117.58,88,85,88,61,"VRT,GNRC,ROK,AME,ETN,EMR"
14,Air Freight & Logistics,Industrials,114.9,87,72,85,85,"FDX,CHRW,EXPD,UPS"
15,Oil & Gas Equipment & Services,Energy,114.63,86,92,93,59,"SLB,HAL,BKR"
16,Passenger Airlines,Industrials,113.99,85,47,58,88,"DAL,LUV,UAL"
17,Oil & Gas Refining & Marketing,Energy,111.02,84,91,94,53,"VLO,MPC,PSX"
18,Apparel Retail,Consumer Discretionary,110.27,83,68,87,83,"ROST,TJX"
19,Interactive Media & Services,Communication Services,109.12,82,90,79,93,"GOOGL,GOOG,META"
20,Investment Banking & Brokerage,Financials,108.52,81,66,51,92,"IBKR,MS,GS,HOOD,RJF,SCHW"
21,Agricultural Products & Services,Consumer Staples,107.22,80,87,90,63,"ADM,BG"
22,Trading Companies & Distributors,Industrials,105.56,79,53,43,40,"URI,FAST"
23,Systems Software,Information Technology,105.51,78,69,13,25,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
24,Food Retail,Consumer Staples,105.31,77,81,83,54,"CASY,KR"
25,Regional Banks,Financials,105.03,76,54,56,72,"CFG,KEY,FITB,MTB,RF,HBAN"
26,Health Care Services,Health Care,104.84,75,67,53,34,"DVA,CVS,DGX,CI,LH"
27,Diversified Banks,Financials,104.06,74,52,52,78,"C,USB,PNC,BAC,TFC,JPM,WFC"
28,Rail Transportation,Industrials,104.01,73,75,61,58,"CSX,UNP,NSC"
29,Data Center REITs,Real Estate,103.96,72,76,72,14,"EQIX,DLR"
30,Hotel & Resort REITs,Real Estate,103.87,70,66,49,45,"HST,VICI"
31,Broadline Retail,Consumer Discretionary,103.87,70,84,50,55,"EBAY,AMZN"
32,Life & Health Insurance,Financials,103.81,69,63,33,56,"PFG,GL,MET,PRU,AFL"
33,Specialty Chemicals,Materials,103.79,68,71,78,62,"ALB,DD,PPG,IFF,LYB,ECL,SHW"
34,Asset Management & Custody Banks,Financials,102.8,67,60,29,64,"STT,BEN,IVZ,NTRS,BNY,TROW,APO,BLK,AMP,ARES,BX,KKR"
35,Oil & Gas Storage & Transportation,Energy,102.14,66,82,86,29,"TRGP,WMB,OKE,KMI"
36,Automobile Manufacturers,Consumer Discretionary,102.12,66,56,61,94,"GM,F,TSLA"
37,Health Care REITs,Real Estate,101.27,65,74,67,60,"DOC,WELL,VTR"
38,Retail REITs,Real Estate,100.84,64,65,64,39,"FRT,SPG,KIM,REG,O"
39,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,99.95,63,55,55,57,"MNST,KDP,KO,PEP"
40,Tobacco,Consumer Staples,99.35,62,73,59,42,"MO,PM"
41,Electronic Equipment & Instruments,Information Technology,97.99,61,70,57,24,"KEYS,TDY,ZBRA,ROP"
42,Health Care Supplies,Health Care,97.74,60,40,41,47,"WST,ALGN,COO"
43,Pharmaceuticals,Health Care,97.59,59,62,71,70,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
