Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,195.96,98,98,99,71,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,166.17,97,96,98,98,"GLW,APH"
3,Construction & Engineering,Industrials,139.87,96,94,96,96,"FIX,EME,PWR,J"
4,"Technology Hardware, Storage & Peripherals",Information Technology,138.82,95,95,95,74,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
5,Construction Machinery & Heavy Transportation Equipment,Industrials,135.12,94,93,81,62,"CAT,CMI,WAB,PCAR"
6,Communications Equipment,Information Technology,133.66,93,88,89,84,"CIEN,ANET,CSCO,MSI,FFIV"
7,Oil & Gas Equipment & Services,Energy,132.28,92,85,67,21,"HAL,SLB,BKR"
8,Passenger Airlines,Industrials,130.93,91,80,40,89,"LUV,UAL,DAL"
9,Agricultural Products & Services,Consumer Staples,127.67,90,81,74,67,"BG,ADM"
10,Air Freight & Logistics,Industrials,126.67,89,91,78,30,"FDX,CHRW,UPS,EXPD"
11,Broadcasting,Communication Services,125.66,88,97,97,79,"WBD,FOXA,FOX"
12,Steel,Materials,124.27,87,89,76,56,"STLD,NUE"
13,Semiconductors,Information Technology,124.06,86,90,82,66,"MU,INTC,ADI,MPWR,ON,MCHP,TXN,AMD,AVGO,FSLR,NVDA,NXPI,MRVL,SWKS,ARM,QCOM"
14,Cargo Ground Transportation,Industrials,123.66,85,73,14,5,"JBHT,ODFL"
15,Specialty Chemicals,Materials,121.52,84,75,51,18,"ALB,DD,PPG,IFF,ECL,LYB,SHW"
16,Electronic Manufacturing Services,Information Technology,120.59,83,92,91,97,"JBL,TEL"
17,Integrated Oil & Gas,Energy,120.53,82,64,59,47,"XOM,CVX"
18,Aerospace & Defense,Industrials,118.67,81,84,79,83,"HII,HWM,LMT,LHX,NOC,RTX,TXT,GE,BA,GD,TDG,AXON"
19,Consumer Staples Merchandise Retail,Consumer Staples,118.57,80,82,47,58,"DG,DLTR,WMT,TGT,COST"
20,Pharmaceuticals,Health Care,118.36,79,67,65,23,"VTRS,MRK,JNJ,BMY,LLY,PFE,ZTS"
21,Automobile Manufacturers,Consumer Discretionary,118.17,78,87,86,78,"GM,F,TSLA"
22,Regional Banks,Financials,117.49,77,76,43,70,"CFG,FITB,KEY,RF,MTB,HBAN"
23,Electrical Components & Equipment,Industrials,116.53,76,62,57,73,"GNRC,AME,EMR,ROK,ETN"
24,Independent Power Producers & Energy Traders,Utilities,115.87,75,59,92,87,"AES,NRG"
25,Biotechnology,Health Care,115.84,74,79,94,65,"MRNA,INSM,GILD,BIIB,AMGN,INCY,REGN,ABBV,VRTX,ALNY"
26,Health Care Facilities,Health Care,115.04,73,68,90,32,"HCA,UHS"
27,Oil & Gas Refining & Marketing,Energy,114.56,72,71,83,57,"VLO,PSX,MPC"
28,Apparel Retail,Consumer Discretionary,114.33,71,77,75,50,"ROST,TJX"
29,Health Care Distributors,Health Care,114.14,70,78,93,46,"CAH,MCK,COR,HSIC"
30,Oil & Gas Storage & Transportation,Energy,113.92,69,36,35,15,"TRGP,WMB,KMI,OKE"
31,Other Specialty Retail,Consumer Discretionary,113.27,68,74,63,92,"ULTA,TSCO"
32,Diversified Banks,Financials,110.93,67,69,70,77,"C,USB,PNC,TFC,BAC,WFC,JPM"
33,Rail Transportation,Industrials,110.09,66,40,53,33,"CSX,NSC,UNP"
34,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,109.24,65,63,52,68,"TPR,RL,NKE,LULU"
35,Interactive Media & Services,Communication Services,109.07,64,83,87,82,"GOOGL,GOOG,META,MTCH"
36,Industrial Machinery & Supplies & Components,Industrials,108.81,63,53,33,27,"NDSN,PH,SWK,HUBB,DOV,IR,IEX,ITW,SNA,GWW,FTV,OTIS,PNR,XYL"
37,Tobacco,Consumer Staples,108.19,62,52,45,80,"MO,PM"
38,Oil & Gas Exploration & Production,Energy,107.84,61,39,50,22,"APA,DVN,CTRA,TPL,COP,FANG,OXY,EOG,EQT,EXE"
39,Paper & Plastic Packaging Products & Materials,Materials,107.21,60,20,9,12,"SW,PKG,AVY,AMCR,IP"
40,Health Care REITs,Real Estate,105.96,59,56,80,43,"WELL,VTR,DOC"
41,Personal Care Products,Consumer Staples,105.47,58,54,26,36,"EL,PG,KVUE"
42,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,105.33,57,48,54,25,"MNST,PEP,KO,KDP"
43,Investment Banking & Brokerage,Financials,104.1,56,86,88,99,"GS,IBKR,MS,SCHW,RJF,HOOD"
44,Industrial Conglomerates,Industrials,104.04,55,49,55,54,"HON,MMM"
45,Homebuilding,Consumer Discretionary,104.04,55,33,28,63,"PHM,DHI,LEN,NVR"
46,Fertilizers & Agricultural Chemicals,Materials,103.7,54,32,25,60,"CF,CTVA,MOS"
47,Construction Materials,Materials,103.5,53,58,62,69,"CRH,MLM,VMC"
48,Hotel & Resort REITs,Real Estate,103.49,52,44,44,49,"HST,VICI"
49,Retail REITs,Real Estate,103.42,51,43,39,31,"O,SPG,KIM,FRT,REG"
50,Trading Companies & Distributors,Industrials,103.25,50,50,34,94,"FAST,URI"
51,Health Care Supplies,Health Care,103.1,49,29,21,4,"ALGN,COO,WST"
52,Integrated Telecommunication Services,Communication Services,103.0,48,17,37,64,"VZ,T"
53,Building Products,Industrials,102.72,47,30,19,51,"JCI,AOS,MAS,TT,ALLE,CARR,LII,BLDR"
54,Data Center REITs,Real Estate,102.47,46,15,27,13,"EQIX,DLR"
55,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,102.39,45,55,36,85,"MAR,CCL,RCL,NCLH,HLT,EXPE,ABNB,BKNG"
56,Casinos & Gaming,Consumer Discretionary,102.06,44,66,77,90,"LVS,WYNN,MGM"
57,Home Improvement Retail,Consumer Discretionary,102.02,43,46,15,52,"LOW,HD"
58,Multi-Utilities,Utilities,101.25,42,41,64,42,"NEE,D,CNP,ED,PCG,NI,PNW,SRE,XEL,AEE,DTE,CMS"
59,Health Care Services,Health Care,100.53,41,31,48,48,"DGX,CVS,DVA,LH,CI"
60,Electric Utilities,Utilities,99.52,40,37,68,59,"EIX,ETR,AEP,EVRG,FE,ES,LNT,WEC,EXC,DUK,PPL,PEG,SO,VST,CEG"
61,--- Reference ---,--- Reference ---,99.08,39,51,85,29,"SPY,^VIX,QQQ"
62,Asset Management & Custody Banks,Financials,99.04,38,60,41,76,"IVZ,BEN,NTRS,STT,BK,BLK,AMP,TROW,APO,BX,ARES,KKR"
63,Life & Health Insurance,Financials,98.73,37,45,46,45,"PFG,GL,AFL,MET,PRU"
64,Consumer Finance,Financials,98.58,36,65,72,88,"SYF,AXP,COF"
65,Multi-line Insurance,Financials,98.47,35,47,66,53,"L,AIZ,AIG"
66,Household Products,Consumer Staples,98.11,34,9,4,6,"CL,CHD,CLX,KMB"
67,Industrial Gases,Materials,97.84,33,16,13,37,"LIN,APD"
68,Self-Storage REITs,Real Estate,97.56,32,23,17,7,"PSA,EXR"
69,Property & Casualty Insurance,Financials,97.15,31,36,60,34,"CB,TRV,HIG,CINF,ACGL,ALL,WRB,PGR"
70,Restaurants,Consumer Discretionary,95.76,30,28,18,20,"DRI,YUM,SBUX,MCD,CMG,DPZ"
71,Interactive Home Entertainment,Communication Services,95.66,29,61,84,72,"EA,TTWO"
72,Automotive Retail,Consumer Discretionary,94.86,28,70,69,95,"CVNA,AZO,ORLY"
73,Electronic Equipment & Instruments,Information Technology,94.6,27,24,24,41,"KEYS,TDY,ZBRA,TRMB,ROP"
74,Environmental & Facilities Services,Industrials,93.06,26,35,38,35,"ROL,WM,RSG,VLTO"
75,Packaged Foods & Meats,Consumer Staples,92.76,25,11,20,10,"HSY,TSN,MKC,SJM,MDLZ,CAG,HRL,KHC,GIS,LW,CPB"
76,Distillers & Vintners,Consumer Staples,92.43,24,13,2,1,"STZ,BF.B"
77,Health Care Equipment,Health Care,92.05,23,34,42,39,"BDX,HOLX,IDXX,GEHC,MDT,RMD,ZBH,RVTY,STE,DXCM,SYK,EW,BAX,ISRG,ABT,PODD,BSX"
78,Cable & Satellite,Communication Services,91.51,22,0,0,2,"CMCSA,CHTR"
79,Life Sciences Tools & Services,Health Care,91.13,21,72,73,17,"MTD,TECH,CRL,TMO,DHR,A,WAT,IQV"
80,Multi-Family Residential REITs,Real Estate,90.62,20,14,16,8,"UDR,CPT,EQR,ESS,MAA,AVB"
81,Broadline Retail,Consumer Discretionary,89.34,19,57,61,93,"EBAY,AMZN"
82,Telecom Tower REITs,Real Estate,88.15,18,7,22,26,"AMT,SBAC,CCI"
83,Movies & Entertainment,Communication Services,88.12,17,25,58,91,"TKO,LYV,DIS,PSKY,NFLX"
84,Diversified Support Services,Industrials,85.35,16,22,29,40,"LDOS,CTAS,CPRT"
85,Distributors,Consumer Discretionary,85.25,15,18,11,38,"GPC,POOL"
86,Internet Services & Infrastructure,Information Technology,84.32,14,12,32,19,"AKAM,VRSN,GDDY"
87,Financial Exchanges & Data,Financials,82.97,13,38,30,55,"CBOE,CME,MSCI,NDAQ,ICE,MCO,SPGI,COIN,FDS"
88,Managed Health Care,Health Care,81.53,12,27,8,0,"CNC,ELV,UNH,MOH,HUM"
89,Office REITs,Real Estate,81.04,11,3,7,14,"BXP,ARE"
90,Transaction & Payment Processing Services,Financials,78.56,10,5,6,16,"CPAY,GPN,JKHY,MA,V,XYZ,FIS,FISV,PYPL"
91,Real Estate Services,Real Estate,78.05,9,26,31,86,"CBRE,CSGP"
92,Insurance Brokers,Financials,76.84,8,8,10,11,"WTW,AON,MRSH,ERIE,BRO,AJG"
93,Publishing,Communication Services,76.78,7,21,12,44,"NWSA,NWS"
94,IT Consulting & Other Services,Information Technology,75.27,6,42,23,3,"IBM,EPAM,CTSH,ACN,IT"
