,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
2,^VIX,True,5,35,82,0,0,14,12.716804538013582,0.0,17.658234485655967,16.149999618530273,15.357140132359095,-6.647396932057152,8.171462079150494,7.523296446921994
23,BKNG,False,8,29,64,0,18,0,0.0,5265.732743602082,0.0,5107.27978515625,-6.1035806860643875,0.4629685212717045,-8.991213492367056,6.788682085843132
38,DDOG,True,1,36,66,0,0,24,118.27163691142583,0.0,156.50614400277593,136.63999938964844,-3.2500152069293033,-12.740275505974207,-8.809394868427564,-2.5392279857951774
79,PAYX,False,16,14,92,0,4,0,0.0,111.86997847261821,0.0,106.19000244140625,-6.9325119531083095,-14.05502514216683,-27.55162229604313,-24.338528503565268
96,VRSK,False,4,15,55,0,2,0,0.0,217.75020354373746,0.0,219.74000549316406,0.585919042368877,-6.215622232024116,-25.971637356826854,-20.413183943281062
105,AOS,True,40,35,71,19,0,21,68.84872990429946,0.0,70.84862870442112,71.0199966430664,4.842041456649011,3.4261147041732727,-0.43046421014834035,1.7002865913027976
155,XYZ,False,7,13,53,0,5,0,0.0,65.39260838305891,0.0,65.9000015258789,1.4782861847577533,-16.115066733896498,-18.37998108809683,-24.943053262730444
160,BR,False,17,19,65,0,3,0,0.0,224.2805969747005,0.0,208.8699951171875,-8.132479523015194,-9.62800631128216,-16.99543764587645,-10.38399645948639
174,CAT,True,15,11,81,10,0,41,616.5644160030965,0.0,572.511488292431,635.9199829101562,9.441271331851206,22.460679791151023,47.3750222782991,58.62943571206392
196,COIN,False,5,10,56,0,6,0,0.0,231.2158823400165,0.0,213.47999572753906,-11.894348725229895,-33.85797829087952,-45.49354191608718,-27.880818659960728
210,CMI,True,60,13,73,38,0,48,559.0220353424542,0.0,421.78976149434396,569.9600219726562,10.22452423588613,37.028076725656675,55.699311158026156,57.58999103220138
214,DVA,False,59,2,58,0,0,0,0.0,125.34466659684325,0.0,107.51000213623047,-6.284866638557437,-16.02093536302317,-25.941996629969683,-36.721597411160886
216,DECK,False,10,30,56,0,20,0,0.0,102.76559136646206,0.0,101.30000305175781,0.6158152013336436,-1.2092820876713701,-13.30765564862815,-53.65329200840758
237,ELV,True,47,14,51,23,0,19,356.9163628611938,0.0,339.0417443438867,376.92999267578125,9.821686188212952,9.412235451651254,31.767579814852624,-4.269477497218668
238,EME,True,30,29,91,10,0,52,660.0490896043215,0.0,673.0772434754198,706.8699951171875,13.041905518589699,1.5815301875345307,11.41534773289619,33.19579049447797
286,GDDY,False,29,28,127,0,6,0,0.0,125.31530431818801,0.0,106.0199966430664,-16.355032234267135,-19.9426092980104,-36.12098821275332,-48.829578940205344
325,JNJ,True,30,2,51,10,0,28,211.77266944988003,0.0,201.53642850879916,221.49000549316406,7.634370107425494,15.808330405328427,33.41198035818817,55.66691139141139
353,MLM,True,40,22,82,15,0,39,619.7143414816065,0.0,617.947649238138,651.7999877929688,2.0382538430992003,5.379707114209354,11.578579477510772,19.460883521988713
355,MA,False,9,30,56,0,14,0,0.0,560.5662797898286,0.0,527.3599853515625,-8.362599303937793,-7.950557760898068,-6.928757557631569,-0.7141352634033802
359,MCK,True,7,30,57,1,0,31,801.4300428782711,0.0,855.2161999324725,826.6199951171875,0.10778519243448773,4.340639741508621,16.3748204003698,39.00866732000357
382,NDSN,True,41,6,67,22,0,20,263.00812241048624,0.0,227.84158551700017,271.30999755859375,12.120837403468357,15.386517798187166,23.73484323028297,25.420101500958044
384,NTRS,True,40,33,107,29,0,50,140.8274394500999,0.0,127.70971880267649,149.64999389648438,6.747978664906593,20.694367879950757,16.50393471810512,40.37332937915316
416,PTC,False,16,7,73,0,1,0,0.0,170.30436884201282,0.0,165.77000427246094,-5.823201767529814,-19.006202298577385,-18.94283471465258,-12.323479213603024
462,TDY,True,35,38,74,22,0,31,554.9594936015754,0.0,575.1175967231167,607.530029296875,17.08036244224362,13.199431055770933,9.289610046529848,17.948669942461677
470,TSCO,True,4,96,61,2,0,36,51.540514117776816,0.0,60.32106537897582,55.560001373291016,8.770554780036557,-0.971551263961052,-5.59307417784674,-1.539834271432532
486,UNH,True,36,23,55,13,0,31,336.59278062478853,0.0,349.20379200576247,351.6400146484375,8.263555376909956,-1.7882530549734987,26.747899440672178,-31.98940496292351
503,WAT,True,15,14,51,5,0,28,380.1485896538539,0.0,385.6721344509147,390.8999938964844,2.0067332827640305,9.902159791373979,29.03118605235424,-5.30523123645727
