,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,31,17,4,0,10,0,0.0,684.9211131466406,0.0
1,QQQ,False,20,5,6,0,0,0,0.0,614.9880419731116,0.0
2,^VIX,True,31,35,82,10,0,14,16.339113611161455,0.0,17.658234485655967
3,ADBE,True,2,40,18,0,0,12,251.67560764508283,0.0,335.0465520283515
4,AMD,False,20,13,4,0,8,0,0.0,232.74630608282013,0.0
5,ABNB,True,6,27,27,4,0,19,123.93465993343978,0.0,132.72527549690162
6,ALNY,False,36,3,20,0,0,0,0.0,378.6680159209362,0.0
7,GOOGL,False,18,23,11,0,13,0,0.0,324.7892645150457,0.0
8,GOOG,False,18,21,13,0,12,0,0.0,325.3831349756196,0.0
9,AMZN,True,1,30,17,0,0,9,200.7840121906157,0.0,231.11675351880865
10,AEP,True,34,29,44,27,0,17,127.27582487691917,0.0,118.92075866198718
11,AMGN,True,39,2,7,19,0,4,370.43719894008643,0.0,320.2572494434442
12,ADI,False,2,38,12,0,33,0,0.0,339.0428608737648,0.0
13,AAPL,False,14,8,30,0,5,0,0.0,263.16344649775573,0.0
14,AMAT,True,13,7,21,7,0,15,339.13364490416865,0.0,305.89440163608197
15,APP,True,1,41,23,0,0,13,364.1284417857091,0.0,672.4008230942401
16,ARM,True,18,3,8,12,0,3,120.76192594304771,0.0,105.29530282841792
17,ASML,False,3,39,10,0,26,0,0.0,1434.067890715915,0.0
18,TEAM,False,24,3,15,0,1,0,0.0,121.49172430730873,0.0
19,ADSK,True,4,38,23,2,0,11,228.89957277499337,0.0,291.31478340050256
20,ADP,False,26,12,10,0,2,0,0.0,254.8438340725346,0.0
21,AXON,True,6,19,32,4,0,15,460.4233477500851,0.0,589.2677020008532
22,BKR,False,1,40,18,0,33,0,0.0,62.07010829396983,0.0
23,BKNG,False,34,29,64,0,18,0,0.0,5265.73274360208,0.0
24,AVGO,False,55,13,14,0,8,0,0.0,362.39303263723195,0.0
25,CDNS,False,24,13,15,0,4,0,0.0,304.69835561029595,0.0
26,CHTR,True,23,12,22,12,0,8,222.24213821111496,0.0,202.082093268091
27,CTAS,True,18,7,31,7,0,12,193.8806179401615,0.0,189.76416096467162
28,CSCO,False,14,13,25,0,11,0,0.0,81.11739061048706,0.0
29,CCEP,True,31,25,23,28,0,12,104.41063370810627,0.0,89.31770291366298
30,CTSH,False,21,65,78,0,43,0,0.0,81.49819213997141,0.0
31,CMCSA,True,54,65,17,28,0,9,30.478523783002125,0.0,30.305370029872094
