,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
64,MCHP,True,53,19,10,24,0,0,73.969098027243,0.0,60.31350405098355,79.11000061035156,0.21535110677440727,2.927400445137348,5.903619601437145,49.25869467271814,22.600407394778024,46.353769110905354
75,ODFL,True,54,55,14,35,0,3,178.89147169605812,0.0,144.654925360468,193.80999755859375,0.2534606951225865,-0.34963644164954966,10.338744260254055,46.79444795591428,29.30863449448662,-5.396508032766995
76,PCAR,True,59,4,19,41,0,5,122.47608830564334,0.0,93.8010414331297,125.16999816894531,-1.067023798561788,-1.2387622346311409,3.407966978595436,32.95500507507258,29.62086981803932,21.159447774684224
94,TXN,True,56,59,10,34,0,6,215.0167166046698,0.0,191.50359611693307,223.32000732421875,-1.050110811976618,1.0863702585395034,17.32836212636783,41.076808709660256,16.700447640765955,25.86567860396124
105,AOS,True,56,35,71,29,0,21,75.87401590316934,0.0,70.50004911644847,78.95999908447266,-0.6417542826180372,-1.8764783314579832,9.479033799418154,22.567830720840526,10.576593301840285,21.67713949568411
128,AME,True,83,17,39,58,0,18,224.06880739654923,0.0,184.30785738563202,234.30999755859375,0.42000416570889154,0.5147771202866618,8.652911750633525,21.366961624359416,28.714724497963424,28.52094212902613
144,AVY,True,52,10,19,23,0,7,186.25968931502658,0.0,169.80120212717267,195.41000366210938,0.5247205492379122,2.4859734298440217,3.583360712608524,13.63276598538773,14.70500010255601,9.8988036704705
148,BDX,True,67,10,19,30,0,5,165.52669606508658,0.0,144.8308265996478,182.67999267578125,2.987928541590823,6.407269611651004,12.195910980360845,21.02865678497949,20.46335884652521,5.603242090440555
159,BMY,True,75,2,19,46,0,5,57.59214447395571,0.0,42.41863268771836,59.72999954223633,-1.0273387697774834,-1.8567220781838683,8.089036113780148,29.55170228625455,27.135326924112167,16.41440595338059
172,CARR,True,55,9,12,23,0,2,61.675439893433385,0.0,54.14025668411091,64.33000183105469,-3.1612200278094473,-2.2637463851077744,14.977660328587586,19.41949730820195,-2.459964782288513,0.19299825800119302
207,CTVA,True,69,42,12,39,0,5,72.16448286506721,0.0,71.65602105687451,76.58999633789062,1.3765628644916583,3.193202746170809,9.97989231641961,16.355870232912164,6.490036214108237,20.975280564433792
226,DOV,True,83,33,7,46,0,4,221.07508498417053,0.0,175.1113882818972,232.0800018310547,-0.5016069320237139,1.1329990203601905,12.32757424396766,27.091519611345287,31.751810401237822,15.990842504111455
227,DOW,True,57,11,12,27,0,4,30.180469997522746,0.0,21.791598525648784,31.579999923706055,0.5092293030668309,-6.011900720682631,14.54479605828448,39.769485656862805,39.89794058622566,-12.229862027609745
231,DD,True,77,12,6,45,0,2,46.98438494203673,0.0,32.05679742190827,51.349998474121094,0.9435807987317838,3.8842770728129463,19.808674155079277,29.971603609170653,69.43154546393976,50.60307377597118
258,FFIV,True,57,28,28,24,0,13,255.41221748489068,0.0,323.726106332612,277.69000244140625,2.6276946640477803,-1.6608833346230014,3.5306842061009447,18.670941214276176,-12.19566373655725,-10.474560255836838
262,FDX,True,78,11,34,56,0,14,355.60956866135314,0.0,233.76826919143417,383.0799865722656,2.0730080022247828,4.111964631956941,24.303976791667466,43.90923402581037,70.169937920633,46.44809756824874
264,FITB,True,57,6,3,35,0,0,51.69477060258108,0.0,41.48689604690446,53.66999816894531,1.1496358459601417,-1.5229391395498852,9.174121919307979,27.144711675103505,27.67505869093133,26.25526427490082
272,BEN,True,51,34,9,29,0,1,25.972676896501213,0.0,22.022037182631987,27.90999984741211,1.5278285914545924,-0.8877840957196413,7.346153259277344,27.618236451797962,14.468284401573392,44.04742884565691
273,FCX,True,56,7,3,38,0,1,59.056905880373975,0.0,39.0378990691253,62.54999923706055,2.389915011992037,-1.1223507798149563,6.5406237650640255,56.14008274599068,50.732380665308554,60.67947070291543
277,GEV,True,51,31,29,26,0,6,747.5306665193733,0.0,590.8173922094232,817.5499877929688,-0.1953288864562087,3.383959143283389,19.954515800139973,41.472899411283834,30.954682637681074,122.93140960055055
290,HAS,True,80,32,18,39,0,10,94.47630718352742,0.0,78.128910824608,101.16999816894531,-1.0368826696476754,-2.7211556067833533,17.36659135810839,31.39878668298216,26.3780830294096,72.98191468760557
300,HST,True,70,5,6,30,0,3,19.055723666613925,0.0,15.859986640541196,20.260000228881836,1.249375298053008,1.6557948753284986,8.983324704607206,17.426165309933463,31.82978688019913,30.96051374822939
308,IEX,True,59,4,19,42,0,4,199.09638685179547,0.0,162.25738528715618,208.97999572753906,-0.1099426313019085,-2.6097520997901187,6.118927283766532,27.51078664613069,28.61416088864331,8.725741112520403
321,JBHT,True,59,5,29,35,0,17,217.58927635234505,0.0,163.52312180151512,223.4499969482422,-0.026843344847344176,-2.444883662477056,9.549512253198786,37.52060364742783,57.50887411417507,32.90429913629561
350,MTB,True,59,4,5,44,0,3,227.6332593855021,0.0,180.83091440466265,231.75,1.4844978895549927,-1.8881531633288564,9.171849129764544,24.942244527821714,23.429250177102816,20.096767138140514
361,MRK,True,67,6,24,39,0,11,114.92374606275237,0.0,84.60844993712249,121.66000366210938,0.07403468578686533,3.8497670315729287,11.789030244593492,32.048900976780715,47.12879072154762,52.0704942775993
382,NDSN,True,57,6,67,35,0,20,287.7323099037308,0.0,227.8415855163757,299.2900085449219,0.7948054852503679,1.1798583150705877,10.065458136813959,30.425970516050572,40.79249564937509,40.31720523222736
384,NTRS,True,56,33,107,30,0,50,142.86573474804612,0.0,127.7097186398376,147.52000427246094,0.19697653558216435,-0.9534028103054093,1.3395595590643092,16.501526240969294,17.53946068022798,36.838844633327724
388,NUE,True,78,34,11,40,0,5,181.839164559229,0.0,141.78022089579053,184.5399932861328,0.4900859831603259,-3.880416685178184,5.8202843809900635,25.300590551181102,28.531400142666087,36.13107875715858
392,ON,True,55,17,13,27,0,4,66.29577867525502,0.0,48.35203412725048,70.66000366210938,-1.8065528611767185,4.867923037092469,17.122495470797997,50.59677412535948,39.83773079183243,36.33031288023691
398,PH,True,80,26,25,44,0,13,960.2243324709456,0.0,743.4756096100542,997.5,-1.2307776544835878,0.598040746692562,5.834035956156336,20.1224933320162,36.362396177556874,43.766468160990954
408,PPG,True,59,17,6,42,0,4,123.90504816313677,0.0,99.43767550742174,128.25,-0.7199200561308018,-0.6891740698891298,16.358191416813575,32.17561745179005,16.43063639965931,11.795381669197749
426,RF,True,57,6,6,33,0,4,29.631967623966183,0.0,24.156094333643587,30.059999465942383,0.9402242204193003,-2.4659319805556885,8.246305259020962,21.699900856890213,19.396881275684187,28.970647083325492
445,SW,True,56,20,15,36,0,3,44.93145972888161,0.0,39.98781605117564,51.84000015258789,2.007084738073216,14.313602066495731,22.450186830640675,52.518143139983465,21.85106664947484,-0.6301313568865112
446,SNA,True,57,7,21,32,0,14,362.8615952883329,0.0,331.91420260764374,384.3599853515625,0.6995160714397078,1.841493765935086,6.364844180969179,17.34422298062168,20.60440149719544,16.499010267320322
450,SWK,True,57,43,30,30,0,17,84.96342740641104,0.0,74.07660418205457,89.83000183105469,-1.177117356284745,-2.1033132740237166,6.16948491082328,38.438281597589,23.305073341407617,7.947671838728487
452,STLD,True,130,21,29,52,0,18,189.64782253167087,0.0,129.7126628527134,192.74000549316406,0.4272651792633436,-4.1666616087279795,11.038140027650071,24.38397411999046,54.08115511625029,43.955194470549
463,TDY,True,51,38,74,37,0,31,623.6121481293546,0.0,575.1175967231167,662.6599731445312,2.049741750830674,0.41520037358044837,13.913911592819145,32.20676308677902,23.494649542381378,35.31128545908754
494,VTRS,True,67,3,13,48,0,7,14.772824605709888,0.0,10.058544416481233,16.049999237060547,1.9695010829111377,0.6269556676566345,24.805596155105416,51.45770550851538,54.47408355600069,56.16167817134611
500,GWW,True,59,44,20,40,0,7,1111.1225917935317,0.0,980.81647810332,1134.0400390625,0.16075218654240053,-4.544497100492358,6.312607763886271,22.670241732204293,16.43432372933507,11.32182910848169
501,WAB,True,57,6,40,39,0,20,244.89335172097057,0.0,201.18137865924868,259.3299865722656,-0.1386329337887604,5.353750488011439,13.085498890467335,27.326560643671726,36.95635829348918,38.66733571170686
