ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AIG,2026-03-18,74.3195,81.1414,81.1414,75.09,-11.71,0.94,-1.89,-6.1,-12.36,-1.37,-8.28
AIG,2026-03-19,73.6959,81.1414,81.1414,75.09,-11.71,0.94,-1.89,-6.1,-12.36,-1.37,-8.28
ALL,2026-03-12,203.3629,215.6588,215.6588,207.76,0.32,1.04,-0.02,1.18,1.89,1.82,0.79
ANET,2026-02-23,126.6259,151.8,151.8,135.88,3.7,3.55,0.39,2.33,9.04,-9.18,63.77
APD,2026-02-13,275.1161,296.46,296.46,278.66,13.63,-0.84,-3.63,-0.9,15.16,-2.62,-2.33
AZO,2026-03-03,3596.6164,3887.03,3887.03,3353.24,-1.13,2.14,-3.89,-10.54,-2.14,-19.01,-6.16
BBY,2026-02-20,63.0471,73.42,73.42,64.01,-4.36,1.93,1.78,-0.73,-10.8,-10.21,-8.2
BBY,2026-02-23,61.7421,73.42,73.42,64.01,-4.36,1.93,1.78,-0.73,-10.8,-10.21,-8.2
CAH,2026-03-06,216.2219,233.6,233.6,206.4,0.69,-0.69,-5.14,-8.04,3.92,38.76,57.04
CAH,2026-03-20,207.3231,233.6,233.6,206.4,0.69,-0.69,-5.14,-8.04,3.92,38.76,57.04
CARR,2026-03-06,58.1248,68.33,68.33,58.3,10.81,0.4,4.39,-9.11,10.06,-2.67,-10.98
CARR,2026-03-09,57.077,68.33,68.33,58.3,10.81,0.4,4.39,-9.11,10.06,-2.67,-10.98
CFG,2026-02-12,64.7563,68.79,68.79,57.98,-0.04,1.68,2.87,-11.2,-0.04,10.02,46.62
CFG,2026-02-27,60.103,68.79,68.79,57.98,-0.04,1.68,2.87,-11.2,-0.04,10.02,46.62
CI,2026-03-03,274.7225,296.1684,296.1684,261.49,-4.47,-0.51,-2.56,-6.2,-4.04,-8.94,-16.92
COST,2026-03-06,970.2565,1028.4399,1028.4399,965.73,12.14,-0.68,-3.59,-1.98,12.76,1.81,8.45
CTAS,2026-03-19,180.9067,209.08,209.08,181.21,-3.43,1.04,-5.98,-9.4,-4.35,-9.03,-6.01
CTVA,2026-03-05,76.4073,80.905,80.905,77.76,16.27,0.56,-1.62,2.13,16.39,10.28,27.0
CTVA,2026-03-06,75.8463,80.905,80.905,77.76,16.27,0.56,-1.62,2.13,16.39,10.28,27.0
DAL,2026-03-02,62.5795,76.183,76.183,65.13,-5.9,2.66,7.05,-5.95,-6.9,9.62,40.43
DAL,2026-03-05,60.368,76.183,76.183,65.13,-5.9,2.66,7.05,-5.95,-6.9,9.62,40.43
DAL,2026-03-06,58.8245,76.183,76.183,65.13,-5.9,2.66,7.05,-5.95,-6.9,9.62,40.43
DAL,2026-03-09,57.4467,76.183,76.183,65.13,-5.9,2.66,7.05,-5.95,-6.9,9.62,40.43
DVA,2026-03-13,146.8105,159.42,159.42,152.21,33.98,1.94,2.69,0.98,31.05,16.94,2.15
EIX,2026-03-20,69.0894,75.5,75.5,70.67,19.48,1.32,-3.15,-4.16,19.18,30.86,27.48
EQIX,2026-03-09,920.4643,987.5178,987.5178,966.96,26.9,0.81,-1.78,4.75,30.66,23.62,16.16
EQT,2026-03-17,61.7856,65.34,65.34,65.23,22.04,0.87,1.43,7.82,21.68,33.38,22.84
FAST,2026-03-20,43.6922,48.45,48.45,44.45,11.38,1.58,-2.69,-3.83,5.56,-5.57,20.21
FCX,2026-03-03,63.0087,69.75,69.75,54.94,8.44,5.47,-5.16,-14.61,14.94,23.0,36.87
FCX,2026-03-06,58.87,69.75,69.75,54.94,8.44,5.47,-5.16,-14.61,14.94,23.0,36.87
FCX,2026-03-09,57.0805,69.75,69.75,54.94,8.44,5.47,-5.16,-14.61,14.94,23.0,36.87
FCX,2026-03-19,51.513,69.75,69.75,54.94,8.44,5.47,-5.16,-14.61,14.94,23.0,36.87
FIX,2026-03-05,1309.3098,1499.2212,1499.2212,1408.25,50.97,3.8,-0.41,-3.64,53.39,76.74,295.81
FIX,2026-03-09,1238.2171,1499.2212,1499.2212,1408.25,50.97,3.8,-0.41,-3.64,53.39,76.74,295.81
FRT,2026-03-09,105.6098,110.89,110.89,103.76,4.1,0.59,-2.44,-3.43,3.23,6.52,11.57
FRT,2026-03-20,102.8667,110.89,110.89,103.76,4.1,0.59,-2.44,-3.43,3.23,6.52,11.57
FTV,2026-03-06,55.9914,62.3518,62.3518,55.39,0.44,0.31,3.03,-4.85,1.43,14.15,-1.1
FTV,2026-03-12,54.2549,62.3518,62.3518,55.39,0.44,0.31,3.03,-4.85,1.43,14.15,-1.1
GD,2026-01-28,345.059,369.7,369.7,347.37,3.6,0.46,-1.97,-1.15,3.39,8.1,33.26
GD,2026-03-19,345.4354,369.7,369.7,347.37,3.6,0.46,-1.97,-1.15,3.39,8.1,33.26
GL,2026-03-06,139.7963,152.71,152.71,137.38,-1.58,0.42,-1.75,-4.85,-0.64,-5.17,7.7
GL,2026-03-09,138.455,152.71,152.71,137.38,-1.58,0.42,-1.75,-4.85,-0.64,-5.17,7.7
GM,2026-02-23,78.3623,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GM,2026-02-27,78.0848,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GM,2026-03-02,77.1986,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GM,2026-03-03,75.7088,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GM,2026-03-06,73.8613,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GM,2026-03-09,72.964,87.413,87.413,75.72,-6.67,4.0,3.8,-6.88,-6.49,28.94,54.71
GWW,2026-03-09,1091.9016,1218.63,1218.63,1054.47,4.7,1.2,-0.56,-6.44,3.62,7.23,9.26
GWW,2026-03-13,1066.0748,1218.63,1218.63,1054.47,4.7,1.2,-0.56,-6.44,3.62,7.23,9.26
GWW,2026-03-16,1057.5266,1218.63,1218.63,1054.47,4.7,1.2,-0.56,-6.44,3.62,7.23,9.26
HAS,2026-03-06,93.0357,106.2475,106.2475,92.99,14.18,2.06,0.15,-8.35,14.14,27.45,59.52
HAS,2026-03-09,91.7231,106.2475,106.2475,92.99,14.18,2.06,0.15,-8.35,14.14,27.45,59.52
HLT,2026-03-06,292.0818,333.7024,333.7024,300.67,4.72,2.77,1.58,-4.79,4.57,12.05,29.93
HSIC,2026-03-19,72.1683,89.29,89.29,74.46,-1.48,3.0,-0.2,-6.42,-3.32,9.73,5.69
HST,2026-03-09,18.5536,21.0,21.0,19.14,7.95,2.9,2.3,-6.18,5.71,13.32,35.55
IBKR,2026-02-05,68.9865,78.7155,78.7155,67.84,5.6,3.62,-0.64,-8.72,7.9,4.56,55.1
IBKR,2026-03-09,63.8104,79.095,79.095,67.84,5.6,3.62,-0.64,-8.72,7.9,4.56,55.1
JBL,2026-03-09,235.6857,281.37,281.37,266.26,16.81,4.98,3.2,-1.78,22.72,18.77,85.41
JBL,2026-03-18,239.311,281.37,281.37,266.26,16.81,4.98,3.2,-1.78,22.72,18.77,85.41
JNJ,2026-03-05,238.9669,251.71,251.71,235.42,14.36,0.02,-3.2,-2.4,13.62,35.18,48.44
LH,2026-02-17,267.5272,291.289,291.289,264.42,5.66,0.54,-0.91,-6.22,5.18,-4.14,13.35
LH,2026-03-09,265.0903,291.289,291.289,264.42,5.66,0.54,-0.91,-6.22,5.18,-4.14,13.35
LMT,2026-03-23,615.2375,692.0,692.0,616.25,28.08,-1.78,-4.49,-5.89,31.77,31.98,35.64
MAR,2026-03-06,319.3706,369.2865,369.2865,326.52,5.45,2.11,1.45,-5.97,6.63,22.12,34.62
MAR,2026-03-09,312.748,369.2865,369.2865,326.52,5.45,2.11,1.45,-5.97,6.63,22.12,34.62
MCK,2026-03-05,922.2787,999.0,999.0,877.01,7.0,-1.0,-7.02,-7.36,8.29,25.81,32.13
MCK,2026-03-06,916.5256,999.0,999.0,877.01,7.0,-1.0,-7.02,-7.36,8.29,25.81,32.13
MCK,2026-03-20,884.7301,999.0,999.0,877.01,7.0,-1.0,-7.02,-7.36,8.29,25.81,32.13
MET,2026-02-05,75.1475,83.2534,83.2534,69.18,-11.74,0.9,0.03,-12.54,-14.73,-11.35,-13.88
MET,2026-02-27,71.7939,83.2534,83.2534,69.18,-11.74,0.9,0.03,-12.54,-14.73,-11.35,-13.88
MRVL,2026-02-03,75.2423,102.6961,102.6961,90.16,6.17,2.56,-1.55,13.44,6.81,21.58,28.33
MRVL,2026-02-04,73.3143,102.6961,102.6961,90.16,6.17,2.56,-1.55,13.44,6.81,21.58,28.33
MRVL,2026-02-05,71.6356,102.6961,102.6961,90.16,6.17,2.56,-1.55,13.44,6.81,21.58,28.33
NCLH,2026-03-02,21.7109,25.1,25.1,20.12,-9.86,6.17,1.41,-17.24,-6.98,-20.25,0.15
NTRS,2026-02-12,142.0693,156.7214,156.7214,137.14,0.97,1.03,0.48,-4.73,-0.3,5.51,42.2
NTRS,2026-02-23,137.9956,156.7214,156.7214,137.14,0.97,1.03,0.48,-4.73,-0.3,5.51,42.2
