,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
24,BKNG,False,2,29,64,0,18,0,0.0,5265.732743602081,0.0
80,PAYX,False,10,14,92,0,4,0,0.0,111.86997847261821,0.0
105,AOS,True,34,35,71,14,0,21,67.27575480397594,0.0,70.84862870442126
155,XYZ,False,1,13,53,0,5,0,0.0,65.39260838305891,0.0
160,BR,False,11,19,65,0,3,0,0.0,224.28059697470053,0.0
174,CAT,True,9,11,81,6,0,41,601.9062827758461,0.0,573.8509960401431
210,CMI,True,54,13,73,32,0,48,543.988851806603,0.0,421.7897614905751
214,DVA,False,53,2,58,0,0,0,0.0,125.34466659684325,0.0
216,DECK,False,4,30,56,0,20,0,0.0,102.76559136646206,0.0
237,ELV,True,41,14,51,22,0,19,355.9177034080895,0.0,339.04174434388693
238,EME,True,24,29,91,4,0,52,618.5923721052008,0.0,673.0772387396901
286,GDDY,False,23,28,127,0,6,0,0.0,125.31530431818801,0.0
325,JNJ,True,24,2,51,5,0,28,205.79850647707437,0.0,201.53642850878288
328,KVUE,False,9,38,52,0,19,0,0.0,16.953713241980296,0.0
331,KMB,False,28,6,65,0,3,0,0.0,102.9811353336309,0.0
352,MLM,True,34,22,82,15,0,39,619.7143414816029,0.0,617.9476492076315
354,MA,False,3,30,56,0,14,0,0.0,560.5662797906007,0.0
358,MCK,True,1,30,57,0,0,31,795.8409276331588,0.0,855.2161999325684
381,NDSN,True,35,6,67,16,0,20,255.59550944158718,0.0,227.84158551700017
383,NTRS,True,34,33,107,27,0,50,140.18562807300057,0.0,127.70971880267297
385,NCLH,True,25,49,66,15,0,29,22.337719241756155,0.0,24.626499088602145
415,PTC,False,10,7,73,0,1,0,0.0,170.30436884201288,0.0
426,RSG,False,27,13,78,0,6,0,0.0,211.5651060615389,0.0
437,SRE,True,3,26,59,1,0,27,87.14627168214876,0.0,89.99181141705195
461,TDY,True,29,38,74,17,0,31,533.6471321927255,0.0,575.1175967231167
485,UNH,True,30,23,55,11,0,31,329.59498941769954,0.0,349.20379193098125
503,WAT,True,9,14,51,5,0,28,380.1485896538539,0.0,385.6721344509147
507,WST,True,35,7,80,6,0,28,265.90245988300074,0.0,265.5441931300499
