,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
16,ARM,True,56,8,18,34,0,12,315.767869840619,0.0,120.76192594304771,393.44000244140625,-4.465431059045139,17.350199938522465,88.3930326281197,226.181390716769,188.27668138768675,205.51328325113874
91,TMUS,False,55,32,108,0,14,0,0.0,212.05864048832422,0.0,177.02000427246094,-2.4414399285136863,-5.835409613159361,-8.40384794094293,-19.297864234032918,-14.89255547192401,-26.04734960329724
161,BRO,False,106,13,40,0,5,0,0.0,78.27653361025139,0.0,57.380001068115234,4.062389741134669,0.950036794647612,0.06644564685549037,-21.296208412520297,-27.754920018923613,-48.58539116101309
179,COR,False,84,14,29,0,8,0,0.0,342.65809203774285,0.0,270.32000732421875,2.533755236165111,0.9749415234577029,-11.427722344980321,-24.58733879603611,-22.603459383191797,-6.581785177399613
202,CAG,False,73,18,23,0,13,0,0.0,18.106055280094868,0.0,12.680000305175781,0.7949155967901353,-5.231687617921864,-9.42856924874442,-30.146480756892547,-23.01847587519955,-39.25273791018852
220,DELL,True,68,10,2,44,0,0,311.8990041233237,0.0,112.03103939188084,422.04998779296875,0.23036032384233335,33.11780603775459,95.10446260313013,188.94065174397736,212.76795122987676,282.9020295997544
272,FOXA,True,63,33,56,21,0,34,62.86727611453906,0.0,71.75919345533713,65.54000091552734,1.960177598255162,-0.4405300128528001,5.318980230820143,11.671498464988924,-0.5864162241706294,19.71224330917129
283,GIS,False,76,22,8,0,15,0,0.0,45.28119025623574,0.0,32.20000076293945,0.09326265372033204,-4.9867177844363955,-6.801732347363801,-24.848524723623004,-27.705916047075142,-37.347004259509184
297,HPE,True,51,25,8,36,0,5,35.80966580183282,0.0,21.886274671824935,53.689998626708984,-2.6473306596099033,40.51295449658075,78.72835216512001,151.6823470663682,147.99810122885347,211.18285209048074
313,PODD,False,92,11,20,0,0,0,0.0,277.5896685808415,0.0,146.41000366210938,2.1702725360224013,2.635828900457924,-12.606694485213282,-39.23383324538873,-52.61812179219761,-54.70547949344067
323,JBL,True,52,11,43,27,0,18,354.60521628719255,0.0,251.52704164752177,373.82000732421875,-1.3771636510725958,2.7966488652353294,10.865329675755131,48.25122723894671,76.38385517594166,116.3754992032091
324,JKHY,False,51,12,28,0,3,0,0.0,160.15794762002923,0.0,130.72999572753906,-1.802756003341277,-3.5988728268870664,-12.068024645730201,-21.390235622270342,-23.676780890049045,-26.357730618571196
356,MKC,False,65,18,10,0,6,0,0.0,66.02646443695534,0.0,46.619998931884766,0.7128926546353309,-0.44843666657869163,-3.856470781300164,-27.93694688569567,-27.62013775514011,-34.586136845094785
358,MCK,False,63,34,30,0,14,0,0.0,921.2600708715429,0.0,756.9500122070312,2.355547742492444,0.10660553980728507,-5.396066427278503,-18.635640026150764,-8.591441291308048,6.315874296995787
370,MSI,False,63,53,59,0,46,0,0.0,437.6594281019744,0.0,410.7200012207031,0.5705297604475942,-0.19925336715573344,-6.228310223583762,-11.84921571287198,9.433213122026835,-1.6582476039630816
425,RMD,False,78,23,14,0,7,0,0.0,251.5886126219215,0.0,194.32000732421875,4.215381490580525,-4.473498636632961,-6.245023275756463,-23.66526440441737,-22.12505469151539,-20.573831260314602
467,TSCO,False,88,6,96,0,4,0,0.0,51.38275002019408,0.0,29.3700008392334,0.7892980590338159,-6.375517840275821,-9.39884236887098,-41.38099572453862,-44.117041843866204,-38.8732610742635
484,UHS,False,69,14,43,0,8,0,0.0,213.72372852347192,0.0,142.72000122070312,-2.2331789301600455,-4.9293859160518565,-13.712208895228576,-27.538588365282195,-40.14637402441794,-24.191692215594777
