Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,211.69,99,98,95,94,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
2,Semiconductor Materials & Equipment,Information Technology,205.53,99,96,98,95,"TER,LRCX,AMAT,KLAC,Q"
3,Semiconductors,Information Technology,197.28,98,95,84,78,"MU,INTC,MRVL,AMD,ARM,ON,MPWR,TXN,ADI,MCHP,NXPI,QCOM,FSLR,NVDA,AVGO,SWKS"
4,Electronic Components,Information Technology,188.83,97,99,99,97,"COHR,GLW,APH"
5,Communications Equipment,Information Technology,185.43,96,99,99,98,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
6,Steel,Materials,152.68,95,93,68,90,"STLD,NUE"
7,Wireless Telecommunication Services,Communication Services,139.94,94,97,97,98,"SATS,TMUS"
8,Cargo Ground Transportation,Industrials,134.5,93,87,82,74,"JBHT,ODFL"
9,Construction & Engineering,Industrials,132.69,92,94,96,89,"FIX,PWR,EME,J"
10,Managed Health Care,Health Care,129.67,91,86,6,19,"HUM,CNC,UNH,ELV"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,123.91,90,89,89,88,"CAT,CMI,WAB,PCAR"
12,Electronic Manufacturing Services,Information Technology,121.54,89,82,80,85,"JBL,TEL"
13,Electrical Components & Equipment,Industrials,118.03,88,88,88,60,"VRT,GNRC,ROK,ETN,AME,EMR"
14,Oil & Gas Equipment & Services,Energy,116.69,87,92,93,58,"HAL,SLB,BKR"
15,Air Freight & Logistics,Industrials,114.85,86,75,86,84,"FDX,CHRW,EXPD,UPS"
16,Passenger Airlines,Industrials,114.32,85,49,63,86,"DAL,UAL,LUV"
17,Oil & Gas Refining & Marketing,Energy,112.82,84,90,94,56,"VLO,MPC,PSX"
18,Agricultural Products & Services,Consumer Staples,111.05,83,84,91,67,"ADM,BG"
19,Apparel Retail,Consumer Discretionary,110.39,82,69,87,83,"ROST,TJX"
20,Interactive Media & Services,Communication Services,107.77,81,91,81,92,"GOOGL,GOOG,META"
21,Investment Banking & Brokerage,Financials,107.27,80,66,52,91,"IBKR,MS,GS,HOOD,RJF,SCHW"
22,Systems Software,Information Technology,105.97,79,65,13,26,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
23,Trading Companies & Distributors,Industrials,105.11,78,55,43,42,"URI,FAST"
24,Food Retail,Consumer Staples,104.92,77,80,83,52,"CASY,KR"
25,Health Care Services,Health Care,104.49,76,68,48,33,"DVA,CVS,DGX,CI,LH"
26,Automobile Manufacturers,Consumer Discretionary,104.11,75,67,62,93,"GM,F,TSLA"
27,Hotel & Resort REITs,Real Estate,103.88,74,62,54,44,"HST,VICI"
28,Rail Transportation,Industrials,103.57,73,74,57,59,"CSX,UNP,NSC"
29,Regional Banks,Financials,103.45,72,53,51,72,"CFG,KEY,FITB,MTB,RF,HBAN"
30,Specialty Chemicals,Materials,103.41,71,73,79,63,"ALB,DD,PPG,IFF,LYB,ECL,SHW"
31,Life & Health Insurance,Financials,102.53,70,57,34,54,"PFG,GL,MET,AFL,PRU"
32,Broadline Retail,Consumer Discretionary,102.33,69,85,56,57,"EBAY,AMZN"
33,Diversified Banks,Financials,101.98,68,51,47,76,"C,USB,PNC,BAC,TFC,JPM,WFC"
34,Oil & Gas Storage & Transportation,Energy,101.52,67,81,85,29,"TRGP,WMB,OKE,KMI"
35,Asset Management & Custody Banks,Financials,101.22,66,60,29,62,"STT,BEN,IVZ,NTRS,BNY,TROW,APO,BLK,ARES,AMP,BX,KKR"
36,Retail REITs,Real Estate,100.88,66,59,64,36,"FRT,SPG,KIM,REG,O"
37,Data Center REITs,Real Estate,100.29,65,76,74,9,"EQIX,DLR"
38,Health Care REITs,Real Estate,100.28,64,72,72,61,"DOC,WELL,VTR"
39,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,99.02,63,56,55,55,"MNST,KO,KDP,PEP"
40,Electronic Equipment & Instruments,Information Technology,98.23,62,70,59,24,"KEYS,TDY,ZBRA,ROP"
41,Pharmaceuticals,Health Care,97.7,61,61,71,69,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
42,Health Care Supplies,Health Care,97.55,60,40,41,48,"WST,ALGN,COO"
43,Tobacco,Consumer Staples,96.53,59,71,58,39,"MO,PM"
44,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,96.08,58,37,45,70,"MAR,HLT,CCL,RCL,ABNB,EXPE,NCLH,BKNG"
45,Casinos & Gaming,Consumer Discretionary,96.06,57,36,46,81,"MGM,WYNN,LVS"
46,Integrated Oil & Gas,Energy,95.69,56,79,92,43,"XOM,CVX"
47,Self-Storage REITs,Real Estate,94.89,55,43,40,15,"PSA,EXR"
48,Consumer Staples Merchandise Retail,Consumer Staples,94.28,54,48,66,77,"TGT,WMT,DLTR,COST,DG"
