,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
24,CDNS,True,46,51,13,26,0,4,366.69440194594335,0.0,304.69835561029595,389.6000061035156,0.4512053557975018,1.1606473564850546,12.604415474447404,34.51180306574997,22.350285797418017,29.516973925584626
35,CSX,False,1,54,18,0,32,0,0.0,45.72858403603686,0.0,45.56999969482422,-2.8358247074273697,-1.8099550858643891,-1.0612686391630308,15.312041519625556,23.34650719805981,41.93394848846115
106,ABT,True,22,51,8,7,0,4,86.7819075396489,0.0,111.84556007887711,88.5,-2.3394423773199375,-0.7513717424058989,0.671136745891097,-17.913891571262923,-30.329006877083398,-32.611070961325304
136,ARES,True,46,58,36,25,0,18,126.12802568653791,0.0,160.94829630001405,128.35000610351562,-4.911831259356578,1.0388815886398877,4.804359309218267,22.339332240190146,-23.406734015073262,-20.31986310797156
143,AVB,False,1,51,50,0,29,0,0.0,181.82698786965526,0.0,179.6300048828125,-2.760781119839689,-3.730098929030724,-3.033735555836707,9.343888296812091,3.136100962751097,-9.933058598361995
161,BRO,True,7,108,13,4,0,5,57.1493852425274,0.0,78.27653361025126,59.040000915527344,-1.1055273684717002,-1.8943160250372946,0.5963576367491655,-11.727668962118766,-27.91308199529667,-44.396822844342395
167,CPT,False,1,52,18,0,28,0,0.0,111.1028184231709,0.0,109.3499984741211,-2.6788911711283507,-5.168675059111102,4.531113503597943,10.162111218152251,6.6984596950001345,-2.0129002547522408
168,CPB,True,14,70,12,7,0,8,21.072633482800992,0.0,27.1447906565528,21.110000610351562,-3.0316942284525243,-7.736007934170461,3.7856462732902365,1.9183755707960184,-22.857167351976003,-30.71811166897894
179,COR,True,7,86,14,3,0,8,271.32491449112865,0.0,342.65809203802894,277.0899963378906,-1.5526168016263031,-1.475605902640632,5.812044718560496,-14.592475806397754,-20.58585011161224,-4.553191471468718
202,CAG,True,5,77,18,3,0,13,13.078410694978476,0.0,18.10605528290458,13.15999984741211,-2.9498566358886342,-1.3493276095717444,-4.568528761302925,-13.291493187990353,-23.310875923458816,-33.80082054925047
225,DLTR,True,19,57,11,12,0,5,104.68526256761538,0.0,123.94431390942461,106.41000366210938,-3.9100544384937064,-3.5442313665074145,16.639263122445215,-1.0047392530688457,-18.876263514881945,7.484852183948863
240,ELV,False,1,51,47,0,36,0,0.0,392.1644604618462,0.0,391.2699890136719,-1.6415281497432703,-3.2850525571295615,-0.3065264052347348,33.19614928906876,9.597085146575688,6.097571168245176
248,EQR,False,1,52,17,0,31,0,0.0,65.58615264950635,0.0,64.62999725341797,-2.665669023774181,-4.407636932453059,-1.2226853859490643,9.294439063989666,8.24843981728886,-2.2743704008602346
250,ESS,False,1,51,17,0,36,0,0.0,275.8288488051598,0.0,274.3999938964844,-2.1956101068267526,-3.5975338058497166,0.7934189463677983,12.428443854042593,8.042884602132286,0.09204888642999709
263,FRT,False,1,53,14,0,35,0,0.0,121.87905221310282,0.0,120.4800033569336,-2.350457092755396,-2.5400415142243276,4.829029006369778,15.372436914696877,22.045621710203193,31.7487908921243
272,FOXA,False,3,69,33,0,26,0,0.0,65.06315869196014,0.0,51.31999969482422,-1.948797200592364,-24.529412213493796,-22.08896682111161,-10.980054923698777,-27.598287962620628,-6.346054913284737
283,GIS,True,4,81,22,2,0,15,32.94721216586785,0.0,45.28119025731996,33.36000061035156,-3.023258341267682,-1.360139233067628,-0.2690587459944254,-9.755046989658869,-26.899988230605242,-34.14412104357308
303,HPQ,True,59,65,12,18,0,7,22.71224102137983,0.0,23.351980663990343,23.18000030517578,-4.5697841437379125,-6.115837165734069,12.152124583489869,28.771816541477985,-2.6423092646211424,-0.6142975616924704
313,PODD,True,7,94,11,1,0,0,138.7241192361941,0.0,277.5896685808415,143.52000427246094,-2.82348033043042,-4.770753182339737,-5.88235352978936,-37.6758706647327,-50.76669772408451,-53.1882951215771
317,IP,True,16,65,10,9,0,8,33.08699149626655,0.0,44.34507065224978,36.15999984741211,0.02765787305996535,13.532180264744778,20.721784080793746,2.2267974484947337,-3.975205087027446,-18.65300483398407
318,IVZ,True,46,53,41,25,0,28,27.82183274732519,0.0,26.977711284050084,28.790000915527344,-1.4041090297931769,4.843415423880117,5.111360193779383,23.88968371723255,12.323858792201577,100.93272280659484
319,INVH,False,1,52,30,0,39,0,0.0,28.917494959480887,0.0,28.489999771118164,-1.7586214789028825,-4.1063593098261,-0.9043486221976902,15.535174227481921,8.392283310531738,-10.990661893271254
322,JBHT,False,1,52,19,0,32,0,0.0,271.77574602281646,0.0,267.239990234375,-4.495753255866252,-4.8121138969278725,2.210662804328113,35.46724948385223,35.765896340233034,89.36034671186388
349,LYB,False,49,65,20,0,41,0,0.0,72.48595120617779,0.0,61.810001373291016,-1.2462035107769922,-5.126630966019509,-15.747208987895622,-16.94601772379147,45.85811243386338,8.764706502279223
358,MCK,True,9,63,34,5,0,14,757.3635339778929,0.0,921.2600702992557,779.7999877929688,-0.7168054359157274,-1.3460875734494753,0.6046954789380643,-15.177681319527617,-5.066637479819799,8.811354797389974
370,MSI,False,72,53,59,0,46,0,0.0,437.65942810197447,0.0,400.70001220703125,-1.0446201924432046,-2.6576625333058534,-2.3326046415551285,-14.02184241331931,10.119165632580572,-0.8466309844149608
447,STT,True,54,51,33,39,0,26,163.34214875460125,0.0,126.9848837235569,171.10000610351562,-0.11091551758065739,5.74783861331749,11.291791329566111,42.2439672397208,34.44906501617034,80.58897347245494
453,SYY,True,21,52,35,13,0,26,76.7775935360991,0.0,86.377846579741,79.0,-0.5538801962283286,0.5856876484727854,7.4537589868761325,-3.5322244220167063,6.301393601418025,8.724389804694452
461,TPL,False,56,66,19,0,41,0,0.0,504.8649491622191,0.0,354.4800109863281,-0.5247635990342281,-5.517346898436932,-8.170497573146537,-33.024825256597076,26.994772546801688,-2.095329687349205
489,VRSN,False,14,61,22,0,36,0,0.0,291.036980052879,0.0,264.9200134277344,-3.2679672286200887,-8.042619738514277,-12.998353554110222,11.19123109696658,10.225260975403964,-4.579637138991417
