ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,130.3,14.72,2.04,0.83,1.11,4.45,15.32,32.83
AES,2026-06-17,14.5814,14.74,14.74,14.65,4.65,0.21,-0.2,-0.54,5.18,11.32,46.42
AMP,2026-05-21,450.3206,485.2877,485.2877,471.41,-3.22,0.85,2.67,3.09,7.79,-2.66,-5.67
AMT,2026-06-18,175.7,194.226,194.226,176.43,2.46,0.22,-5.74,-3.21,1.76,1.77,-14.96
APP,2026-06-09,511.8378,622.0,622.0,469.39,-30.34,-0.07,-5.51,-2.67,6.1,-28.57,36.3
APP,2026-06-11,475.2111,622.0,622.0,469.39,-30.34,-0.07,-5.51,-2.67,6.1,-28.57,36.3
AXON,2026-06-18,405.2571,515.8,515.8,410.03,-27.8,-3.16,-7.18,2.91,-17.38,-25.45,-46.8
COP,2026-06-15,111.9707,121.52,121.52,109.7,18.98,1.82,-6.22,-10.35,-12.93,17.29,20.83
CRWD,2026-06-04,678.6519,785.66,785.66,675.44,44.09,-1.38,-1.08,3.9,65.14,43.7,39.22
CRWD,2026-06-09,626.2263,785.66,785.66,675.44,44.09,-1.38,-1.08,3.9,65.14,43.7,39.22
CSCO,2026-06-09,117.1976,130.37,130.37,121.53,59.47,1.66,0.36,6.28,57.36,61.63,88.83
DASH,2026-05-13,148.3942,191.17,191.17,172.08,-24.02,-0.8,14.28,7.06,9.86,-22.24,-21.99
DASH,2026-06-11,146.7021,191.17,191.17,172.08,-24.02,-0.8,14.28,7.06,9.86,-22.24,-21.99
DD,2026-06-10,45.0511,51.4359,51.4359,48.19,20.83,1.01,-0.15,1.99,14.0,19.64,75.45
DGX,2026-06-18,193.5993,209.79,209.79,193.58,12.55,-0.73,-4.67,-0.09,-0.43,9.05,9.62
DIS,2026-06-03,99.3203,110.48,110.48,102.45,-9.95,-1.39,2.41,-1.57,2.95,-7.39,-12.11
DXCM,2026-06-22,68.749,78.91,78.91,69.07,4.07,-4.69,-8.36,-3.32,3.17,5.05,-14.74
EIX,2026-04-13,71.832,76.22,76.22,72.2,23.54,0.43,-1.03,3.53,4.76,24.53,51.59
EIX,2026-05-18,67.8271,76.22,76.22,72.2,23.54,0.43,-1.03,3.53,4.76,24.53,51.59
F,2026-06-05,14.7877,17.78,17.78,14.11,10.08,0.36,-4.92,6.73,24.03,8.51,41.95
FANG,2026-05-06,192.2517,213.3366,213.3366,187.8,26.36,2.34,-2.25,-8.09,-1.93,23.3,29.48
FANG,2026-05-07,186.9795,213.3366,213.3366,187.8,26.36,2.34,-2.25,-8.09,-1.93,23.3,29.48
FANG,2026-06-15,184.167,213.3366,213.3366,187.8,26.36,2.34,-2.25,-8.09,-1.93,23.3,29.48
FFIV,2026-06-18,375.8208,411.52,411.52,391.27,53.28,1.5,-1.23,2.31,37.64,52.8,36.58
FLEX,2026-06-09,142.7963,166.86,166.86,155.81,157.88,5.56,4.07,18.47,152.77,147.91,237.4
FSLR,2026-06-09,258.9046,320.95,320.95,263.11,0.72,2.1,-1.57,10.62,36.45,3.57,83.13
FTNT,2026-06-09,135.3961,150.07,150.07,145.39,83.09,0.46,-0.62,11.84,78.61,83.16,44.21
