ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,129.57,14.08,-1.02,0.5,-3.38,-1.47,8.86,29.93
AFL,2026-05-27,114.7578,119.1928,119.1928,114.85,5.25,-1.69,-2.5,0.67,2.67,4.58,14.41
ALB,2026-05-19,165.8772,221.0,221.0,177.47,25.78,1.59,5.01,-11.06,-9.17,52.75,213.46
AMP,2026-05-21,450.3206,485.2877,485.2877,443.17,-9.02,-2.71,-4.44,-6.92,-7.0,-0.33,-10.98
AVB,2026-05-21,180.6542,188.01,188.01,186.23,3.86,0.62,0.61,6.86,5.63,5.22,-2.29
AXP,2026-05-20,303.1247,339.98,339.98,312.54,-15.06,0.59,1.04,-1.98,-4.15,-10.96,10.73
CCI,2026-05-13,87.4259,92.81,92.81,90.87,3.53,0.25,-1.59,8.9,6.93,3.43,-5.0
CCI,2026-05-15,85.855,92.81,92.81,90.87,3.53,0.25,-1.59,8.9,6.93,3.43,-5.0
CF,2026-04-08,122.6872,141.3828,141.3828,116.34,51.85,-2.37,-9.01,-5.51,21.51,49.53,33.69
CF,2026-05-07,113.4321,141.3828,141.3828,116.34,51.85,-2.37,-9.01,-5.51,21.51,49.53,33.69
CF,2026-05-27,113.8447,141.3828,141.3828,116.34,51.85,-2.37,-9.01,-5.51,21.51,49.53,33.69
CMI,2026-05-19,650.1552,715.8317,715.8317,667.85,31.69,-0.13,1.59,1.39,12.71,42.26,113.9
CMI,2026-05-21,634.4179,715.8317,715.8317,667.85,31.69,-0.13,1.59,1.39,12.71,42.26,113.9
CVNA,2026-05-13,69.5161,83.914,83.914,73.0,-13.51,4.06,15.23,-10.26,8.99,17.79,20.02
CVNA,2026-05-19,62.6804,83.914,83.914,73.0,-13.51,4.06,15.23,-10.26,8.99,17.79,20.02
CVNA,2026-05-20,61.4607,83.914,83.914,73.0,-13.51,4.06,15.23,-10.26,8.99,17.79,20.02
DASH,2026-05-13,148.3942,191.17,191.17,157.58,-30.42,2.32,1.89,-9.47,-8.94,-16.9,-23.56
DLR,2026-05-18,186.3539,208.14,208.14,191.71,24.76,-1.01,2.91,-2.36,7.48,23.78,17.36
EIX,2026-04-13,71.832,76.22,76.22,71.66,22.61,0.59,1.39,4.51,-3.56,25.63,34.04
EIX,2026-05-18,67.8271,76.22,76.22,71.66,22.61,0.59,1.39,4.51,-3.56,25.63,34.04
EME,2026-05-19,853.6502,951.96,951.96,855.26,39.95,-0.71,0.11,-3.41,6.72,47.22,84.95
EME,2026-05-21,841.0484,951.96,951.96,855.26,39.95,-0.71,0.11,-3.41,6.72,47.22,84.95
EOG,2026-04-08,134.4501,150.6999,150.6999,134.3,30.11,-1.4,-6.93,0.81,10.48,27.73,26.24
EOG,2026-05-07,129.2493,150.6999,150.6999,134.3,30.11,-1.4,-6.93,0.81,10.48,27.73,26.24
EOG,2026-05-27,133.0017,150.6999,150.6999,134.3,30.11,-1.4,-6.93,0.81,10.48,27.73,26.24
EQIX,2026-04-28,1066.1319,1123.1251,1123.1251,1070.22,41.14,-0.69,2.58,-1.32,11.97,43.29,26.76
EQIX,2026-04-30,1051.3736,1123.1251,1123.1251,1070.22,41.14,-0.69,2.58,-1.32,11.97,43.29,26.76
ETN,2026-05-05,403.1771,434.23,434.23,406.37,28.34,0.8,9.27,-2.23,9.43,23.23,28.04
FANG,2026-05-06,192.2517,213.3366,213.3366,192.84,29.75,-1.17,-7.19,-1.28,16.27,33.2,45.6
FANG,2026-05-07,186.9795,213.3366,213.3366,192.84,29.75,-1.17,-7.19,-1.28,16.27,33.2,45.6
FDS,2026-05-05,212.4086,247.33,247.33,235.73,-18.35,2.08,6.22,4.62,14.68,-14.13,-48.32
FDS,2026-05-13,198.0356,247.33,247.33,235.73,-18.35,2.08,6.22,4.62,14.68,-14.13,-48.32
FTV,2026-03-06,55.9914,62.3518,62.3518,59.91,8.63,-0.68,2.94,-3.39,2.84,13.68,14.63
FTV,2026-03-12,54.2549,62.3518,62.3518,59.91,8.63,-0.68,2.94,-3.39,2.84,13.68,14.63
FTV,2026-04-30,59.478,62.3518,62.3518,59.91,8.63,-0.68,2.94,-3.39,2.84,13.68,14.63
GEV,2026-05-18,993.7806,1181.95,1181.95,1031.89,58.1,-3.6,1.99,-7.89,17.87,85.89,122.69
GM,2026-02-23,78.3623,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-02-27,78.0848,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-03-02,77.1986,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-03-03,75.7088,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-03-06,73.8613,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-03-09,72.964,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
GM,2026-05-19,71.8851,87.413,87.413,84.12,3.69,5.43,15.82,7.9,2.29,20.13,74.52
ICE,2026-04-30,153.2941,168.2,168.2,149.71,-7.26,-0.62,-2.86,-4.61,-6.32,-2.45,-14.0
