,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
30,CTSH,False,22,65,78,0,43,0,0.0,81.49819214048134,0.0,65.77999877929688,1.0135073784982067,1.2467254784899695,-11.255399402970081,-14.899309860435286,-7.5411133458121515,-20.045120882624406
31,CMCSA,True,55,65,17,28,0,9,30.478523783002075,0.0,30.305369824681197,31.600000381469727,-1.5269547173207108,2.431118284363111,6.182796164101456,26.24894240084286,1.7248305891013984,-1.1096962750216925
36,CRWD,True,1,72,57,0,0,27,353.11339655254017,0.0,522.7308591590778,426.1600036621094,4.53296980924567,11.823667498539585,1.0504333484402808,-17.498787390754394,3.136493483108757,9.226983714911258
42,EA,False,23,87,2,0,51,0,0.0,203.5156897102326,0.0,200.75999450683594,-0.4808413430064361,-0.15418153184971395,-0.21850747382472033,-1.0342543002349993,19.824839256115553,52.95163838471437
64,MCHP,False,3,61,19,0,25,0,0.0,73.55091310626207,0.0,67.80999755859375,-2.989991304236781,-9.550491590671237,-11.023656336371726,20.27732283928084,8.761846583984093,20.120125639709848
71,NFLX,True,7,85,10,4,0,4,85.86709108542274,0.0,117.75870061128927,99.16999816894531,0.5169212324201465,17.23608282569913,24.055535576989882,-9.309556879038269,-19.122803153302314,1.9658998442162692
75,ODFL,True,65,55,14,41,0,3,195.77012786284297,0.0,144.45316755267345,210.67999267578125,-2.548688516305638,6.353901039458121,11.173643990839508,49.436336655277486,42.72678800729474,21.424339473619177
76,PCAR,False,3,67,4,0,41,0,0.0,122.476088305696,0.0,123.33999633789062,-1.2648109623871822,-0.5963938444904618,-3.3141986222601347,18.267622595771535,30.59303498212652,24.658654976847835
85,ROP,True,6,85,11,4,0,1,343.9756809368018,0.0,496.6031063240508,366.0199890136719,1.314806140683953,3.9386611834684935,4.930904572072383,-17.422088749540936,-29.906913404605323,-37.00059134779077
87,STX,False,3,57,11,0,20,0,0.0,373.54462630398797,0.0,367.3399963378906,-2.0452823199380745,-10.332710645737988,-17.349536224834587,38.00867997651432,109.54211546022377,298.0317643447673
89,SBUX,False,24,54,8,0,21,0,0.0,91.6273010521552,0.0,98.69000244140625,1.5851784779613378,0.6219418831193582,6.756719060596702,16.580342541099867,14.663635797935228,-9.50109696415982
91,TMUS,True,24,108,25,12,0,12,212.74661866973128,0.0,247.98619378261574,220.5399932861328,0.3777645746224629,3.964551960340526,12.100585729131902,5.45873166204311,-11.858501188692564,-15.243509754968496
94,TXN,False,8,59,59,0,35,0,0.0,215.33048335819694,0.0,197.97999572753906,-2.178963227140032,-6.8899067953027355,-12.090941865173992,12.963598044513772,2.047161790486947,4.140483359921971
95,TRI,True,7,80,10,5,0,8,90.63225832940992,0.0,154.80492673401105,109.44000244140625,4.407558443076543,9.549550320132903,19.925245071195928,-17.288288990607743,-37.604639151356416,-36.587135860053976
