,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
0,SPY,False,5,43,52,0,37,0,0.0,746.4744448295006,0.0
1,QQQ,False,5,43,41,0,38,0,0.0,726.7134664606033,0.0
2,^VIX,True,5,41,55,2,0,16,12.873602233578977,0.0,19.821370885478547
3,ADBE,False,3,7,2,0,3,0,0.0,242.24834399975612,0.0
4,AMD,False,5,50,34,0,34,0,0.0,478.73187547186575,0.0
5,ABNB,False,22,20,21,0,10,0,0.0,136.79501826281208,0.0
6,ALNY,False,8,3,28,0,1,0,0.0,287.442385885579,0.0
7,GOOGL,False,9,41,37,0,30,0,0.0,376.63817750419804,0.0
8,GOOG,False,9,41,37,0,30,0,0.0,373.7139603705795,0.0
9,AMZN,False,9,39,10,0,23,0,0.0,259.6959489166257,0.0
10,AEP,False,26,20,13,0,7,0,0.0,131.9966337635483,0.0
11,AMGN,True,6,27,12,3,0,3,332.59203399812174,0.0,338.60611408354185
12,ADI,False,2,6,8,0,2,0,0.0,394.9449238603805,0.0
13,AAPL,False,4,44,35,0,33,0,0.0,303.0798849259787,0.0
14,AMAT,True,46,8,2,25,0,0,445.38676459775337,0.0,335.1705047579952
15,APP,False,3,39,18,0,15,0,0.0,524.7070801999757,0.0
16,ARM,False,2,59,8,0,35,0,0.0,315.76789018567115,0.0
17,ASML,True,46,26,39,18,0,26,1593.42843774185,0.0,1430.9424345771854
18,ADSK,False,7,29,20,0,5,0,0.0,229.818444660484,0.0
19,ADP,True,31,33,5,18,0,2,219.21933063590416,0.0,209.23303588379798
20,AXON,True,25,31,19,8,0,9,430.7705730374882,0.0,474.92992799581583
21,BKR,False,25,34,11,0,16,0,0.0,64.20598327296327,0.0
22,BKNG,True,12,23,13,5,0,10,159.20534258411715,0.0,177.02664061896425
23,AVGO,False,6,41,11,0,21,0,0.0,423.316931456022,0.0
24,CDNS,True,42,51,13,26,0,4,366.69440194594335,0.0,304.69835561029595
25,CHTR,False,34,6,26,0,4,0,0.0,225.72733596308024,0.0
26,CTAS,True,18,46,23,7,0,8,172.4748795854509,0.0,193.35534427566782
27,CSCO,True,46,6,3,31,0,1,118.63211125192922,0.0,77.0981409919099
28,CCEP,True,5,5,5,3,0,3,93.33304091619463,0.0,90.96045425024333
29,CTSH,True,18,72,65,10,0,43,50.72249836928389,0.0,80.92754818586047
30,CMCSA,False,34,6,24,0,4,0,0.0,28.25148558438157,0.0
31,CEG,False,5,8,9,0,1,0,0.0,262.3291876363771,0.0
32,CPRT,False,8,7,76,0,2,0,0.0,31.75707690261063,0.0
33,COST,False,14,8,21,0,6,0,0.0,1034.282464578529,0.0
34,CRWD,False,5,32,7,0,30,0,0.0,678.6519325735713,0.0
35,CSX,True,51,18,30,29,0,25,45.401326643022685,0.0,41.13763329192875
36,DDOG,True,41,12,15,28,0,10,219.84298277926678,0.0,120.76558967362132
37,DXCM,True,18,48,14,14,0,8,70.71649378751238,0.0,68.01265446857111
38,FANG,True,7,3,8,1,0,2,189.58883608148938,0.0,192.4228091050544
39,DASH,False,27,19,60,0,8,0,0.0,167.0740559820953,0.0
40,EA,True,15,30,10,11,0,8,201.88608528004693,0.0,202.11605581898354
41,EXC,True,14,45,24,3,0,19,44.15628434545485,0.0,47.769779524707026
42,FAST,True,12,30,9,7,0,5,44.816342382359274,0.0,45.40570959431919
43,FER,False,3,10,8,0,2,0,0.0,65.843347947131,0.0
44,FTNT,True,37,7,3,28,0,1,135.3960670976173,0.0,78.87642002908586
45,GEHC,True,16,19,11,6,0,8,61.90877970858704,0.0,70.47612598499327
46,GILD,False,8,18,12,0,2,0,0.0,130.05154428111172,0.0
47,HON,False,7,8,22,0,6,0,0.0,223.93542820699923,0.0
48,IDXX,True,3,28,15,0,0,1,541.561375056282,0.0,553.6931629649093
49,INSM,False,41,11,17,0,5,0,0.0,147.25243848258003,0.0
50,INTC,False,5,45,2,0,33,0,0.0,106.7823159606694,0.0
51,INTU,False,15,23,17,0,5,0,0.0,374.6561446809028,0.0
52,ISRG,False,23,13,67,0,3,0,0.0,443.2711063557481,0.0
53,KDP,True,45,24,20,29,0,14,30.155736125438978,0.0,28.47240564768823
54,KLAC,True,1,6,39,0,0,16,-1364.5179891096764,0.0,1816.38322870931
55,KHC,True,2,5,19,0,0,14,22.64745543812879,0.0,22.884277862935726
56,LRCX,True,1,4,41,0,0,22,287.46780737168734,0.0,303.19101300194524
57,LIN,True,3,7,4,0,0,1,495.0956486558544,0.0,498.7285257282679
58,LITE,True,8,2,49,1,0,18,797.7333991039769,0.0,857.4752545009233
59,MAR,True,16,12,20,11,0,11,375.7638855088953,0.0,351.3380580084664
60,MRVL,True,50,2,34,31,0,8,205.9885147812588,0.0,87.4822267985067
61,MELI,False,31,16,43,0,11,0,0.0,1773.0662788903662,0.0
62,META,False,8,4,18,0,2,0,0.0,598.696513601555,0.0
63,MCHP,False,5,43,23,0,24,0,0.0,90.17407634958384,0.0
64,MU,False,5,41,11,0,32,0,0.0,869.8285954606716,0.0
