,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
2,^VIX,False,27,82,26,0,14,0,0.0,17.658234485655967,0.0
24,BKNG,True,24,64,7,18,0,4,5265.732743602083,0.0,5526.451958581837
31,CTSH,True,47,78,4,38,0,2,81.2599039786185,0.0,76.27707565996059
32,CMCSA,True,15,65,17,9,0,9,26.367072716189988,0.0,30.660637214118086
37,CRWD,False,33,57,31,0,27,0,0.0,522.7308591590778,0.0
39,DDOG,False,24,66,20,0,24,0,0.0,156.50614400277593,0.0
60,LIN,True,16,51,14,14,0,2,419.12057993405364,0.0,465.66919330809515
76,ODFL,True,25,55,14,19,0,3,154.36297093119072,0.0,144.6549253606473
91,SNPS,True,26,62,45,15,0,21,462.37990071190205,0.0,593.5392980258365
95,TXN,True,27,59,10,12,0,6,172.21018349052088,0.0,192.753594720077
97,VRSK,True,6,55,7,2,0,3,217.75020354375656,0.0,242.62294691346713
127,AMP,True,23,99,13,18,0,10,483.8959669757633,0.0,522.1778085119472
155,XYZ,True,7,53,4,1,0,2,63.224098401777326,0.0,74.49672646587351
181,CF,True,3,54,15,1,0,7,75.83973737120658,0.0,85.00411708486325
196,COIN,True,2,56,18,0,0,8,223.23711327308777,0.0,350.786468376921
216,DECK,True,27,56,35,19,0,13,102.76559136646206,0.0,116.50537183645918
326,JCI,False,1,52,7,0,23,0,0.0,116.71162243784146,0.0
344,LYV,True,23,52,28,16,0,18,140.9403736436992,0.0,164.6194978704595
355,MA,True,26,56,26,14,0,15,561.4083198884912,0.0,582.1323124602869
359,MCK,False,24,57,49,0,31,0,0.0,855.2161999325684,0.0
372,MSI,True,13,59,42,11,0,24,368.3346305515373,0.0,467.5767972314364
378,NWS,True,1,66,8,0,0,4,29.152811048475623,0.0,32.975138093007146
438,SRE,False,22,59,3,0,27,0,0.0,89.99181141705205,0.0
470,TSCO,False,87,61,10,0,36,0,0.0,60.32106537897582,0.0
509,WY,True,26,62,6,18,0,3,23.22507569715379,0.0,24.90863124162692
