Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,170.13,98,97,97,54,"LRCX,TER,KLAC,AMAT"
2,Broadcasting,Communication Services,149.48,97,98,94,95,"WBD,FOXA,FOX"
3,Electronic Components,Information Technology,143.24,96,96,99,93,"APH,GLW"
4,"Technology Hardware, Storage & Peripherals",Information Technology,130.4,95,95,96,72,"WDC,STX,AAPL,HPE,DELL,NTAP,HPQ,SMCI"
5,Automobile Manufacturers,Consumer Discretionary,123.06,94,94,89,58,"GM,F,TSLA"
6,Construction Machinery & Heavy Transportation Equipment,Industrials,122.9,93,90,77,62,"CMI,CAT,PCAR,WAB"
7,Construction & Engineering,Industrials,121.07,92,93,95,90,"FIX,EME,PWR,J"
8,Electronic Manufacturing Services,Information Technology,120.8,91,91,93,97,"TEL,JBL"
9,Air Freight & Logistics,Industrials,120.71,90,81,47,13,"CHRW,EXPD,FDX,UPS"
10,Investment Banking & Brokerage,Financials,119.16,89,92,98,98,"HOOD,GS,MS,IBKR,SCHW,RJF"
11,Semiconductors,Information Technology,118.53,88,84,90,63,"MU,INTC,AMD,MPWR,AVGO,ADI,FSLR,MCHP,NVDA,ON,NXPI,QCOM,MRVL,TXN,SWKS,ARM"
12,Interactive Media & Services,Communication Services,117.52,87,83,87,59,"GOOGL,GOOG,MTCH,META"
13,Oil & Gas Equipment & Services,Energy,116.03,86,60,25,17,"HAL,SLB,BKR"
14,Steel,Materials,114.81,85,88,53,44,"NUE,STLD"
15,Consumer Staples Merchandise Retail,Consumer Staples,114.52,84,79,51,55,"DG,DLTR,WMT,TGT,COST"
16,Passenger Airlines,Industrials,113.64,83,86,68,86,"LUV,UAL,DAL"
17,Aerospace & Defense,Industrials,111.58,82,70,75,85,"HII,HWM,GE,RTX,LHX,BA,GD,TXT,LMT,NOC,TDG,AXON"
18,Apparel Retail,Consumer Discretionary,111.07,81,89,65,20,"ROST,TJX"
19,Biotechnology,Health Care,110.54,80,82,83,42,"INSM,INCY,MRNA,BIIB,AZN,REGN,GILD,ALNY,AMGN,ABBV,VRTX"
20,Cargo Ground Transportation,Industrials,110.53,79,72,19,7,"JBHT,ODFL"
21,Specialty Chemicals,Materials,110.04,78,54,21,24,"ALB,DD,ECL,SHW,PPG,IFF,LYB"
22,Agricultural Products & Services,Consumer Staples,109.36,77,64,82,19,"BG,ADM"
23,Health Care Distributors,Health Care,108.9,76,85,61,70,"CAH,COR,MCK,HSIC"
24,Diversified Banks,Financials,108.56,75,78,64,77,"C,WFC,USB,BAC,TFC,PNC,JPM"
25,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,107.84,74,75,71,92,"TPR,RL,NKE,LULU"
26,Automotive Retail,Consumer Discretionary,107.73,73,76,85,94,"CVNA,ORLY,AZO"
27,Life Sciences Tools & Services,Health Care,107.64,72,67,63,6,"CRL,IQV,TMO,MTD,WAT,A,DHR,TECH"
28,Regional Banks,Financials,107.12,71,73,37,67,"CFG,KEY,RF,FITB,MTB,HBAN"
29,Casinos & Gaming,Consumer Discretionary,106.83,70,80,59,71,"LVS,WYNN,MGM"
30,Pharmaceuticals,Health Care,106.08,69,65,35,15,"VTRS,LLY,JNJ,MRK,BMY,PFE,ZTS"
31,Oil & Gas Refining & Marketing,Energy,105.9,68,69,70,65,"VLO,PSX,MPC"
32,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,105.84,67,56,57,89,"EXPE,MAR,CCL,HLT,ABNB,RCL,NCLH,BKNG"
33,Consumer Finance,Financials,105.5,66,87,66,83,"SYF,COF,AXP"
34,Other Specialty Retail,Consumer Discretionary,105.36,65,66,67,74,"ULTA,TSCO"
35,Health Care Facilities,Health Care,104.76,64,90,72,5,"HCA,UHS"
36,Construction Materials,Materials,104.76,64,71,79,41,"CRH,MLM,VMC"
37,Broadline Retail,Consumer Discretionary,104.7,63,55,76,81,"EBAY,AMZN"
38,Asset Management & Custody Banks,Financials,103.32,62,63,54,80,"IVZ,BK,STT,NTRS,BEN,ARES,APO,BLK,TROW,KKR,BX,AMP"
39,Interactive Home Entertainment,Communication Services,102.82,61,74,91,66,"EA,TTWO"
40,Independent Power Producers & Energy Traders,Utilities,102.63,60,77,92,96,"NRG,AES"
41,Electrical Components & Equipment,Industrials,101.56,59,59,74,79,"ROK,EMR,AME,GNRC,ETN"
42,Integrated Oil & Gas,Energy,100.69,58,43,43,30,"XOM,CVX"
43,Health Care REITs,Real Estate,98.91,57,62,58,50,"WELL,VTR,DOC"
44,Industrial Machinery & Supplies & Components,Industrials,98.68,56,46,29,34,"PH,NDSN,SWK,DOV,HUBB,XYL,SNA,FTV,IR,IEX,ITW,GWW,PNR,OTIS"
45,Trading Companies & Distributors,Industrials,97.91,55,42,80,75,"URI,FAST"
46,Industrial Conglomerates,Industrials,97.28,54,49,31,61,"MMM,HON"
47,Personal Care Products,Consumer Staples,97.22,53,39,18,48,"EL,PG,KVUE"
48,Homebuilding,Consumer Discretionary,96.86,52,35,49,9,"PHM,DHI,LEN,NVR"
49,Home Improvement Retail,Consumer Discretionary,96.64,51,27,42,11,"LOW,HD"
50,Life & Health Insurance,Financials,95.02,50,58,40,25,"PFG,PRU,GL,AFL,MET"
51,Tobacco,Consumer Staples,94.96,49,33,69,78,"PM,MO"
52,IT Consulting & Other Services,Information Technology,94.79,48,45,2,10,"EPAM,IBM,CTSH,ACN,IT"
53,Rail Transportation,Industrials,94.71,47,68,56,53,"NSC,CSX,UNP"
54,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,94.3,46,57,44,26,"MNST,KO,PEP,KDP"
55,Health Care Supplies,Health Care,93.58,45,51,5,1,"WST,COO,ALGN"
56,Multi-line Insurance,Financials,93.15,44,61,55,32,"AIZ,L,AIG"
57,Hotel & Resort REITs,Real Estate,93.1,43,36,33,43,"HST,VICI"
58,Retail REITs,Real Estate,92.63,42,34,48,23,"SPG,FRT,O,REG,KIM"
59,Health Care Equipment,Health Care,92.52,41,40,38,35,"IDXX,ISRG,GEHC,HOLX,EW,STE,RVTY,MDT,RMD,BDX,ABT,DXCM,BSX,SYK,PODD,ZBH,BAX"
60,Financial Exchanges & Data,Financials,92.42,40,29,27,68,"NDAQ,CBOE,MCO,SPGI,ICE,MSCI,CME,COIN,FDS"
61,Oil & Gas Exploration & Production,Energy,92.23,39,37,22,8,"APA,DVN,COP,FANG,CTRA,OXY,EXE,EQT,EOG,TPL"
62,Multi-Utilities,Utilities,91.92,38,47,60,39,"SRE,NEE,NI,CNP,D,XEL,AEE,PNW,ED,DTE,PCG,CMS"
63,Electric Utilities,Utilities,91.87,37,53,73,56,"EIX,CEG,ETR,ES,AEP,FE,EVRG,LNT,VST,PPL,EXC,WEC,DUK,PEG,SO"
64,Application Software,Information Technology,91.84,36,52,84,91,"APP,PLTR,SNPS,CDNS,ORCL,DDOG,FICO,ADSK,INTU,CRM,PTC,ADBE,WDAY,TYL"
