Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,342.58,99,99,99,97,285.364990234375,294.9898986816406,254.3300018310547,269.4100036621094
2,MU,Information Technology,Semiconductors,S&P 500,287.85,99,99,99,87,410.5050048828125,413.0,363.9010009765625,379.3999938964844
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,275.92,99,99,99,97,441.9200134277344,453.44989013671875,402.0400085449219,418.6300048828125
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,211.91,99,99,98,64,283.7099914550781,295.5,263.2001037597656,269.07000732421875
5,ALB,Materials,Specialty Chemicals,S&P 500,206.78,99,98,81,63,171.5,175.5699005126953,162.8800048828125,168.66000366210938
6,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,188.83,99,99,98,89,230.28500366210938,231.11000061035156,205.11000061035156,209.77999877929688
7,WBD,Communication Services,Broadcasting,S&P 500,188.33,98,99,99,92,27.209999084472656,27.260000228881836,26.860000610351562,27.030000686645508
8,INTC,Information Technology,Semiconductors,S&P 500,180.44,98,94,97,32,49.540000915527344,49.698001861572266,47.0,48.599998474121094
9,NEM,Materials,Gold,S&P 500,173.97,98,98,95,95,120.7699966430664,120.7699966430664,113.51000213623047,116.8499984741211
10,FIX,Industrials,Construction & Engineering,S&P 500,167.14,98,98,98,98,1200.0,1214.4200439453125,1075.3619384765625,1119.81005859375
11,GLW,Information Technology,Electronic Components,S&P 500,161.94,98,95,97,94,113.56999969482422,116.30000305175781,107.80000305175781,109.69000244140625
12,LUV,Industrials,Passenger Airlines,S&P 500,160.89,97,86,56,44,51.54999923706055,52.76499938964844,50.86000061035156,52.59000015258789
13,CHRW,Industrials,Air Freight & Logistics,S&P 500,156.71,97,93,95,81,201.6199951171875,202.05999755859375,193.3800048828125,198.74000549316406
14,ASML,Technology,Industrial Machinery,Nasdaq 100,151.54,97,94,95,31,1395.0,1406.094970703125,1316.06005859375,1339.1300048828125
