,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
16,ARM,False,51,24,3,0,14,0,0.0,159.74462063407955,0.0,105.77999877929688,-12.650701806654506,-38.20900912978109,-32.51244412907062,-28.23609012251131
31,CTSH,True,55,78,4,40,0,2,81.5549586279912,0.0,76.27707937687948,84.73999786376953,1.3272756747653687,29.99956928365083,12.961567376388548,10.710048791184693
35,CSGP,False,110,47,24,0,33,0,0.0,91.26566967368528,0.0,65.33999633789062,2.7035483100956785,-12.118362234219235,-22.857144401294278,-10.762093350777507
43,EA,True,78,2,36,51,0,15,203.70824574143015,0.0,167.44368451791559,204.25,0.024487293097505084,2.041986564427453,36.34461480794127,44.394528473138685
67,MSFT,False,51,36,13,0,19,0,0.0,515.4015635564325,0.0,459.8599853515625,-3.4698521775427427,-9.946896926203474,-9.52297778461201,8.66559683900613
72,NFLX,False,60,10,19,0,4,0,0.0,117.75870061128927,0.0,88.0,-6.947234552210528,-25.64993018039519,-27.227020790421253,3.741781689362406
81,PYPL,False,67,5,48,0,3,0,0.0,69.0784075452633,0.0,56.88999938964844,-7.239527651796086,-13.669175193887838,-23.12051276869775,-36.38831293968408
86,ROP,False,59,11,26,0,1,0,0.0,496.60310632405077,0.0,416.1400146484375,-6.0362160975823205,-16.614845776849215,-23.33100523871891,-19.126806870600884
87,ROST,True,65,3,10,42,0,5,187.23939159601397,0.0,147.80221229211278,192.36000061035156,5.460530179359375,24.217635635770566,48.772300052008035,30.52445723890434
92,TMUS,False,100,25,8,0,12,0,0.0,249.17859907366153,0.0,186.32000732421875,-5.89898619988952,-17.313710735980127,-17.29983913971614,-11.658763054489093
96,TRI,False,55,10,49,0,8,0,0.0,155.98075404197377,0.0,124.0199966430664,-6.293924500414471,-20.342504392162535,-40.27882289879853,-20.216042066002444
99,WBD,True,61,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648,28.579999923706055,-1.1072653946301074,56.26024326462985,124.15686214671415,191.9305417269532
116,ALGN,True,73,45,6,30,0,4,163.091022111544,0.0,193.43853620270235,171.49000549316406,5.279640331352441,32.07795003851129,-10.106409995022517,-20.525532272077406
117,ALLE,False,59,2,7,0,0,0,0.0,172.6886289335318,0.0,164.99000549316406,3.3318766112777807,-7.047884229203345,7.963615747724562,26.99726938109299
128,AME,True,62,17,39,41,0,18,207.62635789730234,0.0,184.30785738571117,215.64999389648438,6.873820597232849,17.071969395431033,21.191637964108068,20.571861670334854
140,T,False,80,33,19,0,11,0,0.0,27.76307447591561,0.0,23.489999771118164,-1.2654875898052924,-9.292380361823641,-10.834238829812806,11.906833876729996
159,BMY,True,54,2,19,36,0,5,53.78860014859997,0.0,42.41863273987065,55.2599983215332,3.1035307397920144,28.861586081457062,19.682266174886372,3.8303713474997556
179,CNC,True,55,13,39,26,0,23,43.42561610745839,0.0,35.726900256330886,45.75,17.39799478295871,28.36700556534799,63.685147589200106,-27.553445931031966
