Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,179.5,98,96,97,76,"LRCX,TER,KLAC,AMAT"
2,Broadcasting,Communication Services,148.65,97,95,96,93,"WBD,FOXA,FOX"
3,Electronic Components,Information Technology,147.62,96,94,98,96,"APH,GLW"
4,"Technology Hardware, Storage & Peripherals",Information Technology,133.71,95,93,94,83,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
5,Construction & Engineering,Industrials,126.38,94,89,92,97,"FIX,EME,PWR,J"
6,Construction Machinery & Heavy Transportation Equipment,Industrials,126.35,93,88,70,61,"CMI,CAT,PCAR,WAB"
7,Semiconductors,Information Technology,124.77,92,77,88,72,"MU,INTC,AMD,MPWR,ADI,MCHP,FSLR,AVGO,ON,NVDA,NXPI,TXN,MRVL,QCOM,SWKS,ARM"
8,Air Freight & Logistics,Industrials,123.37,91,84,36,5,"CHRW,EXPD,FDX,UPS"
9,Steel,Materials,122.35,90,90,64,41,"NUE,STLD"
10,Electronic Manufacturing Services,Information Technology,120.9,89,85,90,98,"JBL,TEL"
11,Oil & Gas Equipment & Services,Energy,119.19,88,59,55,27,"HAL,SLB,BKR"
12,Investment Banking & Brokerage,Financials,117.58,87,91,95,99,"HOOD,GS,IBKR,MS,SCHW,RJF"
13,Automobile Manufacturers,Consumer Discretionary,117.49,86,92,91,58,"GM,F,TSLA"
14,Agricultural Products & Services,Consumer Staples,116.08,85,67,83,23,"BG,ADM"
15,Interactive Media & Services,Communication Services,115.78,84,83,84,67,"GOOGL,GOOG,MTCH,META"
16,Aerospace & Defense,Industrials,115.19,83,70,81,86,"HII,HWM,RTX,LHX,GE,BA,LMT,NOC,TXT,GD,TDG,AXON"
17,Regional Banks,Financials,114.71,82,71,43,62,"CFG,FITB,KEY,RF,MTB,HBAN"
18,Biotechnology,Health Care,114.4,81,81,80,45,"MRNA,INSM,INCY,BIIB,REGN,AMGN,GILD,ABBV,ALNY,VRTX"
