,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
0,SPY,True,20,52,17,17,0,10,704.701495979522,0.0,683.0556803920513,720.6500244140625,0.2769113828370996,0.9398579642141495,9.982607159903466,4.429118554356761,5.435545720053357,31.44431295581128
2,^VIX,False,17,55,35,0,16,0,0.0,19.821370885478547,0.0,16.989999771118164,0.5920685913761188,-9.19294172912019,-30.766099685155357,-2.580279524995836,0.4137097784195227,-31.21457795009295
24,CDNS,True,14,51,13,8,0,4,308.70785268754526,0.0,304.69835561029595,340.94000244140625,3.443674331632254,2.41821245418559,21.68171578952184,15.04252236919228,-0.14351118673990956,14.50930799488005
29,CTSH,False,62,65,78,0,43,0,0.0,81.49819213997141,0.0,52.43000030517578,-0.8884710910134821,-4.863001770085963,-14.399999501753827,-35.78259976135639,-26.171946047471618,-27.462398610406836
40,DASH,True,18,60,26,8,0,15,167.0740559820953,0.0,218.95356899226596,175.83999633789062,4.263268723163666,-0.5317357438042566,16.837206869030314,-14.065096015086082,-33.90964521107093,-8.839236407127498
53,ISRG,True,8,67,16,3,0,5,443.2711063557481,0.0,557.8352160831571,457.7799987792969,0.03715247332371054,-5.068226614312606,-1.4361100769572546,-9.210265822255414,-14.845890751174377,-11.248544084293362
79,PYPL,True,15,124,5,7,0,3,48.202270168364095,0.0,68.8698894376308,50.439998626708984,0.5983231765305579,-0.07924111705641997,13.018143445092933,-3.980422454267671,-27.22492321284311,-22.98044580502982
82,QCOM,True,15,61,5,7,0,1,133.978891074684,0.0,167.83352640461754,177.00999450683594,-1.4311211148313507,18.91836563562977,39.071335798620424,17.518627882418635,0.21645771476599096,22.024404403324088
90,SNPS,True,14,51,41,8,0,21,447.04816310165995,0.0,488.36553972170947,489.0199890136719,1.3302906815088584,-2.3561395587193124,23.259565723329846,5.138457634026838,7.396669070728546,6.537979261796549
93,TSLA,True,13,72,18,5,0,16,358.3004590282721,0.0,457.2523699631363,390.82000732421875,2.408092215974536,3.8586287542583095,2.5074745091861703,-9.198205432272086,-15.317111426750143,38.51006600929566
103,ZS,True,8,108,15,1,0,7,124.29416349468431,0.0,315.9215262231083,139.80999755859375,6.9865361145712335,3.180810006342251,2.297504523097243,-30.09849437608213,-56.440054436454055,-38.18366773202255
131,APA,False,18,58,18,0,42,0,0.0,39.78843881316419,0.0,40.130001068115234,-1.4731119098071812,6.360990074204103,-2.3008229702824643,52.967090778778726,80.93509963321382,168.99104568289613
132,APO,True,14,58,50,7,0,25,117.92396881092759,0.0,142.10538562728408,130.4600067138672,1.3517755412235055,4.989541663486729,18.331071849312643,-2.636442129232639,5.306262055809507,-2.9465567522695357
136,ARES,True,14,58,36,6,0,18,109.6962835749553,0.0,162.5696736483501,119.0,1.3628606927815077,3.2717144261365316,12.476367266062075,-19.40929791763524,-19.344069897812652,-19.366160558734887
148,BDX,False,42,76,10,0,35,0,0.0,171.2028756707263,0.0,149.30999755859375,0.1811622951046252,-1.8601300397055476,-4.496609277195615,-6.066810851699646,5.870196978778744,-6.134723978333396
165,BXP,True,14,87,7,9,0,4,56.1803945382405,0.0,67.84329964054136,59.369998931884766,1.5566196744156486,2.8408096356359467,16.366127791460027,-6.938343791353748,-13.59103231570534,-2.3118039197200617
182,CF,False,17,66,54,0,41,0,0.0,123.18809716127723,0.0,122.69000244140625,-1.2157766054255192,1.4553891770354532,-4.133458959813932,32.3018087933529,47.45176800743731,60.19227985772263
185,CVX,False,22,63,26,0,48,0,0.0,201.09303698580652,0.0,190.6300048828125,-1.3863704462408488,2.9264067666272062,-3.4344757882187404,8.815611731619013,25.49623896858879,46.41239400504053
203,COP,False,18,65,11,0,44,0,0.0,126.57244147525348,0.0,123.19000244140625,-2.0591480068585697,1.1744417543421475,-4.042687524543853,19.110307211344825,42.25772810493979,42.96396045186385
244,EOG,False,22,54,19,0,41,0,0.0,139.73925438268554,0.0,138.9499969482422,-1.1524580575997818,4.37166067150131,-0.27855821239152034,24.880811806524044,33.36197434654664,30.42878001283917
252,EL,True,1,59,49,0,0,29,70.647346155824,0.0,110.93413747199746,79.30000305175781,3.376357708508192,1.901829044895291,12.14821677062,-30.995127772084174,-17.987804228539698,34.36210604448566
