ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,142.82,5.23,0.67,0.9,8.35,8.07,12.02,20.75
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,399.57,47.8,-1.07,7.57,24.08,31.16,67.35,121.54
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,69.23,21.33,-1.14,3.27,-3.39,3.32,13.62,48.94
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,134.73,17.77,-0.26,0.8,5.01,16.43,16.71,30.09
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.49,2.24,-0.07,0.14,3.06,2.89,3.9,51.37
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,189.61,21.43,-0.56,-0.24,5.18,12.37,39.85,6.99
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,212.88,2.79,-1.7,-1.52,3.99,10.49,10.36,11.47
AMZN,2025-12-15,2026-04-24,,,222.5218,,,,PENDING,,,263.99,14.37,3.49,5.36,24.69,10.38,21.12,46.17
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,176.91,35.01,2.53,7.72,31.03,29.76,20.68,150.01
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,301.76,23.82,-0.62,3.41,4.68,16.19,20.82,17.04
BKR,2026-03-03,2026-04-24,,,62.0701,,,,PENDING,,,68.94,51.95,6.9,15.32,10.09,28.34,47.0,95.98
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,830.79,45.64,-0.53,4.75,15.76,32.84,62.35,183.93
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,326.12,4.79,-2.03,-1.42,0.9,8.7,18.29,15.36
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,76.27,9.88,-0.46,-1.9,1.1,8.69,3.01,6.91
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,79.8,19.32,0.21,-0.67,-2.72,11.55,27.05,31.95
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,216.09,72.95,1.86,10.28,17.8,87.78,45.01,146.05
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,224.78,15.39,-1.48,2.61,4.47,8.99,34.79,36.6
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,38.66,67.31,0.34,8.6,-2.42,38.47,82.94,42.33
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,109.06,10.67,-1.08,-0.99,-0.88,5.82,8.72,0.16
EIX,2026-03-20,2026-04-09,2026-04-10,75.81,68.2651,-9.95%,90.8998,68.2651,PENDING,,,68.86,17.82,-2.1,-2.67,-2.1,14.68,21.76,25.43
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,423.92,33.51,-0.14,4.36,13.05,28.39,18.25,55.68
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,113.64,23.76,-0.25,-1.63,10.59,22.75,19.95,38.57
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,303.16,18.77,1.09,-2.48,1.78,16.93,1.79,15.51
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1726.12,85.05,-2.69,4.58,17.37,54.0,118.55,386.64
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,111.04,12.61,-0.41,-1.32,8.68,10.28,12.38,22.67
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,152.56,9.55,-0.92,0.46,11.21,12.03,12.97,25.3
HLT,2026-03-06,2026-04-17,2026-04-20,339.86,292.0818,-14.06%,435.4163,292.0818,PENDING,,,335.63,16.9,0.4,-1.58,10.71,12.64,22.15,56.19
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,20.9,19.14,-0.81,-1.04,8.43,12.96,28.18,60.24
HUBB,2026-02-27,2026-04-09,2026-04-10,537.17,505.426,-5.91%,600.6579,505.426,PENDING,,,553.07,24.87,-0.86,3.27,9.91,14.22,31.66,61.85
IBKR,2026-02-05,2026-04-15,2026-04-16,80.2,68.9865,-13.98%,102.6271,68.9865,PENDING,,,76.62,19.27,0.95,-6.23,11.56,-1.13,18.57,90.5
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,341.65,49.88,0.92,6.2,20.62,40.56,72.02,147.08
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,346.96,70.76,0.12,3.77,18.37,62.94,110.67,152.72
LIN,2026-03-24,2026-04-24,,,475.4228,,,,PENDING,,,510.3,20.08,0.44,3.67,3.65,13.39,14.22,15.39
MAR,2026-03-06,2026-04-17,2026-04-20,375.36,319.3706,-14.92%,487.3388,319.3706,PENDING,,,367.15,18.57,-0.3,-2.85,12.35,15.06,35.53,61.29
MGM,2026-01-05,2026-04-15,2026-04-16,38.2,35.844,-6.17%,42.912,35.844,PENDING,,,39.54,8.36,1.54,2.46,5.47,16.19,20.99,28.5
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,50.73,72.02,-4.01,-5.57,-5.25,4.15,88.94,91.15
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,95.28,19.49,-1.01,3.59,4.52,13.11,16.59,45.85
NTRS,2026-02-12,2026-04-16,2026-04-17,158.68,142.0693,-10.47%,191.9014,142.0693,PENDING,,,164.01,20.75,-0.83,3.05,17.38,10.97,32.23,85.59
NUE,2026-02-13,2026-04-20,2026-04-21,202.66,180.7145,-10.83%,246.551,180.7145,PENDING,,,214.29,31.83,0.63,9.4,30.18,18.37,57.89,94.35
ON,2026-03-02,2026-04-16,2026-04-17,80.34,64.357,-19.89%,112.306,64.357,PENDING,,,98.4,81.72,0.63,18.54,55.94,58.76,89.49,168.71
ORCL,2026-04-09,2026-04-16,2026-04-17,182.93,136.5478,-25.36%,275.6944,136.5478,PENDING,,,173.28,-10.55,-1.7,-1.02,19.08,-1.85,-36.06,33.2
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,27.0,10.25,1.24,-2.03,-1.03,5.26,13.01,29.34
PFG,2026-02-10,2026-04-22,2026-04-23,96.48,92.6519,-3.97%,104.1362,92.6519,PENDING,,,99.34,13.63,2.41,3.3,11.97,9.89,27.85,39.36
PSA,2026-03-09,2026-04-20,2026-04-21,311.79,294.2711,-5.62%,346.8278,294.2711,PENDING,,,308.29,20.01,-0.81,-0.3,15.19,10.19,1.28,8.84
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,144.48,77.06,3.1,6.01,20.14,50.42,,
REG,2026-03-09,2026-04-14,2026-04-15,79.44,76.1511,-4.14%,86.0178,76.1511,PENDING,,,80.19,17.3,-0.68,-0.91,7.74,13.82,12.79,16.04
RL,2026-03-02,2026-04-20,2026-04-21,389.37,350.1765,-10.07%,467.757,350.1765,PENDING,,,371.24,5.27,0.03,-4.04,7.61,1.33,12.37,76.72
SBAC,2025-12-03,2026-04-06,2026-04-07,211.15,184.047,-12.84%,265.356,184.047,PENDING,,,219.47,14.24,-0.06,-1.64,32.89,18.06,12.57,0.21
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,56.15,47.16,2.58,6.63,8.21,14.92,63.12,70.05
SNA,2026-03-09,2026-04-23,2026-04-24,391.8,366.2202,-6.53%,442.9596,366.2202,PENDING,,,378.42,10.51,-3.16,-0.49,2.94,3.18,11.85,27.64
SRE,2025-12-08,2026-02-13,2026-02-17,94.5111,86.8494,-8.11%,109.8344,86.8494,PENDING,,,93.2,6.3,-0.76,-0.87,-2.22,9.2,2.69,31.01
STLD,2026-02-13,2026-04-20,2026-04-21,211.99,188.3959,-11.13%,259.1782,188.3959,PENDING,,,226.79,34.25,0.77,13.21,31.14,25.46,53.58,87.66
TER,2026-03-03,2026-04-08,2026-04-09,360.0,303.4471,-15.71%,473.1059,303.4471,PENDING,,,418.08,116.09,4.26,9.91,29.29,82.5,201.48,473.42
TGT,2026-04-13,2026-04-17,2026-04-20,127.85,117.8345,-7.83%,147.8809,117.8345,PENDING,,,129.26,33.58,-0.7,1.11,11.08,20.79,40.63,46.7
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,145.89,14.49,-0.38,-6.39,-0.2,12.49,27.28,122.29
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,64.03,10.11,-1.84,-1.22,4.2,4.68,23.52,6.88
TT,2025-12-12,2026-02-09,2026-02-10,459.4517,389.3621,-15.26%,599.6311,389.3621,PENDING,,,486.42,25.28,0.18,2.17,12.08,26.25,19.36,45.82
