Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,199.48,97,98,99,69,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,177.36,96,97,98,98,"GLW,APH"
3,Construction & Engineering,Industrials,147.49,95,90,95,96,"FIX,PWR,EME,J"
4,Communications Equipment,Information Technology,142.93,94,89,86,94,"CIEN,MSI,ANET,CSCO,FFIV"
5,"Technology Hardware, Storage & Peripherals",Information Technology,137.21,93,95,96,91,"WDC,STX,DELL,HPE,AAPL,NTAP,SMCI,HPQ"
6,Oil & Gas Equipment & Services,Energy,135.68,92,91,67,28,"HAL,BKR,SLB"
7,Construction Machinery & Heavy Transportation Equipment,Industrials,133.13,91,93,85,58,"CAT,CMI,WAB,PCAR"
8,Cargo Ground Transportation,Industrials,132.35,90,80,46,5,"JBHT,ODFL"
9,Agricultural Products & Services,Consumer Staples,125.93,89,86,78,62,"BG,ADM"
10,Air Freight & Logistics,Industrials,125.89,88,94,79,25,"FDX,CHRW,UPS,EXPD"
11,Steel,Materials,125.5,87,85,81,51,"STLD,NUE"
12,Aerospace & Defense,Industrials,124.09,86,77,70,76,"HII,HWM,LHX,LMT,NOC,RTX,GE,TXT,GD,BA,TDG,AXON"
13,Integrated Oil & Gas,Energy,123.85,85,82,49,39,"XOM,CVX"
14,Semiconductors,Information Technology,122.31,84,92,91,63,"MU,INTC,MPWR,ADI,ON,AMD,MCHP,NVDA,TXN,AVGO,NXPI,MRVL,FSLR,ARM,QCOM,SWKS"
15,Oil & Gas Refining & Marketing,Energy,120.89,83,70,82,68,"VLO,PSX,MPC"
16,Broadcasting,Communication Services,120.63,82,96,97,89,"WBD,FOX,FOXA"
17,Specialty Chemicals,Materials,118.81,81,83,59,17,"ALB,DD,PPG,IFF,ECL,LYB,SHW"
18,Electrical Components & Equipment,Industrials,118.22,80,66,61,66,"GNRC,AME,ROK,EMR,ETN"
