Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,192.96,97,99,98,66,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,167.93,96,97,97,96,"GLW,APH"
3,Construction & Engineering,Industrials,142.04,95,92,94,94,"FIX,EME,PWR,J"
4,"Technology Hardware, Storage & Peripherals",Information Technology,140.31,94,96,95,73,"WDC,STX,HPE,AAPL,DELL,NTAP,SMCI,HPQ"
5,Construction Machinery & Heavy Transportation Equipment,Industrials,137.91,93,95,78,62,"CAT,CMI,PCAR,WAB"
6,Communications Equipment,Information Technology,132.78,92,88,91,83,"CIEN,ANET,CSCO,MSI,FFIV"
7,Oil & Gas Equipment & Services,Energy,130.96,91,87,69,20,"HAL,SLB,BKR"
8,Agricultural Products & Services,Consumer Staples,130.31,90,81,76,72,"BG,ADM"
9,Steel,Materials,126.88,89,90,73,56,"STLD,NUE"
10,Air Freight & Logistics,Industrials,126.29,88,93,80,25,"FDX,CHRW,UPS,EXPD"
11,Broadcasting,Communication Services,124.53,87,98,96,81,"WBD,FOXA,FOX"
12,Semiconductors,Information Technology,124.06,86,86,82,67,"MU,INTC,ON,ADI,MPWR,MCHP,TXN,AMD,NXPI,AVGO,NVDA,FSLR,MRVL,SWKS,ARM,QCOM"
13,Cargo Ground Transportation,Industrials,123.41,85,73,16,6,"JBHT,ODFL"
14,Passenger Airlines,Industrials,122.84,84,83,38,87,"LUV,DAL,UAL"
15,Specialty Chemicals,Materials,121.48,83,78,48,19,"ALB,DD,PPG,IFF,ECL,LYB,SHW"
16,Consumer Staples Merchandise Retail,Consumer Staples,121.21,82,85,51,55,"DG,DLTR,WMT,TGT,COST"
17,Electronic Manufacturing Services,Information Technology,119.86,81,94,92,95,"JBL,TEL"
18,Integrated Oil & Gas,Energy,119.82,80,60,61,38,"XOM,CVX"
19,Pharmaceuticals,Health Care,119.17,79,70,62,22,"VTRS,MRK,JNJ,BMY,LLY,PFE,ZTS"
20,Aerospace & Defense,Industrials,118.6,78,82,75,80,"HII,HWM,LMT,LHX,NOC,RTX,TXT,GE,BA,GD,TDG,AXON"
21,Automobile Manufacturers,Consumer Discretionary,118.53,77,91,89,68,"GM,F,TSLA"
