Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,197.85,99,98,95,94,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
2,Semiconductor Materials & Equipment,Information Technology,193.33,99,96,98,96,"LRCX,TER,AMAT,KLAC,Q"
3,Semiconductors,Information Technology,184.86,98,95,82,77,"MU,INTC,MRVL,AMD,ARM,ON,MPWR,TXN,ADI,NXPI,MCHP,QCOM,FSLR,NVDA,AVGO,SWKS"
4,Communications Equipment,Information Technology,181.09,97,99,99,97,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
5,Electronic Components,Information Technology,173.77,96,99,99,99,"COHR,GLW,APH"
6,Steel,Materials,159.28,95,93,69,92,"STLD,NUE"
7,Wireless Telecommunication Services,Communication Services,149.16,94,97,97,99,"SATS,TMUS"
8,Cargo Ground Transportation,Industrials,140.84,93,81,76,74,"JBHT,ODFL"
9,Managed Health Care,Health Care,132.57,92,90,5,23,"HUM,CNC,UNH,ELV"
10,Construction & Engineering,Industrials,130.14,91,94,96,86,"FIX,PWR,EME,J"
11,Oil & Gas Equipment & Services,Energy,124.45,90,92,89,59,"HAL,SLB,BKR"
12,Construction Machinery & Heavy Transportation Equipment,Industrials,121.78,89,89,91,87,"CAT,CMI,WAB,PCAR"
13,Electronic Manufacturing Services,Information Technology,120.68,88,85,80,84,"JBL,TEL"
14,Oil & Gas Refining & Marketing,Energy,118.96,87,87,94,60,"VLO,MPC,PSX"
15,Air Freight & Logistics,Industrials,117.93,86,73,84,81,"FDX,CHRW,EXPD,UPS"
16,Agricultural Products & Services,Consumer Staples,116.42,85,86,93,70,"BG,ADM"
17,Electrical Components & Equipment,Industrials,115.65,84,88,88,57,"VRT,GNRC,ROK,AME,ETN,EMR"
18,Passenger Airlines,Industrials,113.1,83,55,59,88,"DAL,LUV,UAL"
19,Apparel Retail,Consumer Discretionary,112.92,82,67,87,90,"ROST,TJX"
20,Food Retail,Consumer Staples,112.04,81,82,86,54,"CASY,KR"
21,Broadcasting,Communication Services,109.09,80,83,77,98,"WBD,FOXA,FOX"
22,Interactive Media & Services,Communication Services,107.14,79,91,78,93,"GOOGL,GOOG,META"
23,Trading Companies & Distributors,Industrials,106.8,78,53,46,35,"URI,FAST"
24,Systems Software,Information Technology,106.61,77,48,13,21,"FTNT,PANW,CRWD,GEN,MSFT,NOW"
25,Rail Transportation,Industrials,106.26,76,70,61,62,"CSX,UNP,NSC"
26,Health Care Services,Health Care,106.13,75,72,47,37,"DVA,CVS,DGX,CI,LH"
27,Regional Banks,Financials,105.77,74,51,53,73,"CFG,FITB,KEY,MTB,RF,HBAN"
28,Investment Banking & Brokerage,Financials,105.39,73,64,54,91,"IBKR,MS,GS,HOOD,RJF,SCHW"
29,Hotel & Resort REITs,Real Estate,105.24,72,60,49,44,"HST,VICI"
30,Automobile Manufacturers,Consumer Discretionary,105.02,71,68,63,95,"F,GM,TSLA"
31,Oil & Gas Storage & Transportation,Energy,104.95,70,79,85,31,"TRGP,OKE,WMB,KMI"
32,Broadline Retail,Consumer Discretionary,104.78,69,84,57,48,"EBAY,AMZN"
33,Life & Health Insurance,Financials,104.6,68,58,32,56,"PFG,GL,MET,AFL,PRU"
34,Diversified Banks,Financials,104.24,67,52,48,78,"C,PNC,USB,TFC,BAC,JPM,WFC"
35,Retail REITs,Real Estate,103.65,66,61,64,38,"FRT,SPG,KIM,REG,O"
36,Health Care REITs,Real Estate,103.45,66,77,74,66,"DOC,WELL,VTR"
37,Specialty Chemicals,Materials,102.22,65,78,81,58,"ALB,DD,PPG,IFF,LYB,ECL,SHW"
38,Asset Management & Custody Banks,Financials,101.66,64,59,27,61,"STT,BEN,IVZ,NTRS,BNY,TROW,APO,BLK,ARES,AMP,BX,KKR"
39,Integrated Oil & Gas,Energy,101.63,63,75,92,41,"XOM,CVX"
40,Pharmaceuticals,Health Care,101.37,62,66,70,67,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
41,--- Reference ---,--- Reference ---,100.8,61,61,68,51,"QQQ,SPY,^VIX"
42,Data Center REITs,Real Estate,100.78,60,74,72,7,"EQIX,DLR"
43,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,100.16,59,57,56,55,"MNST,KO,KDP,PEP"
44,Health Care Supplies,Health Care,99.39,58,38,38,49,"WST,ALGN,COO"
45,Tobacco,Consumer Staples,98.94,57,69,60,42,"MO,PM"
46,Self-Storage REITs,Real Estate,97.95,56,50,40,20,"PSA,EXR"
47,Casinos & Gaming,Consumer Discretionary,97.24,55,37,41,80,"MGM,WYNN,LVS"
48,Electronic Equipment & Instruments,Information Technology,96.64,54,71,55,24,"KEYS,TDY,ZBRA,ROP"
49,Oil & Gas Exploration & Production,Energy,96.57,53,76,90,34,"APA,FANG,OXY,DVN,EOG,COP,TPL,EQT,EXE"
50,Consumer Staples Merchandise Retail,Consumer Staples,96.22,52,44,71,82,"TGT,DLTR,WMT,COST,DG"
51,Multi-line Insurance,Financials,95.27,51,47,43,67,"AIZ,L,AIG"
52,Internet Services & Infrastructure,Information Technology,95.12,50,80,24,19,"AKAM,VRSN,GDDY"
53,Multi-Family Residential REITs,Real Estate,94.43,48,42,22,18,"CPT,ESS,EQR,UDR,MAA,AVB"
54,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,94.43,48,34,45,63,"MAR,HLT,CCL,RCL,EXPE,ABNB,NCLH,BKNG"
55,Industrial Gases,Materials,94.24,47,63,58,9,"LIN,APD"
56,Multi-Utilities,Utilities,94.21,46,54,67,50,"D,PNW,NI,CNP,SRE,AEE,DTE,NEE,XEL,PCG,ED,CMS"
