Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Electronic Components,Information Technology,212.32,99,99,99,99,"COHR,GLW,APH"
2,Semiconductor Materials & Equipment,Information Technology,181.94,99,99,98,94,"TER,LRCX,AMAT,KLAC,Q"
3,Wireless Telecommunication Services,Communication Services,174.11,98,98,99,99,"SATS,TMUS"
4,Communications Equipment,Information Technology,164.91,97,97,84,93,"CIEN,ANET,CSCO,FFIV,MSI"
5,"Technology Hardware, Storage & Peripherals",Information Technology,164.84,96,95,96,95,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
6,Construction & Engineering,Industrials,144.74,95,96,92,98,"FIX,PWR,EME,J"
7,Semiconductors,Information Technology,137.02,94,82,93,87,"MU,INTC,MRVL,MPWR,AMD,ON,ADI,AVGO,ARM,MCHP,TXN,NVDA,NXPI,FSLR,SWKS,QCOM"
8,Construction Machinery & Heavy Transportation Equipment,Industrials,130.98,93,89,95,73,"CAT,CMI,WAB,PCAR"
9,Cargo Ground Transportation,Industrials,130.44,92,84,77,16,"JBHT,ODFL"
10,Electronic Manufacturing Services,Information Technology,130.16,91,73,87,89,"JBL,TEL"
11,Electrical Components & Equipment,Industrials,129.0,90,88,73,85,"VRT,GNRC,AME,ROK,ETN,EMR"
12,Steel,Materials,127.47,89,70,91,67,"STLD,NUE"
13,Oil & Gas Equipment & Services,Energy,124.08,88,93,89,53,"HAL,SLB,BKR"
14,Oil & Gas Refining & Marketing,Energy,121.08,87,94,71,82,"VLO,MPC,PSX"
15,Air Freight & Logistics,Industrials,119.38,86,85,90,43,"FDX,CHRW,EXPD,UPS"
16,Interactive Media & Services,Communication Services,119.1,85,80,94,91,"GOOGL,GOOG,META"
17,Data Center REITs,Real Estate,118.13,84,72,13,42,"EQIX,DLR"
18,Broadcasting,Communication Services,116.52,83,81,97,97,"WBD,FOXA,FOX"
19,Specialty Chemicals,Materials,115.24,82,78,81,31,"ALB,DD,LYB,PPG,IFF,ECL,SHW"
20,Apparel Retail,Consumer Discretionary,114.38,81,87,74,64,"ROST,TJX"
21,Oil & Gas Exploration & Production,Energy,113.68,80,91,45,24,"APA,DVN,OXY,FANG,COP,CTRA,TPL,EOG,EQT,EXE"
22,Agricultural Products & Services,Consumer Staples,112.51,79,90,85,84,"BG,ADM"
