ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,141.66,4.38,0.93,-0.81,13.16,9.5,12.0,16.19
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,397.69,47.1,-1.14,-0.47,24.05,28.32,70.33,107.14
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,74.94,31.34,0.54,8.25,3.55,12.17,25.81,62.48
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,136.91,19.67,-0.15,1.62,3.98,15.2,13.9,30.59
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.28,0.76,-1.18,-1.45,0.56,-2.53,1.83,50.97
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,178.91,14.58,1.65,-5.64,3.58,9.74,35.63,3.24
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,216.59,4.58,-0.31,1.74,6.12,9.4,15.11,11.32
AMZN,2025-12-15,2026-04-24,2026-04-27,263.46,222.5218,-15.54%,345.3363,222.5218,PENDING,,,268.26,16.22,1.21,1.62,27.4,12.1,16.48,45.46
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,172.7,31.8,-0.01,-2.38,38.33,21.84,6.59,109.92
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,301.07,23.54,0.34,-0.23,4.02,11.18,22.88,14.04
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,29.84,26.73,-0.43,10.03,26.49,13.73,33.79,68.16
BKR,2026-03-03,2026-04-24,2026-04-27,70.0,62.0701,-11.33%,85.8598,62.0701,PENDING,,,69.12,52.35,-0.79,0.26,14.55,23.81,44.27,99.21
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,889.67,55.96,-0.05,7.09,22.05,35.6,52.6,190.78
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,326.22,4.83,-0.24,0.03,-0.29,5.69,17.69,14.75
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,76.03,9.54,-0.93,-0.31,-2.43,7.15,6.76,6.36
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,80.85,20.89,-0.2,1.32,-3.53,11.31,28.56,31.7
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,210.17,68.21,0.58,-2.74,24.47,84.22,29.43,132.53
