,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
2,^VIX,True,3,35,82,0,0,14,12.716804538013582,0.0,17.658234485655967,15.640000343322754,4.8960463003448575,-12.479017298167676,1.7566718267665795,3.8512610062783557
23,BKNG,False,6,29,64,0,18,0,0.0,5265.732743602082,0.0,5150.89990234375,-4.502262279588426,-2.369372483527386,-9.878802904233227,10.728090118799452
79,PAYX,False,14,14,92,0,4,0,0.0,111.86997847261796,0.0,107.19000244140625,-4.533306370884251,-15.143466504832789,-25.484699752241646,-24.103155171188085
96,VRSK,False,2,15,55,0,2,0,0.0,217.75020354373746,0.0,218.5,0.21556722622325408,-7.626137730412684,-26.223491523614374,-21.450036110913327
105,AOS,True,38,35,71,17,0,21,68.63087346106957,0.0,70.84862870442115,73.08999633789062,7.469481020577602,3.5022910831639638,3.447861804773132,2.619877683768387
155,XYZ,False,5,13,53,0,5,0,0.0,65.39260838305891,0.0,65.05000305175781,-0.42859141504535714,-16.312877598820677,-18.38142340958708,-27.31843234440468
160,BR,False,15,19,65,0,3,0,0.0,224.2805969746232,0.0,209.7899932861328,-7.156139558895676,-9.315905073477033,-12.833093101451187,-8.752126925150154
174,CAT,True,13,11,81,9,0,41,616.5652175800728,0.0,572.5114882630901,648.4099731445312,12.791483711587661,23.878212659085722,52.434423260379845,65.00952215568992
196,COIN,False,3,10,56,0,6,0,0.0,231.2158823400165,0.0,223.13999938964844,-8.96703498914106,-34.103123676312876,-43.90789553830105,-24.151059676444586
210,CMI,True,58,13,73,36,0,48,558.3423958680901,0.0,421.78976149057746,583.0700073242188,15.067494063701108,40.102794152769526,62.59842074066131,61.97880291239106
214,DVA,False,57,2,58,0,0,0,0.0,125.34466659684325,0.0,109.16999816894531,-5.23437407902543,-14.983260606230568,-27.85488178371726,-35.77101995357996
216,DECK,False,8,30,56,0,20,0,0.0,102.76559136646206,0.0,101.62000274658203,2.161457222774636,-1.3014727562217987,-5.98574688732833,-52.53841368600276
237,ELV,True,45,14,51,23,0,19,356.1602780357143,0.0,339.04174431930454,372.239990234375,9.260614507875056,6.978854820124678,26.837549636418146,-2.511884140489934
238,EME,True,28,29,91,8,0,52,657.6029895423363,0.0,673.0772434754198,702.8900146484375,15.030767532699087,1.9363042711250857,22.64591809327486,33.61162150719974
286,GDDY,False,27,28,127,0,6,0,0.0,125.31530431818801,0.0,105.9800033569336,-16.69548629143783,-20.147677530007687,-36.588284412936986,-48.4507975851346
325,JNJ,True,28,2,51,8,0,28,209.65870992342502,0.0,201.5364285087991,218.49000549316406,5.872951816030328,14.591015636566471,30.982355707480906,51.99335384189485
344,LYV,False,3,31,52,0,18,0,0.0,141.07843622617395,0.0,138.13999938964844,-2.0978076441014673,-12.147039834812261,-10.106070777864618,-0.5543188050976723
353,MLM,True,38,22,82,15,0,39,619.714341481603,0.0,617.9476492076358,652.0700073242188,2.859892862572309,3.308307683976719,13.757280519618803,18.67345622806777
355,MA,False,7,30,56,0,14,0,0.0,560.566279789829,0.0,532.8599853515625,-6.740221553420585,-6.707623772945805,-4.932504456163967,1.4916298605904836
359,MCK,True,5,30,57,1,0,31,801.4300428782711,0.0,855.2161999324725,817.0499877929688,-0.39012645011048463,3.876726503662037,14.676305387672912,39.99922818460653
382,NDSN,True,39,6,67,20,0,20,261.897632091466,0.0,227.84158551700008,273.94000244140625,13.961226756341302,15.632708728843717,25.394216589802205,26.23904659590653
384,NTRS,True,38,33,107,29,0,50,140.82743945009992,0.0,127.7097188026765,153.1199951171875,9.794914488529157,19.860806801921786,24.770770417424163,46.0142441003709
416,PTC,False,14,7,73,0,1,0,0.0,170.30436884201282,0.0,164.7100067138672,-7.55457798361485,-19.476898432414007,-18.20122853863374,-12.341664681156264
462,TDY,True,33,38,74,20,0,31,544.7994639397796,0.0,575.1175967231167,621.6199951171875,21.88388133849625,8.343354268790849,13.729001368707028,29.393640927260222
470,TSCO,True,2,96,61,0,0,36,50.00001936066423,0.0,60.32106461646405,53.400001525878906,3.891050468146463,-2.0757699108779395,-9.704672758302486,-4.535802321967004
486,UNH,True,34,23,55,11,0,31,330.32602576253277,0.0,349.2037919309805,354.4700012207031,8.261556008682717,-2.330984651231429,22.766609197248908,-30.817844300149748
503,WAT,True,13,14,51,5,0,28,380.1485896538539,0.0,385.6721344509147,400.4200134277344,5.922814253032161,14.657962039639907,35.446337250665934,-3.2357807230028097
