,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
31,CTSH,True,51,78,4,38,0,2,81.25990397861854,0.0,76.27707938191352
34,CPRT,False,51,6,25,0,2,0,0.0,43.51865714501947,0.0
35,CSGP,False,106,47,24,0,33,0,0.0,91.26566967368528,0.0
43,EA,True,74,2,36,48,0,15,203.64277695765568,0.0,167.44368452813086
68,MSTR,False,64,6,5,0,2,0,0.0,319.5730703150223,0.0
72,NFLX,False,56,10,19,0,4,0,0.0,117.75870061128927,0.0
81,PYPL,False,63,5,48,0,3,0,0.0,69.0784075452633,0.0
86,ROP,False,55,11,26,0,1,0,0.0,496.6031046133983,0.0
87,ROST,True,61,3,10,38,0,5,183.72365169021646,0.0,147.80221229210218
92,TMUS,False,96,25,8,0,12,0,0.0,249.1786024699998,0.0
96,TRI,False,51,10,49,0,8,0,0.0,155.98075404197385,0.0
99,WBD,True,57,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648
116,ALGN,True,69,45,6,26,0,4,160.3445019225053,0.0,193.43853620270235
117,ALLE,False,55,2,7,0,0,0,0.0,172.68862893353173,0.0
128,AME,True,58,17,39,39,0,18,205.07200093994618,0.0,184.30785611499218
140,T,False,76,33,19,0,11,0,0.0,28.088568627998196,0.0
178,CNC,True,51,13,39,23,0,23,42.94731607464099,0.0,35.726900256330886
209,CMI,True,51,13,73,29,0,48,525.2731310210468,0.0,421.7897614943465
211,DHR,True,72,27,19,35,0,9,229.4203410767448,0.0,202.53217906668203
225,DOV,True,58,33,7,29,0,4,193.7640839276962,0.0,175.1113902175843
229,DUK,False,52,25,14,0,18,0,0.0,124.95163375314871,0.0
230,DD,True,52,12,6,28,0,2,41.412477067259864,0.0,32.05679742190796
231,ETN,False,56,30,25,0,10,0,0.0,361.6119289874805,0.0
253,EXPE,True,57,18,34,29,0,25,281.4930831718479,0.0,215.59111737135146
261,FDX,True,53,11,34,39,0,14,296.3240245377633,0.0,233.7682692313065
269,FOXA,True,53,12,8,34,0,2,72.11119969306432,0.0,59.961307058199026
270,FOX,True,53,13,7,33,0,1,64.78668816100785,0.0,54.19138380199447
289,HAS,True,55,32,18,21,0,10,82.16323655369833,0.0,78.12891082460794
305,HII,True,189,5,22,88,0,15,350.48686510180363,0.0,191.11049710795857
387,NUE,True,53,34,11,26,0,5,160.34171161824,0.0,141.7802308049663
397,PH,True,55,26,25,29,0,13,880.7355823995674,0.0,744.8612670173025
398,PAYC,False,113,7,29,0,4,0,0.0,227.28279824096305,0.0
450,STLD,True,105,21,29,43,0,18,167.66629510327633,0.0,129.7126633415356
453,SMCI,False,55,31,24,0,17,0,0.0,50.61009488497797,0.0
469,TSCO,False,91,61,10,0,36,0,0.0,60.32106461649396,0.0
475,TYL,False,106,8,15,0,4,0,0.0,565.3071000048424,0.0
483,UPS,True,57,7,5,27,0,3,102.12861333935584,0.0,82.2565799588047
495,VST,False,58,28,13,0,9,0,0.0,195.62271586333716,0.0
