Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,182.92,99,99,97,63,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,160.09,98,97,99,97,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,143.67,97,96,96,79,"WDC,STX,AAPL,HPE,DELL,NTAP,SMCI,HPQ"
4,Construction & Engineering,Industrials,133.01,96,88,95,95,"FIX,EME,PWR,J"
5,Steel,Materials,132.91,95,83,65,35,"STLD,NUE"
6,Air Freight & Logistics,Industrials,132.5,94,93,76,23,"CHRW,FDX,EXPD,UPS"
7,Construction Machinery & Heavy Transportation Equipment,Industrials,131.38,93,94,80,57,"CAT,CMI,PCAR,WAB"
8,Broadcasting,Communication Services,128.68,92,98,98,85,"WBD,FOXA,FOX"
9,Passenger Airlines,Industrials,128.67,91,92,40,86,"LUV,DAL,UAL"
10,Communications Equipment,Information Technology,128.29,90,84,90,88,"CIEN,CSCO,ANET,FFIV,MSI"
11,Oil & Gas Equipment & Services,Energy,128.16,89,86,72,13,"HAL,SLB,BKR"
12,Agricultural Products & Services,Consumer Staples,123.99,88,73,79,59,"BG,ADM"
13,Cargo Ground Transportation,Industrials,123.57,87,79,18,4,"JBHT,ODFL"
14,Semiconductors,Information Technology,123.0,86,91,83,69,"MU,INTC,MPWR,ADI,AMD,ON,MCHP,TXN,AVGO,NVDA,FSLR,NXPI,MRVL,SWKS,QCOM,ARM"
15,Regional Banks,Financials,119.28,85,76,45,57,"CFG,KEY,FITB,RF,MTB,HBAN"
16,Specialty Chemicals,Materials,118.14,84,74,36,19,"ALB,DD,PPG,LYB,ECL,IFF,SHW"
17,Oil & Gas Refining & Marketing,Energy,118.11,83,72,87,26,"VLO,PSX,MPC"
18,Integrated Oil & Gas,Energy,117.89,82,58,60,32,"XOM,CVX"
19,Pharmaceuticals,Health Care,117.34,81,64,62,27,"VTRS,MRK,JNJ,LLY,BMY,PFE,ZTS"
20,Electronic Manufacturing Services,Information Technology,117.21,80,87,93,96,"JBL,TEL"
21,Biotechnology,Health Care,116.08,79,82,88,71,"MRNA,INSM,GILD,BIIB,INCY,AMGN,REGN,VRTX,ABBV,ALNY"
22,Interactive Media & Services,Communication Services,115.99,78,89,86,84,"GOOGL,GOOG,META,MTCH"
23,Automobile Manufacturers,Consumer Discretionary,114.49,77,95,92,68,"GM,F,TSLA"
24,Consumer Staples Merchandise Retail,Consumer Staples,114.39,76,80,51,70,"DG,DLTR,WMT,TGT,COST"
25,Diversified Banks,Financials,114.11,75,81,68,66,"C,USB,PNC,TFC,WFC,BAC,JPM"
26,Other Specialty Retail,Consumer Discretionary,113.9,74,63,64,90,"ULTA,TSCO"
27,Health Care Distributors,Health Care,113.6,73,69,91,54,"CAH,MCK,COR,HSIC"
28,Aerospace & Defense,Industrials,112.77,72,77,78,81,"HII,LMT,LHX,NOC,HWM,RTX,GE,BA,TXT,GD,TDG,AXON"
29,Independent Power Producers & Energy Traders,Utilities,110.9,71,60,85,89,"AES,NRG"
30,Apparel Retail,Consumer Discretionary,110.77,70,78,73,41,"ROST,TJX"
31,Electrical Components & Equipment,Industrials,110.6,69,58,58,74,"EMR,ROK,AME,GNRC,ETN"
32,Investment Banking & Brokerage,Financials,108.67,68,90,94,98,"GS,IBKR,MS,SCHW,RJF,HOOD"
33,Construction Materials,Materials,106.92,67,68,55,62,"MLM,CRH,VMC"
34,Oil & Gas Storage & Transportation,Energy,106.67,66,28,30,21,"TRGP,WMB,KMI,OKE"
35,Rail Transportation,Industrials,106.57,65,45,46,46,"CSX,NSC,UNP"
36,Industrial Machinery & Supplies & Components,Industrials,106.12,64,56,38,22,"NDSN,PH,SWK,DOV,IR,HUBB,IEX,GWW,ITW,FTV,SNA,XYL,OTIS,PNR"
37,Health Care Facilities,Health Care,105.53,63,62,84,27,"HCA,UHS"
38,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,105.43,62,70,43,75,"TPR,RL,NKE,LULU"
39,Industrial Conglomerates,Industrials,104.85,61,51,57,44,"HON,MMM"
40,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,104.33,60,42,47,53,"MNST,PEP,KO,KDP"
41,Tobacco,Consumer Staples,104.0,59,36,50,87,"PM,MO"
42,Oil & Gas Exploration & Production,Energy,103.07,58,35,48,14,"APA,DVN,COP,CTRA,FANG,OXY,TPL,EOG,EQT,EXE"
43,Casinos & Gaming,Consumer Discretionary,102.09,57,65,82,73,"WYNN,MGM,LVS"
44,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,101.82,56,71,42,80,"RCL,CCL,HLT,MAR,EXPE,NCLH,ABNB,BKNG"
45,Trading Companies & Distributors,Industrials,101.68,55,55,39,92,"FAST,URI"
46,Health Care REITs,Real Estate,101.53,54,54,77,45,"VTR,WELL,DOC"
47,Integrated Telecommunication Services,Communication Services,100.9,53,18,34,76,"VZ,T"
48,Building Products,Industrials,100.7,52,31,25,51,"JCI,AOS,ALLE,TT,MAS,CARR,BLDR,LII"
49,Automotive Retail,Consumer Discretionary,100.26,51,67,59,93,"CVNA,AZO,ORLY"
50,Paper & Plastic Packaging Products & Materials,Materials,100.17,50,29,9,10,"PKG,IP,AVY,SW,AMCR"
51,Fertilizers & Agricultural Chemicals,Materials,100.01,49,25,26,60,"CF,CTVA,MOS"
52,Retail REITs,Real Estate,99.93,48,39,41,25,"SPG,O,FRT,REG,KIM"
53,Consumer Finance,Financials,99.12,47,85,75,78,"AXP,SYF,COF"
54,Home Improvement Retail,Consumer Discretionary,98.78,46,47,23,40,"LOW,HD"
55,Asset Management & Custody Banks,Financials,98.77,45,66,44,72,"IVZ,NTRS,BK,BEN,STT,AMP,BLK,APO,TROW,BX,KKR,ARES"
56,Personal Care Products,Consumer Staples,98.58,44,52,33,52,"EL,PG,KVUE"
57,Hotel & Resort REITs,Real Estate,98.54,43,43,54,34,"HST,VICI"
58,Health Care Supplies,Health Care,98.04,42,49,16,5,"ALGN,COO,WST"
59,Multi-line Insurance,Financials,97.57,41,46,61,55,"L,AIZ,AIG"
60,Homebuilding,Consumer Discretionary,97.06,40,48,31,61,"PHM,DHI,NVR,LEN"
61,Health Care Services,Health Care,96.77,39,26,52,43,"CVS,DGX,LH,CI,DVA"
62,Multi-Utilities,Utilities,96.0,38,33,66,49,"NEE,NI,CNP,D,ED,PNW,SRE,XEL,AEE,DTE,PCG,CMS"
63,Life & Health Insurance,Financials,95.97,37,53,49,38,"PFG,GL,AFL,MET,PRU"
64,Life Sciences Tools & Services,Health Care,95.33,36,75,71,20,"CRL,TECH,TMO,DHR,MTD,IQV,A,WAT"
65,Restaurants,Consumer Discretionary,95.25,35,27,11,28,"DRI,SBUX,YUM,MCD,CMG,DPZ"
66,Distributors,Consumer Discretionary,95.24,34,11,10,31,"GPC,POOL"
67,Interactive Home Entertainment,Communication Services,95.02,33,61,81,77,"EA,TTWO"
68,Property & Casualty Insurance,Financials,94.84,32,40,53,39,"CB,CINF,HIG,TRV,ACGL,ALL,WRB,PGR"
69,--- Reference ---,--- Reference ---,94.65,31,22,70,48,"SPY,QQQ,^VIX"
70,Distillers & Vintners,Consumer Staples,94.05,30,6,2,3,"STZ,BF.B"
71,Industrial Gases,Materials,93.68,29,21,15,37,"APD,LIN"
72,Environmental & Facilities Services,Industrials,93.08,28,32,27,42,"ROL,WM,RSG,VLTO"
73,Electric Utilities,Utilities,92.9,27,38,67,65,"EIX,EVRG,ETR,AEP,FE,LNT,ES,WEC,DUK,PPL,SO,EXC,PEG,VST,CEG"
74,Data Center REITs,Real Estate,92.72,26,16,35,15,"DLR,EQIX"
75,Packaged Foods & Meats,Consumer Staples,92.41,25,9,17,12,"HSY,TSN,MDLZ,SJM,CAG,MKC,HRL,GIS,KHC,LW,CPB"
76,Household Products,Consumer Staples,92.31,24,3,4,11,"CL,CHD,CLX,KMB"
77,Electronic Equipment & Instruments,Information Technology,92.16,23,37,19,50,"KEYS,TDY,ZBRA,TRMB,ROP"
78,Self-Storage REITs,Real Estate,91.79,22,19,21,7,"PSA,EXR"
79,Broadline Retail,Consumer Discretionary,91.69,21,59,74,94,"EBAY,AMZN"
80,Cable & Satellite,Communication Services,89.55,20,0,0,2,"CMCSA,CHTR"
81,Health Care Equipment,Health Care,89.23,19,44,37,36,"MDT,BDX,HOLX,RMD,IDXX,RVTY,GEHC,DXCM,STE,EW,SYK,BAX,ZBH,ISRG,ABT,PODD,BSX"
82,Multi-Family Residential REITs,Real Estate,88.47,18,15,14,6,"EQR,UDR,CPT,ESS,MAA,AVB"
83,Diversified Support Services,Industrials,88.33,17,23,22,24,"LDOS,CTAS,CPRT"
84,Movies & Entertainment,Communication Services,86.68,16,30,69,91,"TKO,LYV,DIS,PSKY,NFLX"
85,Real Estate Services,Real Estate,83.36,15,17,28,82,"CBRE,CSGP"
86,Financial Exchanges & Data,Financials,82.95,14,34,32,58,"CBOE,CME,ICE,NDAQ,MSCI,MCO,SPGI,COIN,FDS"
87,IT Consulting & Other Services,Information Technology,82.04,13,50,20,1,"IBM,EPAM,CTSH,ACN,IT"
88,Office REITs,Real Estate,81.92,12,2,8,9,"BXP,ARE"
89,Telecom Tower REITs,Real Estate,80.7,11,7,24,30,"AMT,CCI,SBAC"
90,Internet Services & Infrastructure,Information Technology,80.29,10,12,29,18,"AKAM,VRSN,GDDY"
91,Transaction & Payment Processing Services,Financials,77.13,9,10,5,16,"CPAY,JKHY,V,MA,GPN,XYZ,FIS,FISV,PYPL"
92,Systems Software,Information Technology,75.95,8,14,56,33,"FTNT,GEN,CRWD,MSFT,PANW,NOW"
93,Managed Health Care,Health Care,74.55,7,13,7,0,"ELV,CNC,UNH,HUM,MOH"
94,Insurance Brokers,Financials,74.05,6,5,6,17,"WTW,AON,MRSH,ERIE,AJG,BRO"
95,Publishing,Communication Services,73.74,5,20,13,47,"NWS,NWSA"
96,Application Software,Information Technology,73.29,4,41,63,83,"APP,PLTR,SNPS,CDNS,PTC,ADSK,FICO,DDOG,ORCL,CRM,ADBE,INTU,TYL,WDAY"
97,Research & Consulting Services,Industrials,70.23,3,8,1,8,"EFX,VRSK"
98,EDP Services,Technology,68.3,2,24,89,64,"PDD,ZS"
99,Human Resource & Employment Services,Industrials,67.27,1,1,3,29,"ADP,PAYX,PAYC"
100,Advertising,Communication Services,63.82,0,0,0,0,"OMC,TTD"
101,Computer Software,Technology,54.52,0,4,12,67,"SHOP,TRI,TEAM,MSTR"
