ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,127.79,12.51,1.17,0.02,-6.07,-2.52,8.81,28.21
ALB,2026-05-19,165.8772,221.0,221.0,165.65,17.41,-1.6,-6.05,-14.97,1.3,29.98,195.66
AMP,2026-05-21,450.3206,485.2877,485.2877,455.09,-6.57,3.21,3.46,-4.12,-3.41,0.29,-10.15
ARES,2026-06-03,122.0398,131.7,131.7,130.5,-18.16,6.01,3.57,6.13,13.02,-16.75,-19.97
CF,2026-04-08,122.6872,141.3828,141.3828,117.52,53.39,0.79,0.88,-7.84,6.52,50.22,30.03
CF,2026-05-07,113.4321,141.3828,141.3828,117.52,53.39,0.79,0.88,-7.84,6.52,50.22,30.03
CF,2026-05-27,113.8447,141.3828,141.3828,117.52,53.39,0.79,0.88,-7.84,6.52,50.22,30.03
CF,2026-05-29,111.5084,141.3828,141.3828,117.52,53.39,0.79,0.88,-7.84,6.52,50.22,30.03
CMI,2026-05-19,650.1552,715.8317,715.8317,678.1,33.71,-0.62,1.41,0.79,22.33,36.1,112.33
CMI,2026-05-21,634.4179,715.8317,715.8317,678.1,33.71,-0.62,1.41,0.79,22.33,36.1,112.33
CRWD,2026-06-04,678.6519,785.66,785.66,719.09,53.4,-3.81,7.17,50.9,68.74,39.21,47.13
DASH,2026-05-13,148.3942,191.17,191.17,160.07,-29.32,3.55,2.15,-3.65,-12.76,-26.23,-25.1
DIS,2026-06-03,99.3203,110.48,110.48,99.34,-12.68,-0.05,-4.23,-1.13,-3.0,-4.6,-11.59
EIX,2026-04-13,71.832,76.22,76.22,71.81,22.87,1.34,2.18,4.27,2.05,29.06,35.85
EIX,2026-05-18,67.8271,76.22,76.22,71.81,22.87,1.34,2.18,4.27,2.05,29.06,35.85
EME,2026-05-19,853.6502,951.96,951.96,845.43,38.34,0.7,-0.36,-9.41,17.64,39.58,75.09
