Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,186.25,99,98,98,93,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,156.96,98,97,96,99,"GLW,APH"
3,Communications Equipment,Information Technology,153.98,97,93,88,91,"CIEN,ANET,MSI,CSCO,FFIV"
4,Construction & Engineering,Industrials,150.06,96,96,91,95,"FIX,PWR,EME,J"
5,"Technology Hardware, Storage & Peripherals",Information Technology,143.45,95,95,94,94,"WDC,STX,DELL,AAPL,HPE,NTAP,SMCI,HPQ"
6,Oil & Gas Refining & Marketing,Energy,137.94,94,72,56,83,"VLO,MPC,PSX"
7,Agricultural Products & Services,Consumer Staples,132.56,93,90,69,52,"BG,ADM"
8,Integrated Oil & Gas,Energy,129.66,92,82,39,44,"XOM,CVX"
9,Oil & Gas Equipment & Services,Energy,127.71,91,92,58,51,"HAL,BKR,SLB"
10,Oil & Gas Exploration & Production,Energy,127.52,90,61,33,27,"APA,TPL,DVN,OXY,COP,CTRA,FANG,EOG,EQT,EXE"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,125.99,89,94,86,66,"CAT,CMI,WAB,PCAR"
12,Apparel Retail,Consumer Discretionary,120.19,88,71,90,67,"ROST,TJX"
13,Fertilizers & Agricultural Chemicals,Materials,118.55,87,54,14,69,"CF,CTVA,MOS"
14,Semiconductors,Information Technology,118.33,86,86,78,76,"MU,INTC,MPWR,AMD,ADI,ON,NVDA,MRVL,AVGO,FSLR,TXN,MCHP,ARM,NXPI,QCOM,SWKS"
15,Oil & Gas Storage & Transportation,Energy,118.17,85,69,29,26,"TRGP,WMB,KMI,OKE"
16,Air Freight & Logistics,Industrials,117.47,84,89,87,35,"FDX,CHRW,EXPD,UPS"
17,Specialty Chemicals,Materials,116.77,83,84,59,17,"ALB,LYB,DD,ECL,IFF,PPG,SHW"
18,Aerospace & Defense,Industrials,116.65,82,81,66,79,"HII,LHX,HWM,LMT,NOC,RTX,GE,GD,TXT,BA,TDG,AXON"
19,Cargo Ground Transportation,Industrials,115.74,81,85,75,5,"JBHT,ODFL"
20,Broadcasting,Communication Services,115.33,80,88,97,97,"WBD,FOXA,FOX"
21,Electronic Manufacturing Services,Information Technology,114.59,79,83,82,96,"JBL,TEL"
22,Biotechnology,Health Care,112.9,78,74,79,64,"MRNA,GILD,BIIB,INCY,REGN,AMGN,INSM,VRTX,ABBV,ALNY"
23,Data Center REITs,Real Estate,112.68,77,46,6,28,"EQIX,DLR"
24,Health Care REITs,Real Estate,112.18,76,59,63,58,"VTR,WELL,DOC"
25,Pharmaceuticals,Health Care,111.65,75,79,68,19,"VTRS,JNJ,MRK,BMY,PFE,LLY,ZTS"
26,--- Reference ---,--- Reference ---,111.12,74,39,51,48,"^VIX,QQQ,SPY"
27,Multi-Utilities,Utilities,110.48,73,42,49,47,"NEE,SRE,PCG,CNP,NI,PNW,XEL,AEE,ED,DTE,CMS,D"
28,Health Care Distributors,Health Care,110.06,72,70,84,60,"CAH,MCK,COR,HSIC"
29,Steel,Materials,109.95,71,87,93,50,"STLD,NUE"
30,Interactive Media & Services,Communication Services,109.87,70,64,83,89,"GOOGL,GOOG,MTCH,META"
31,Independent Power Producers & Energy Traders,Utilities,109.51,69,75,73,88,"AES,NRG"
32,Consumer Staples Merchandise Retail,Consumer Staples,109.39,68,80,80,41,"TGT,WMT,DG,DLTR,COST"
33,Electric Utilities,Utilities,109.3,67,40,53,62,"EIX,FE,AEP,ETR,EVRG,ES,EXC,LNT,DUK,PPL,WEC,SO,PEG,CEG,VST"
34,Integrated Telecommunication Services,Communication Services,108.41,66,48,23,56,"VZ,T"
35,Electrical Components & Equipment,Industrials,108.22,65,76,46,61,"GNRC,AME,ETN,ROK,EMR"
36,Retail REITs,Real Estate,106.43,64,51,36,36,"REG,KIM,SPG,O,FRT"
37,Automobile Manufacturers,Consumer Discretionary,106.36,63,78,95,86,"GM,TSLA,F"
38,Health Care Facilities,Health Care,106.11,62,73,85,59,"HCA,UHS"
39,Rail Transportation,Industrials,104.62,61,66,60,54,"CSX,NSC,UNP"
40,Passenger Airlines,Industrials,104.21,60,91,89,77,"LUV,DAL,UAL"
41,Industrial Gases,Materials,102.73,59,33,9,23,"LIN,APD"
42,Tobacco,Consumer Staples,102.16,58,62,38,71,"MO,PM"
43,Broadline Retail,Consumer Discretionary,102.06,58,19,54,80,"EBAY,AMZN"
44,Investment Banking & Brokerage,Financials,100.8,56,56,92,98,"IBKR,GS,MS,SCHW,HOOD,RJF"
45,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,100.44,55,57,57,21,"MNST,KO,PEP,KDP"
46,Hotel & Resort REITs,Real Estate,100.43,54,52,42,42,"HST,VICI"
47,Industrial Machinery & Supplies & Components,Industrials,100.23,53,63,45,24,"PH,NDSN,HUBB,DOV,SNA,IEX,ITW,GWW,FTV,IR,SWK,XYL,PNR,OTIS"
48,Regional Banks,Financials,100.06,52,77,71,68,"CFG,KEY,MTB,RF,FITB,HBAN"
49,Industrial Conglomerates,Industrials,99.97,51,55,47,31,"HON,MMM"
50,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,99.42,50,65,77,75,"TPR,RL,NKE,LULU"
51,Diversified Banks,Financials,99.33,49,67,76,78,"C,USB,PNC,JPM,TFC,BAC,WFC"
52,Health Care Services,Health Care,99.17,48,41,35,53,"DVA,DGX,LH,CVS,CI"
53,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,97.94,47,45,62,70,"MAR,EXPE,HLT,RCL,ABNB,NCLH,CCL,BKNG"
54,Electronic Equipment & Instruments,Information Technology,97.74,46,27,27,39,"KEYS,TDY,TRMB,ZBRA,ROP"
55,Trading Companies & Distributors,Industrials,96.99,45,50,41,87,"FAST,URI"
56,Interactive Home Entertainment,Communication Services,96.97,44,29,74,72,"EA,TTWO"
57,Property & Casualty Insurance,Financials,96.74,43,31,52,40,"CB,TRV,CINF,HIG,ALL,ACGL,WRB,PGR"
58,Casinos & Gaming,Consumer Discretionary,96.53,42,44,83,82,"MGM,LVS,WYNN"
59,Health Care Supplies,Health Care,95.56,41,49,48,4,"ALGN,WST,COO"
60,Self-Storage REITs,Real Estate,95.24,40,32,17,13,"PSA,EXR"
61,Multi-line Insurance,Financials,95.2,39,35,67,45,"L,AIZ,AIG"
62,Building Products,Industrials,93.23,38,47,26,30,"JCI,TT,ALLE,CARR,AOS,LII,MAS,BLDR"
63,Household Products,Consumer Staples,92.84,37,34,4,6,"CL,CHD,CLX,KMB"
64,Restaurants,Consumer Discretionary,92.82,36,30,31,15,"YUM,SBUX,MCD,DRI,DPZ,CMG"
65,Environmental & Facilities Services,Industrials,92.57,35,26,37,34,"WM,RSG,ROL,VLTO"
66,Other Specialty Retail,Consumer Discretionary,92.05,34,68,65,73,"ULTA,TSCO"
67,Life & Health Insurance,Financials,91.99,33,37,55,37,"PFG,GL,AFL,PRU,MET"
68,Personal Care Products,Consumer Staples,91.95,32,58,50,18,"EL,PG,KVUE"
69,Construction Materials,Materials,91.37,31,53,70,74,"MLM,VMC,CRH"
70,Home Improvement Retail,Consumer Discretionary,90.54,30,43,28,57,"LOW,HD"
71,Asset Management & Custody Banks,Financials,90.19,29,38,61,65,"IVZ,BK,STT,NTRS,BEN,BLK,TROW,AMP,APO,BX,KKR,ARES"
72,Financial Exchanges & Data,Financials,89.79,28,13,30,29,"CBOE,CME,MSCI,NDAQ,ICE,MCO,SPGI,COIN,FDS"
73,Internet Services & Infrastructure,Information Technology,89.62,27,14,19,20,"AKAM,VRSN,GDDY"
74,Paper & Plastic Packaging Products & Materials,Materials,89.42,26,60,20,14,"PKG,SW,AVY,AMCR,IP"
75,Movies & Entertainment,Communication Services,89.3,25,17,34,90,"LYV,TKO,NFLX,DIS,PSKY"
76,Automotive Retail,Consumer Discretionary,89.2,24,28,72,92,"CVNA,ORLY,AZO"
77,Multi-Family Residential REITs,Real Estate,87.53,23,20,18,7,"EQR,UDR,CPT,ESS,MAA,AVB"
78,Telecom Tower REITs,Real Estate,87.42,22,18,11,10,"AMT,CCI,SBAC"
79,Health Care Equipment,Health Care,87.22,21,23,40,25,"HOLX,EW,BDX,IDXX,SYK,MDT,ISRG,DXCM,ZBH,RMD,GEHC,STE,RVTY,ABT,PODD,BSX,BAX"
80,Homebuilding,Consumer Discretionary,86.95,20,55,32,55,"PHM,DHI,NVR,LEN"
81,Consumer Finance,Financials,86.54,19,36,81,81,"SYF,AXP,COF"
82,Distillers & Vintners,Consumer Staples,86.28,18,24,15,0,"STZ,BF.B"
83,Life Sciences Tools & Services,Health Care,85.48,17,21,64,9,"TMO,MTD,CRL,TECH,DHR,IQV,A,WAT"
84,Diversified Support Services,Industrials,85.42,16,16,24,33,"LDOS,CTAS,CPRT"
85,Packaged Foods & Meats,Consumer Staples,84.66,15,25,21,12,"HSY,TSN,SJM,MDLZ,HRL,KHC,CAG,MKC,GIS,LW,CPB"
86,Publishing,Communication Services,84.33,14,7,13,49,"NWSA,NWS"
87,Cable & Satellite,Communication Services,82.82,13,22,0,2,"CMCSA,CHTR"
88,Systems Software,Information Technology,79.79,12,5,22,38,"CRWD,FTNT,PANW,MSFT,GEN,NOW"
