ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ACN,2026-09-08,178.4848,195.32,195.32,193.4,-26.43,-0.82,8.03,9.33,18.36,-0.97,-17.25
ADI,2026-09-01,350.5337,395.7443,395.7443,361.35,34.43,0.09,-0.51,-6.92,-15.23,16.89,49.21
ARM,2026-06-24,349.4112,452.7,452.7,241.83,121.23,1.18,-7.53,-13.46,-41.38,98.71,60.54
ARM,2026-06-29,311.0174,452.7,452.7,241.83,121.23,1.18,-7.53,-13.46,-41.38,98.71,60.54
BAX,2026-09-01,25.3249,29.9884,29.9884,23.71,24.24,-0.63,-4.63,-11.26,13.98,38.94,-0.98
BAX,2026-09-10,24.0986,29.9884,29.9884,23.71,24.24,-0.63,-4.63,-11.26,13.98,38.94,-0.98
BAX,2026-09-11,23.7067,29.9884,29.9884,23.71,24.24,-0.63,-4.63,-11.26,13.98,38.94,-0.98
BAX,2026-09-15,23.1688,29.9884,29.9884,23.71,24.24,-0.63,-4.63,-11.26,13.98,38.94,-0.98
BF.B,2026-08-31,26.3346,29.4395,29.4395,26.18,3.14,-0.23,-0.8,-7.1,-1.99,15.39,-1.53
BF.B,2026-09-01,26.0267,29.4395,29.4395,26.18,3.14,-0.23,-0.8,-7.1,-1.99,15.39,-1.53
CRL,2026-09-14,270.925,303.31,303.31,272.88,36.8,-0.08,-2.81,-2.56,44.79,79.56,78.48
CTAS,2026-09-02,197.7274,218.6021,218.6021,198.95,6.59,-0.93,-0.77,-0.29,14.15,3.77,-0.7
ECHO,2026-05-22,122.8942,147.25,147.25,92.1,-15.27,-1.91,-1.41,0.23,-21.86,-19.44,22.98
ECHO,2026-06-12,106.9477,147.25,147.25,92.1,-15.27,-1.91,-1.41,0.23,-21.86,-19.44,22.98
ECHO,2026-07-27,86.0738,147.25,147.25,92.1,-15.27,-1.91,-1.41,0.23,-21.86,-19.44,22.98
ECHO,2026-07-28,84.6654,147.25,147.25,92.1,-15.27,-1.91,-1.41,0.23,-21.86,-19.44,22.98
ECHO,2026-07-29,83.0113,147.25,147.25,92.1,-15.27,-1.91,-1.41,0.23,-21.86,-19.44,22.98
F,2026-06-05,14.6293,17.5895,17.5895,13.5,6.46,-2.6,-3.57,-6.05,-7.61,18.0,20.97
F,2026-07-02,13.2013,17.5895,17.5895,13.5,6.46,-2.6,-3.57,-6.05,-7.61,18.0,20.97
F,2026-09-10,13.2413,17.5895,17.5895,13.5,6.46,-2.6,-3.57,-6.05,-7.61,18.0,20.97
FCX,2026-09-10,69.9086,80.24,80.24,69.38,37.58,0.06,-9.45,4.35,-0.83,20.32,56.81
FOXA,2026-09-08,64.563,70.6379,70.6379,67.57,-6.66,-1.4,3.59,-1.7,23.94,18.01,17.08
FOXA,2026-09-09,63.695,70.6379,70.6379,67.57,-6.66,-1.4,3.59,-1.7,23.94,18.01,17.08
FOXA,2026-09-10,63.065,70.6379,70.6379,67.57,-6.66,-1.4,3.59,-1.7,23.94,18.01,17.08
FSLR,2026-06-09,258.9046,320.95,320.95,202.34,-22.54,-2.27,-5.12,-10.29,-26.02,1.43,0.32
FSLR,2026-06-29,228.8069,320.95,320.95,202.34,-22.54,-2.27,-5.12,-10.29,-26.02,1.43,0.32
FSLR,2026-07-02,222.6208,320.95,320.95,202.34,-22.54,-2.27,-5.12,-10.29,-26.02,1.43,0.32
FSLR,2026-07-16,211.4059,320.95,320.95,202.34,-22.54,-2.27,-5.12,-10.29,-26.02,1.43,0.32
FSLR,2026-07-17,207.9116,320.95,320.95,202.34,-22.54,-2.27,-5.12,-10.29,-26.02,1.43,0.32
GOOG,2026-09-01,330.4742,381.5623,381.5623,341.43,9.02,-1.24,1.8,-0.55,-6.93,12.3,41.82
