,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
76,PCAR,True,52,4,19,38,0,5,121.88873699864169,0.0,94.04527657454118,127.3499984741211,-0.05493619198723158,3.6123949879764568,10.450993151278649,28.454452744021623,34.16414754181372,22.145775094261865
128,AME,True,76,17,39,54,0,18,219.735026426502,0.0,184.30785738563205,231.91000366210938,0.9225860298175567,3.540498297096491,9.816276022963184,17.273261299135648,27.661951037669652,29.540672791893137
148,BDX,True,60,10,19,26,0,5,198.34987761914093,0.0,184.2247951863355,210.02000427246094,1.6996803346042464,3.2140793602526836,3.6061355219192937,19.71377493668957,13.123845142163093,-12.444443143920255
159,BMY,True,68,2,19,39,0,5,55.568935814477705,0.0,42.4186327398718,61.9900016784668,4.14986761039405,12.606725772185168,9.291255896235933,34.974349543903294,40.17779384160985,9.063041340957446
206,CTVA,True,62,42,12,36,0,5,70.8630737787819,0.0,71.65602182066175,72.5999984741211,0.17938077994792598,-0.27473155117112247,5.923544651826786,14.33045900020305,2.704071660165519,14.924565493972358
225,DOV,True,76,33,7,39,0,4,204.75168326262258,0.0,175.11139021729272,223.66000366210938,2.8085499998351726,11.003026236801345,12.17775011770497,24.846320394253816,29.292692825436657,10.47222642606104
230,DD,True,70,12,6,38,0,2,43.186116623756675,0.0,32.056797427357004,46.72999954223633,2.298597263672909,6.397999750550751,8.096229556006472,18.516709323045493,59.21267765551388,47.96628612320795
254,EXPD,True,67,30,31,40,0,19,158.64091026801006,0.0,120.71191068487241,165.0399932861328,0.769321355615501,2.8030398580991487,5.188017658572279,20.29411166091132,40.5180260836414,49.40582993013148
261,FDX,True,71,11,34,50,0,14,336.3921747565418,0.0,233.76826923128345,369.2300109863281,1.4479667147427258,14.578746621048294,20.141225106098563,44.91313754474215,66.25158262157159,49.7430194701722
289,HAS,True,73,32,18,33,0,10,89.72774599955792,0.0,78.12891082460804,93.83999633789062,-1.666146874358671,5.072219127903202,7.837278738125099,23.21046108222852,23.526058605751306,65.67922232924201
299,HST,True,63,5,6,26,0,3,18.44154392790012,0.0,15.859986653266288,19.350000381469727,1.842107270893298,4.425254530158701,8.768967878921215,21.69962951991018,30.69088836675375,25.23108869742286
307,IEX,True,52,4,19,38,0,4,195.19195020878163,0.0,162.25738554618798,211.3699951171875,-0.7373003222589715,6.456807790674163,17.53626950061308,26.07190998842064,34.393044488600694,8.650096082199301
320,JBHT,True,52,5,29,31,0,17,211.0125277234698,0.0,163.85045181461365,227.91000366210938,1.180911725686737,12.42600744362746,11.819250059966095,34.21722322765234,63.34607980825826,35.241494228134876
349,MTB,True,52,4,5,40,0,3,223.13385459331326,0.0,180.8309144046628,238.00999450683594,1.739758922354067,7.419771015560286,13.581479857124435,30.843612997002335,31.544354008642607,23.38424752623974
360,MRK,True,60,6,24,34,0,11,111.70369075955706,0.0,84.60844994103249,121.93000030517578,1.8204595450319678,10.574049167564327,12.274403331811437,45.71885456816809,54.51891878199141,41.08828500707401
387,NUE,True,71,34,11,36,0,5,176.60185998954768,0.0,141.78023080289648,192.83999633789062,3.399461843372989,8.507762217720561,17.007462650638995,33.216869240261005,40.9991759589769,47.11235550777255
397,PH,True,73,26,25,38,0,13,927.2111561783095,0.0,744.8612670173152,976.489990234375,0.9166816686248059,4.343687191441774,7.496777208883494,26.409827071157583,35.23311651882758,43.13455566795435
405,PNC,True,52,37,33,38,0,16,228.72400672656812,0.0,195.60517259509302,242.47999572753906,1.6645009903722676,8.589338295412203,12.979693802762487,32.68596419362343,31.778442748800583,26.358102576466074
407,PPG,True,52,17,6,35,0,4,116.02881256386513,0.0,99.43767550773605,126.51000213623047,1.679797458642635,9.409327286385361,21.761309218768368,32.41574306460973,20.90265626226978,15.35318616211355
450,STLD,True,123,21,29,48,0,18,181.25937388202442,0.0,129.7126734640387,202.38999938964844,4.8544165940236494,12.70813116592881,20.592264304080395,31.696234158570086,66.88527019930109,58.64954551840123
492,VTRS,True,60,3,13,41,0,7,13.21312238497809,0.0,10.058544416480945,14.579999923706055,1.673638553447659,11.382733030935768,17.014445257372284,37.201928335544316,58.856793370512946,39.915769967704925
498,GWW,True,52,44,20,36,0,7,1087.0125281056587,0.0,982.6707964652043,1197.6500244140625,1.2255419600892044,10.899687889544639,19.207114020887474,24.74057063462629,27.675373992331785,15.864381095084228
