Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,170.18,98,99,98,77,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,154.34,97,98,96,98,"GLW,APH"
3,Construction & Engineering,Industrials,141.15,96,89,94,94,"FIX,PWR,EME,J"
4,Communications Equipment,Information Technology,136.5,95,85,89,92,"CIEN,ANET,CSCO,MSI,FFIV"
5,"Technology Hardware, Storage & Peripherals",Information Technology,133.13,94,97,95,90,"WDC,STX,DELL,AAPL,HPE,NTAP,SMCI,HPQ"
6,Oil & Gas Refining & Marketing,Energy,130.13,93,82,76,63,"VLO,MPC,PSX"
7,Oil & Gas Equipment & Services,Energy,127.4,92,91,64,25,"HAL,BKR,SLB"
8,Integrated Oil & Gas,Energy,126.15,91,84,45,37,"XOM,CVX"
9,Agricultural Products & Services,Consumer Staples,125.44,90,88,67,53,"BG,ADM"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,125.18,89,93,86,61,"CAT,CMI,WAB,PCAR"
11,Broadcasting,Communication Services,124.82,88,95,97,96,"WBD,FOX,FOXA"
12,Aerospace & Defense,Industrials,122.62,87,72,68,73,"HII,LMT,HWM,LHX,NOC,RTX,GE,TXT,GD,BA,TDG,AXON"
13,Air Freight & Logistics,Industrials,121.97,86,96,77,29,"CHRW,FDX,EXPD,UPS"
14,Cargo Ground Transportation,Industrials,119.47,85,92,62,5,"JBHT,ODFL"
15,--- Reference ---,--- Reference ---,119.45,84,53,59,31,"^VIX,QQQ,SPY"
16,Oil & Gas Exploration & Production,Energy,119.34,83,62,51,19,"TPL,APA,COP,DVN,OXY,FANG,CTRA,EOG,EQT,EXE"
17,Apparel Retail,Consumer Discretionary,119.08,82,73,80,57,"ROST,TJX"
18,Oil & Gas Storage & Transportation,Energy,117.18,81,63,40,24,"TRGP,WMB,KMI,OKE"
19,Specialty Chemicals,Materials,116.11,80,83,52,16,"ALB,DD,LYB,ECL,IFF,PPG,SHW"
20,Steel,Materials,115.57,79,94,83,41,"STLD,NUE"
21,Health Care Distributors,Health Care,114.91,78,76,83,54,"CAH,MCK,COR,HSIC"
