ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AEP,2026-05-13,127.059,138.4346,138.4346,129.31,13.85,0.06,2.0,0.55,-2.91,14.89,29.49
AMP,2026-05-21,450.3206,485.2877,485.2877,459.88,-5.59,0.16,2.34,-2.58,5.13,-7.16,-9.61
APP,2026-06-09,511.8378,622.0,622.0,520.86,-22.7,4.85,-7.6,7.36,14.9,-27.35,36.86
APP,2026-06-11,475.2111,622.0,622.0,520.86,-22.7,4.85,-7.6,7.36,14.9,-27.35,36.86
ARM,2026-06-09,303.1942,427.99,427.99,412.55,277.41,8.33,19.1,80.55,238.99,203.03,197.61
CAT,2026-06-10,855.2696,946.83,946.83,933.93,63.72,2.57,2.0,1.49,33.71,49.92,161.54
CMI,2026-05-19,650.1552,715.8317,715.8317,679.71,34.03,3.05,1.05,-4.83,25.1,30.71,112.66
CMI,2026-05-21,634.4179,715.8317,715.8317,679.71,34.03,3.05,1.05,-4.83,25.1,30.71,112.66
COP,2026-06-15,111.9707,121.52,121.52,112.26,21.75,-4.03,-5.58,-5.64,-6.78,17.85,22.48
CRWD,2026-06-04,678.6519,785.66,785.66,692.91,47.82,1.48,5.18,19.48,63.48,33.86,43.84
CRWD,2026-06-09,626.2263,785.66,785.66,692.91,47.82,1.48,5.18,19.48,63.48,33.86,43.84
CSCO,2026-06-09,117.1976,130.37,130.37,120.17,57.69,-0.77,-3.21,4.02,53.13,53.23,88.84
DASH,2026-05-13,148.3942,191.17,191.17,168.09,-25.78,11.63,10.23,9.36,0.18,-25.13,-22.4
DASH,2026-06-11,146.7021,191.17,191.17,168.09,-25.78,11.63,10.23,9.36,0.18,-25.13,-22.4
DD,2026-06-10,45.0511,51.4359,51.4359,48.54,21.71,0.58,3.3,-3.69,7.34,17.93,72.65
DIS,2026-06-03,99.3203,110.48,110.48,101.69,-10.62,1.65,2.85,-3.54,3.07,-8.15,-13.32
EIX,2026-04-13,71.832,76.22,76.22,72.14,23.44,-1.11,1.84,1.99,0.06,27.89,51.73
EIX,2026-05-18,67.8271,76.22,76.22,72.14,23.44,-1.11,1.84,1.99,0.06,27.89,51.73
F,2026-06-05,14.7877,17.78,17.78,14.77,15.23,-0.47,-1.53,2.0,27.72,10.92,47.18
FANG,2026-05-06,192.2517,213.3366,213.3366,189.96,27.82,-1.13,-4.16,-5.14,4.76,22.36,30.49
FANG,2026-05-07,186.9795,213.3366,213.3366,189.96,27.82,-1.13,-4.16,-5.14,4.76,22.36,30.49
FANG,2026-06-15,184.167,213.3366,213.3366,189.96,27.82,-1.13,-4.16,-5.14,4.76,22.36,30.49
FSLR,2026-06-09,258.9046,320.95,320.95,273.51,4.7,2.32,-0.68,18.09,37.11,0.25,62.97
FTNT,2026-06-09,135.3961,150.07,150.07,149.49,88.25,2.18,4.51,22.67,76.93,81.27,47.05
GM,2026-02-23,78.1928,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-02-27,77.9159,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-03-02,77.0316,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-03-03,75.545,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-03-06,73.7015,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-03-09,72.8062,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
GM,2026-05-19,71.7296,87.224,87.224,84.07,3.85,3.15,0.36,8.36,15.49,4.45,72.23
KR,2026-04-01,69.6666,76.1787,76.1787,64.06,3.59,-1.0,1.75,-3.58,-13.55,4.04,0.52
KR,2026-04-08,70.2149,76.1787,76.1787,64.06,3.59,-1.0,1.75,-3.58,-13.55,4.04,0.52
KR,2026-05-11,64.17,76.1787,76.1787,64.06,3.59,-1.0,1.75,-3.58,-13.55,4.04,0.52
KR,2026-05-12,63.7399,76.1787,76.1787,64.06,3.59,-1.0,1.75,-3.58,-13.55,4.04,0.52
KR,2026-05-29,62.0215,76.1787,76.1787,64.06,3.59,-1.0,1.75,-3.58,-13.55,4.04,0.52
LYB,2026-04-08,72.486,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
LYB,2026-05-29,65.8417,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
LYB,2026-06-05,64.393,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
LYB,2026-06-08,63.6934,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
LYB,2026-06-09,62.9652,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
LYB,2026-06-15,60.9327,83.071,83.071,63.3,49.51,-1.98,-1.75,-12.7,-10.01,43.51,13.41
MSCI,2026-06-09,596.278,644.68,644.68,611.17,7.33,2.01,1.36,7.67,11.52,12.04,11.62
ON,2026-06-09,109.9016,134.92,134.92,125.9,132.5,7.8,4.14,6.36,110.25,124.94,137.64
