Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,204.67,99,99,99,98,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
2,"Technology Hardware, Storage & Peripherals",Information Technology,196.9,99,97,95,94,"WDC,STX,DELL,HPE,NTAP,AAPL,HPQ,SMCI"
3,Semiconductors,Information Technology,185.11,98,95,85,90,"MU,INTC,AMD,MRVL,ON,ARM,MPWR,TXN,QCOM,ADI,NXPI,MCHP,AVGO,FSLR,NVDA,SWKS"
4,Electronic Components,Information Technology,183.58,97,99,99,99,"COHR,GLW,APH"
5,Semiconductor Materials & Equipment,Information Technology,176.66,96,98,97,97,"TER,LRCX,AMAT,KLAC,Q"
6,Wireless Telecommunication Services,Communication Services,145.07,95,96,98,99,"SATS,TMUS"
7,Steel,Materials,144.88,94,93,88,81,"NUE,STLD"
8,Construction & Engineering,Industrials,132.29,93,94,96,93,"FIX,PWR,EME,J"
9,Cargo Ground Transportation,Industrials,125.71,92,91,92,45,"JBHT,ODFL"
10,Oil & Gas Equipment & Services,Energy,122.65,91,92,94,66,"HAL,SLB,BKR"
11,Oil & Gas Refining & Marketing,Energy,119.48,90,89,84,82,"VLO,MPC,PSX"
12,Construction Machinery & Heavy Transportation Equipment,Industrials,118.9,89,90,93,85,"CAT,CMI,WAB,PCAR"
13,Interactive Media & Services,Communication Services,118.4,88,85,74,95,"GOOGL,GOOG,META"
14,Electronic Manufacturing Services,Information Technology,118.33,87,84,77,89,"JBL,TEL"
15,Electrical Components & Equipment,Industrials,117.19,86,88,91,74,"VRT,GNRC,ROK,ETN,AME,EMR"
16,Managed Health Care,Health Care,116.81,85,67,14,19,"CNC,HUM,UNH,ELV"
17,Agricultural Products & Services,Consumer Staples,113.63,84,86,90,78,"ADM,BG"
18,Broadline Retail,Consumer Discretionary,112.14,83,73,33,63,"EBAY,AMZN"
19,Broadcasting,Communication Services,112.08,82,81,83,96,"WBD,FOXA,FOX"
20,Air Freight & Logistics,Industrials,109.36,81,87,89,79,"FDX,CHRW,EXPD,UPS"
21,Automobile Manufacturers,Consumer Discretionary,107.55,80,56,70,91,"F,GM,TSLA"
22,Apparel Retail,Consumer Discretionary,107.01,79,82,73,77,"ROST,TJX"
23,Oil & Gas Storage & Transportation,Energy,106.05,78,76,79,32,"TRGP,WMB,OKE,KMI"
24,Rail Transportation,Industrials,105.82,77,80,71,60,"CSX,UNP,NSC"
25,Internet Services & Infrastructure,Information Technology,104.58,76,21,15,25,"AKAM,VRSN,GDDY"
26,Data Center REITs,Real Estate,104.57,75,79,62,13,"EQIX,DLR"
27,Passenger Airlines,Industrials,104.45,74,64,69,71,"DAL,LUV,UAL"
28,Food Retail,Consumer Staples,103.78,73,77,72,72,"CASY,KR"
29,Integrated Oil & Gas,Energy,103.48,72,78,86,48,"XOM,CVX"
30,Systems Software,Information Technology,103.11,71,13,4,41,"FTNT,CRWD,PANW,GEN,MSFT,NOW"
31,Oil & Gas Exploration & Production,Energy,102.49,70,83,81,47,"APA,FANG,OXY,DVN,COP,EOG,TPL,EQT,EXE"
32,Health Care REITs,Real Estate,101.94,69,68,58,76,"VTR,DOC,WELL"
33,Specialty Chemicals,Materials,101.39,68,75,82,59,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
34,Hotel & Resort REITs,Real Estate,100.69,67,66,48,31,"HST,VICI"
35,Retail REITs,Real Estate,98.22,66,71,60,33,"FRT,SPG,KIM,REG,O"
36,Pharmaceuticals,Health Care,97.99,66,69,75,64,"VTRS,MRK,LLY,JNJ,BMY,PFE,ZTS"
37,Health Care Services,Health Care,97.96,65,55,50,35,"DVA,CVS,DGX,CI,LH"
38,Electronic Equipment & Instruments,Information Technology,97.15,64,72,64,23,"KEYS,TDY,ZBRA,ROP"
39,Tobacco,Consumer Staples,97.14,63,46,65,38,"MO,PM"
40,Asset Management & Custody Banks,Financials,96.28,62,44,27,49,"STT,BEN,BNY,NTRS,IVZ,TROW,APO,BLK,AMP,ARES,BX,KKR"
41,Trading Companies & Distributors,Industrials,96.22,61,61,44,30,"URI,FAST"
42,Regional Banks,Financials,96.01,60,74,66,53,"CFG,KEY,FITB,RF,MTB,HBAN"
43,Life & Health Insurance,Financials,95.44,58,49,33,37,"PFG,GL,MET,AFL,PRU"
44,--- Reference ---,--- Reference ---,95.44,58,59,59,62,"QQQ,SPY,^VIX"
45,Investment Banking & Brokerage,Financials,95.05,57,57,46,88,"MS,GS,IBKR,RJF,SCHW,HOOD"
46,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,94.55,56,47,56,57,"MNST,KO,KDP,PEP"
47,Fertilizers & Agricultural Chemicals,Materials,94.18,55,62,61,20,"CF,CTVA,MOS"
48,Diversified Banks,Financials,94.0,54,70,49,69,"C,PNC,USB,TFC,BAC,JPM,WFC"
49,Industrial Gases,Materials,93.03,53,66,39,10,"LIN,APD"
50,Multi-Utilities,Utilities,92.69,52,63,57,58,"D,PNW,NI,NEE,CNP,AEE,XEL,ED,DTE,SRE,CMS,PCG"
51,Biotechnology,Health Care,91.79,51,60,78,87,"MRNA,BIIB,INCY,GILD,AMGN,ABBV,VRTX,REGN,INSM,ALNY"
52,Self-Storage REITs,Real Estate,91.55,50,41,45,15,"PSA,EXR"
53,Multi-line Insurance,Financials,91.36,49,51,42,55,"AIZ,L,AIG"
54,Consumer Staples Merchandise Retail,Consumer Staples,90.54,48,58,76,65,"TGT,WMT,COST,DG,DLTR"
55,Electric Utilities,Utilities,90.51,47,54,53,61,"ETR,EIX,EVRG,LNT,AEP,ES,WEC,DUK,SO,FE,EXC,PPL,PEG,VST,CEG"
56,Interactive Home Entertainment,Communication Services,90.27,46,36,38,80,"EA,TTWO"
57,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,89.16,45,42,36,43,"MAR,HLT,EXPE,ABNB,CCL,RCL,BKNG,NCLH"
58,Industrial Conglomerates,Industrials,89.06,44,33,55,56,"HON,MMM"
59,Publishing,Communication Services,89.04,43,30,12,12,"NWS,NWSA"
60,Integrated Telecommunication Services,Communication Services,88.85,42,65,54,28,"VZ,T"
61,Multi-Family Residential REITs,Real Estate,88.71,41,33,16,18,"ESS,EQR,UDR,AVB,CPT,MAA"
62,Casinos & Gaming,Consumer Discretionary,88.68,40,48,26,83,"MGM,LVS,WYNN"
63,Aerospace & Defense,Industrials,88.08,39,40,87,68,"HWM,GE,TXT,GD,BA,RTX,LHX,LMT,HII,TDG,NOC,AXON"
64,Health Care Supplies,Health Care,87.64,38,36,47,36,"WST,ALGN,COO"
65,Industrial Machinery & Supplies & Components,Industrials,87.29,37,53,63,40,"GWW,NDSN,IEX,FTV,DOV,SNA,SWK,HUBB,PH,ITW,IR,XYL,OTIS,PNR"
66,Telecom Tower REITs,Real Estate,86.17,36,32,21,14,"CCI,SBAC,AMT"
67,Property & Casualty Insurance,Financials,85.16,35,45,37,44,"CB,TRV,CINF,ALL,HIG,ACGL,WRB,PGR"
68,Independent Power Producers & Energy Traders,Utilities,84.81,34,50,67,86,"AES,NRG"
69,Financial Exchanges & Data,Financials,84.14,33,26,17,27,"CBOE,MSCI,NDAQ,CME,MCO,ICE,SPGI,FDS,COIN"
70,Consumer Finance,Financials,83.95,33,35,18,75,"SYF,AXP,COF"
71,Personal Care Products,Consumer Staples,82.91,32,22,40,34,"EL,PG,KVUE"
72,Movies & Entertainment,Communication Services,82.81,31,29,34,50,"LYV,TKO,DIS,NFLX,PSKY"
73,Health Care Distributors,Health Care,82.33,30,52,79,84,"CAH,HSIC,MCK,COR"
74,Application Software,Information Technology,82.31,29,9,7,52,"DDOG,APP,CDNS,SNPS,ORCL,PLTR,ADSK,FICO,PTC,CRM,ADBE,TRMB,TYL,WDAY,INTU"
75,Building Products,Industrials,82.04,28,38,43,24,"JCI,TT,CARR,MAS,LII,ALLE,AOS,BLDR"
76,Construction Materials,Materials,81.53,27,43,52,66,"CRH,VMC,MLM"
77,Household Products,Consumer Staples,81.51,26,25,35,4,"CHD,CL,KMB,CLX"
78,Restaurants,Consumer Discretionary,81.5,25,24,29,17,"SBUX,DRI,YUM,MCD,CMG,DPZ"
79,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,80.88,24,34,51,51,"TPR,RL,NKE,LULU"
80,Automotive Retail,Consumer Discretionary,80.82,23,39,25,70,"CVNA,ORLY,AZO"
81,Life Sciences Tools & Services,Health Care,79.6,22,18,19,73,"WAT,CRL,IQV,A,TMO,TECH,DHR,MTD"
82,Distillers & Vintners,Consumer Staples,78.94,21,31,24,9,"STZ,BF.B"
83,Paper & Plastic Packaging Products & Materials,Materials,78.56,20,19,41,7,"PKG,SW,AVY,AMCR,IP"
84,Office REITs,Real Estate,77.94,19,5,5,3,"BXP,ARE"
85,Transaction & Payment Processing Services,Financials,77.93,18,16,13,6,"XYZ,CPAY,V,GPN,MA,JKHY,PYPL,FIS,FISV"
86,Homebuilding,Consumer Discretionary,77.47,17,28,32,39,"DHI,PHM,NVR,LEN"
87,Environmental & Facilities Services,Industrials,77.14,16,20,30,33,"WM,RSG,ROL,VLTO"
88,Packaged Foods & Meats,Consumer Staples,76.52,15,17,28,16,"TSN,MDLZ,HSY,KHC,SJM,HRL,CAG,GIS,CPB,MKC"
89,Home Improvement Retail,Consumer Discretionary,76.03,14,23,31,22,"LOW,HD"
90,Health Care Technology,Health Care,74.48,13,7,8,54,"SOLV,VEEV"
91,Human Resource & Employment Services,Industrials,74.0,12,3,0,1,"ADP,PAYX"
92,Health Care Equipment,Health Care,71.44,11,15,20,42,"EW,RVTY,DXCM,BDX,BAX,IDXX,STE,ZBH,MDT,GEHC,ISRG,RMD,SYK,ABT,BSX,PODD"
93,Health Care Facilities,Health Care,70.39,10,27,66,92,"HCA,UHS"
94,Advertising,Communication Services,69.27,9,6,6,0,"OMC,TTD"
95,Insurance Brokers,Financials,68.81,8,11,9,5,"AON,MRSH,WTW,AJG,ERIE,BRO"
96,Diversified Support Services,Industrials,68.78,7,10,22,21,"CTAS,CPRT,LDOS"
97,IT Consulting & Other Services,Information Technology,67.6,6,0,1,29,"IBM,CTSH,IT,ACN,EPAM"
98,Distributors,Consumer Discretionary,66.68,5,8,10,11,"GPC,POOL"
99,Computer Software,Technology,65.9,4,4,0,8,"SHOP,MSTR,TRI"
100,Other Specialty Retail,Consumer Discretionary,65.31,3,11,68,67,"ULTA,TSCO"
101,Research & Consulting Services,Industrials,63.69,2,2,11,2,"EFX,VRSK"
102,Cable & Satellite,Communication Services,62.94,1,14,23,0,"CMCSA,CHTR"
103,Real Estate Services,Real Estate,61.66,0,1,3,26,"CBRE,CSGP"
104,EDP Services,Technology,59.55,0,0,2,46,"PDD,ZS"
