ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,428.76,59.03,-2.04,2.61,6.22,30.39,58.55,99.83
AMAT,2026-05-19,2026-05-26,2026-05-27,461.22,397.6929,-13.77%,588.2742,397.6929,PENDING,,,501.7,95.71,0.19,11.57,22.27,44.96,89.56,212.46
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,166.01,26.7,-4.79,6.92,-2.47,19.09,30.49,75.67
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,282.85,16.06,0.21,-0.28,-6.94,2.99,11.66,2.52
ASML,2026-02-26,2026-05-06,2026-05-07,1548.74,1430.9424,-7.61%,1784.3351,1430.9424,PENDING,,,1757.47,64.85,1.8,9.45,21.8,28.72,59.06,137.03
AVB,2026-05-21,2026-06-04,,,180.6542,,,,PENDING,,,189.19,5.51,3.28,2.36,2.13,6.7,6.63,-3.62
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,70.99,7.68,-1.03,-5.02,23.96,9.86,-2.49,7.38
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,31.97,35.78,5.27,2.44,4.96,20.49,46.67,58.09
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,196.45,11.63,0.25,0.03,3.87,4.45,9.03,49.01
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,66.11,46.2,2.86,2.16,-2.46,10.2,34.56,79.15
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,144.02,25.1,2.45,2.46,8.81,23.89,29.58,64.27
CARR,2026-03-06,2026-06-04,,,57.9185,,,,PENDING,,,68.54,30.73,1.42,7.41,6.79,13.88,28.35,-1.77
CB,2026-01-13,2026-02-04,2026-02-05,329.0287,298.8554,-9.17%,389.3754,298.8554,PENDING,,,314.5,1.06,0.56,-0.54,-2.5,-5.12,7.11,6.77
CCI,2026-05-13,2026-06-04,,,87.4259,,,,PENDING,,,93.79,6.86,5.83,2.96,5.26,5.38,8.84,-1.65
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,357.18,18.69,1.4,1.37,17.62,10.13,21.1,9.55
CPT,2026-03-06,2026-06-04,,,104.6474,,,,PENDING,,,112.01,2.87,2.87,3.69,6.95,4.23,7.9,-0.94
CTVA,2026-03-05,2026-03-25,2026-03-26,81.552,76.2316,-6.52%,92.1929,76.2316,PENDING,,,77.46,16.09,-0.44,-3.67,-7.46,1.37,18.62,9.86
D,2026-03-19,2026-05-18,2026-05-19,66.5338,60.3738,-9.26%,78.8537,60.3738,PENDING,,,66.5,15.86,1.59,-0.32,6.63,6.61,13.75,22.49
DAL,2026-03-02,2026-05-22,2026-05-26,78.2,62.4139,-20.19%,109.7721,62.4139,PENDING,,,79.51,15.18,0.93,-3.61,12.5,30.03,22.72,64.78
DOV,2026-01-29,2026-02-03,2026-02-04,211.853,198.4749,-6.31%,238.6092,198.4749,PENDING,,,213.47,9.86,-0.02,0.7,-4.24,-0.74,14.4,21.2
DOW,2026-02-20,2026-03-11,2026-03-12,35.3901,28.8855,-18.38%,48.3995,28.8855,PENDING,,,34.79,52.1,-1.72,1.07,-13.86,4.22,49.04,31.74
DVA,2026-03-13,2026-05-06,2026-05-07,194.32,146.8105,-24.45%,289.3391,146.8105,PENDING,,,192.17,69.15,-1.47,-2.5,22.37,28.16,61.24,41.31
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,284.61,11.03,2.46,2.96,6.72,11.4,11.43,5.41
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,109.28,19.66,0.57,-0.31,-6.88,4.17,18.96,35.15
EW,2026-01-29,2026-05-26,2026-05-27,87.63,80.8594,-7.73%,101.1711,80.8594,PENDING,,,87.45,2.58,1.69,1.73,5.48,4.24,3.23,12.52
FDS,2026-05-05,2026-06-01,2026-06-02,265.42,211.3772,-20.36%,373.5056,211.3772,PENDING,,,255.02,-11.24,0.62,7.27,16.79,13.94,-7.44,-40.31
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,154.31,10.81,2.06,0.34,0.11,7.88,18.17,26.73
