ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,416.88,54.2,-0.73,0.62,6.19,15.91,80.64,101.09
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,208.85,0.84,-1.87,-7.0,-2.5,0.28,-1.6,4.78
AMAT,2026-05-19,2026-05-26,2026-05-27,460.995,397.6929,-13.73%,587.5992,397.6929,PENDING,,,448.25,74.86,-1.46,10.3,10.85,13.64,100.6,186.67
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,154.31,17.77,-2.34,8.99,-10.53,16.12,31.41,69.2
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,285.73,17.25,-1.34,-2.07,-5.51,2.58,12.53,8.73
ASML,2026-02-26,2026-05-06,2026-05-07,1548.74,1430.9424,-7.61%,1784.3351,1430.9424,PENDING,,,1597.87,49.88,-2.09,9.49,11.55,4.9,65.89,119.85
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,31.67,34.5,0.0,2.86,14.87,17.88,50.25,55.66
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,196.97,11.92,2.01,3.36,9.02,3.27,12.36,56.56
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,63.2,39.77,-5.29,-3.47,-7.27,-2.16,30.22,74.99
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,139.74,21.39,-0.93,2.51,3.92,16.61,32.4,59.8
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,909.93,59.51,0.15,5.79,9.79,18.92,66.01,167.85
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,320.63,3.03,-1.48,-2.88,-1.22,-3.88,7.81,12.78
