Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,209.52,99,99,94,95,"WDC,STX,DELL,HPE,NTAP,SMCI,AAPL,HPQ"
2,Communications Equipment,Information Technology,188.75,99,99,99,97,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
3,Semiconductors,Information Technology,186.68,98,96,73,82,"MU,MRVL,INTC,AMD,ARM,ON,MPWR,TXN,ADI,QCOM,NXPI,MCHP,FSLR,NVDA,AVGO,SWKS"
4,Electronic Components,Information Technology,186.37,97,98,98,99,"COHR,GLW,APH"
5,Semiconductor Materials & Equipment,Information Technology,181.72,96,97,97,96,"LRCX,TER,AMAT,KLAC,Q"
6,Steel,Materials,150.61,95,93,74,86,"STLD,NUE"
7,Wireless Telecommunication Services,Communication Services,138.21,94,95,99,99,"SATS,TMUS"
8,Cargo Ground Transportation,Industrials,137.9,93,86,70,71,"JBHT,ODFL"
9,Managed Health Care,Health Care,134.21,92,84,4,27,"CNC,HUM,UNH,ELV"
10,Construction & Engineering,Industrials,130.42,91,94,96,93,"FIX,PWR,EME,J"
11,Oil & Gas Equipment & Services,Energy,126.51,90,91,88,59,"HAL,SLB,BKR"
12,Oil & Gas Refining & Marketing,Energy,125.89,89,88,93,68,"VLO,MPC,PSX"
13,Construction Machinery & Heavy Transportation Equipment,Industrials,123.44,88,90,90,88,"CAT,CMI,WAB,PCAR"
14,Electronic Manufacturing Services,Information Technology,119.33,87,85,71,90,"JBL,TEL"
15,Agricultural Products & Services,Consumer Staples,118.86,86,87,95,63,"ADM,BG"
16,Air Freight & Logistics,Industrials,116.73,85,76,82,80,"FDX,CHRW,EXPD,UPS"
17,Electrical Components & Equipment,Industrials,116.17,84,89,87,67,"VRT,GNRC,ROK,ETN,AME,EMR"
18,Broadcasting,Communication Services,111.51,83,82,79,98,"WBD,FOXA,FOX"
19,Automobile Manufacturers,Consumer Discretionary,109.41,82,67,64,94,"GM,F,TSLA"
20,Interactive Media & Services,Communication Services,108.91,81,92,75,91,"GOOGL,GOOG,META"
21,Integrated Oil & Gas,Energy,108.5,80,71,91,43,"XOM,CVX"
22,Systems Software,Information Technology,106.39,79,39,13,32,"FTNT,CRWD,PANW,GEN,MSFT,NOW"
23,Trading Companies & Distributors,Industrials,106.18,78,54,41,42,"URI,FAST"
24,Apparel Retail,Consumer Discretionary,105.76,77,77,85,87,"ROST,TJX"
25,Rail Transportation,Industrials,105.29,76,72,59,66,"CSX,UNP,NSC"
26,Oil & Gas Storage & Transportation,Energy,105.05,75,74,84,33,"TRGP,OKE,WMB,KMI"
27,Passenger Airlines,Industrials,104.42,74,65,42,84,"DAL,LUV,UAL"
28,Broadline Retail,Consumer Discretionary,104.36,73,81,48,55,"EBAY,AMZN"
29,Hotel & Resort REITs,Real Estate,104.34,72,69,53,38,"HST,VICI"
30,Investment Banking & Brokerage,Financials,103.67,71,60,46,92,"IBKR,MS,GS,RJF,SCHW,HOOD"
31,Health Care Services,Health Care,103.66,70,68,55,41,"DVA,CVS,DGX,CI,LH"
32,Oil & Gas Exploration & Production,Energy,102.81,69,75,89,37,"APA,FANG,OXY,COP,DVN,EOG,TPL,EQT,EXE"
33,Data Center REITs,Real Estate,102.69,68,78,69,9,"EQIX,DLR"
34,Regional Banks,Financials,101.94,67,62,52,72,"CFG,FITB,KEY,MTB,RF,HBAN"
35,Diversified Banks,Financials,100.8,66,56,49,77,"C,PNC,USB,BAC,TFC,JPM,WFC"
36,Life & Health Insurance,Financials,100.46,66,52,36,58,"PFG,GL,MET,AFL,PRU"
37,Internet Services & Infrastructure,Information Technology,99.94,65,79,20,14,"AKAM,VRSN,GDDY"
38,Food Retail,Consumer Staples,99.91,64,80,86,46,"CASY,KR"
39,Pharmaceuticals,Health Care,99.64,63,64,72,64,"VTRS,LLY,MRK,JNJ,BMY,PFE,ZTS"
40,Asset Management & Custody Banks,Financials,99.5,62,57,23,62,"STT,BEN,BNY,NTRS,IVZ,TROW,APO,BLK,AMP,ARES,BX,KKR"
41,Retail REITs,Real Estate,99.32,61,66,62,35,"FRT,SPG,KIM,REG,O"
42,Specialty Chemicals,Materials,99.21,60,83,80,54,"ALB,DD,LYB,PPG,IFF,ECL,SHW"
43,Tobacco,Consumer Staples,99.14,59,53,63,34,"MO,PM"
44,--- Reference ---,--- Reference ---,98.96,58,66,83,53,"QQQ,SPY,^VIX"
45,Casinos & Gaming,Consumer Discretionary,98.28,57,40,38,79,"MGM,WYNN,LVS"
46,Health Care REITs,Real Estate,97.86,56,73,66,61,"DOC,WELL,VTR"
47,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,97.77,55,58,57,57,"MNST,KO,KDP,PEP"
48,Health Care Supplies,Health Care,96.51,54,45,32,50,"WST,ALGN,COO"
49,Electronic Equipment & Instruments,Information Technology,95.95,53,70,54,28,"KEYS,TDY,ZBRA,ROP"
50,Multi-Family Residential REITs,Real Estate,93.83,52,35,26,11,"ESS,EQR,CPT,UDR,AVB,MAA"
51,Industrial Gases,Materials,93.61,51,59,60,6,"LIN,APD"
52,Multi-Utilities,Utilities,93.36,50,50,67,47,"D,PNW,NI,CNP,NEE,AEE,SRE,DTE,XEL,ED,PCG,CMS"
53,Multi-line Insurance,Financials,93.26,49,47,45,60,"AIZ,L,AIG"
54,Self-Storage REITs,Real Estate,93.12,48,55,44,18,"PSA,EXR"
55,Publishing,Communication Services,92.03,47,51,14,15,"NWS,NWSA"
56,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,91.76,46,41,40,56,"MAR,HLT,EXPE,ABNB,CCL,RCL,NCLH,BKNG"
57,Biotechnology,Health Care,91.53,45,63,76,81,"MRNA,BIIB,INCY,AMGN,ABBV,GILD,VRTX,REGN,ALNY,INSM"
58,Industrial Machinery & Supplies & Components,Industrials,91.48,44,44,47,45,"GWW,IEX,NDSN,FTV,DOV,SNA,HUBB,SWK,PH,ITW,IR,XYL,OTIS,PNR"
59,Electric Utilities,Utilities,90.97,43,48,65,52,"EIX,ETR,EVRG,AEP,LNT,WEC,ES,FE,DUK,SO,EXC,PPL,PEG,VST,CEG"
60,Consumer Staples Merchandise Retail,Consumer Staples,90.9,42,49,77,78,"TGT,WMT,COST,DLTR,DG"
61,Interactive Home Entertainment,Communication Services,90.52,41,46,43,73,"EA,TTWO"
62,Telecom Tower REITs,Real Estate,90.11,40,37,25,16,"CCI,SBAC,AMT"
63,Life Sciences Tools & Services,Health Care,89.51,39,25,16,66,"CRL,WAT,A,IQV,TECH,TMO,DHR,MTD"
64,Aerospace & Defense,Industrials,88.85,38,43,81,69,"HWM,GE,TXT,GD,RTX,LHX,LMT,BA,HII,TDG,NOC,AXON"
65,Fertilizers & Agricultural Chemicals,Materials,88.6,37,61,92,17,"CF,CTVA,MOS"
66,Health Care Distributors,Health Care,88.32,36,20,78,83,"CAH,HSIC,MCK,COR"
67,Property & Casualty Insurance,Financials,88.24,35,36,51,48,"CB,ALL,TRV,CINF,HIG,WRB,ACGL,PGR"
68,Industrial Conglomerates,Industrials,87.87,34,28,56,49,"MMM,HON"
69,Independent Power Producers & Energy Traders,Utilities,87.62,33,33,61,76,"AES,NRG"
70,Building Products,Industrials,86.28,33,29,33,23,"JCI,CARR,TT,MAS,LII,ALLE,AOS,BLDR"
71,Consumer Finance,Financials,86.04,32,32,19,85,"SYF,AXP,COF"
72,Office REITs,Real Estate,85.61,31,12,7,0,"BXP,ARE"
73,Personal Care Products,Consumer Staples,84.91,30,31,34,40,"KVUE,EL,PG"
74,Distillers & Vintners,Consumer Staples,84.86,29,24,15,24,"BF.B,STZ"
75,Construction Materials,Materials,83.74,28,30,33,70,"VMC,CRH,MLM"
76,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,82.68,27,26,50,74,"TPR,RL,NKE,LULU"
77,Integrated Telecommunication Services,Communication Services,82.4,26,42,66,21,"VZ,T"
78,Household Products,Consumer Staples,82.24,25,19,35,3,"CHD,CL,KMB,CLX"
79,Movies & Entertainment,Communication Services,81.91,24,34,29,44,"TKO,LYV,DIS,PSKY,NFLX"
80,Paper & Plastic Packaging Products & Materials,Materials,81.86,23,23,28,12,"PKG,SW,AMCR,AVY,IP"
81,Application Software,Information Technology,81.48,22,21,11,51,"DDOG,CDNS,ORCL,APP,SNPS,PLTR,FICO,CRM,ADSK,PTC,WDAY,ADBE,TRMB,TYL,INTU"
82,Financial Exchanges & Data,Financials,81.41,21,33,27,30,"CBOE,MSCI,NDAQ,MCO,CME,FDS,SPGI,ICE,COIN"
83,Automotive Retail,Consumer Discretionary,79.87,20,37,30,75,"CVNA,ORLY,AZO"
84,Homebuilding,Consumer Discretionary,79.71,19,15,17,36,"DHI,PHM,NVR,LEN"
85,Restaurants,Consumer Discretionary,79.67,18,27,39,20,"SBUX,DRI,YUM,MCD,CMG,DPZ"
86,Health Care Technology,Health Care,79.28,17,13,8,29,"SOLV,VEEV"
87,Human Resource & Employment Services,Industrials,78.69,16,8,0,4,"ADP,PAYX"
88,Packaged Foods & Meats,Consumer Staples,78.19,15,14,21,13,"MDLZ,TSN,KHC,SJM,HRL,HSY,CPB,GIS,CAG,MKC"
89,Environmental & Facilities Services,Industrials,78.1,14,17,37,33,"WM,RSG,VLTO,ROL"
90,Health Care Equipment,Health Care,76.26,13,9,18,39,"RVTY,DXCM,EW,BDX,BAX,ZBH,IDXX,MDT,STE,GEHC,ISRG,SYK,RMD,ABT,BSX,PODD"
91,Home Improvement Retail,Consumer Discretionary,74.82,12,16,31,26,"HD,LOW"
92,Transaction & Payment Processing Services,Financials,74.44,11,18,12,10,"CPAY,XYZ,V,MA,GPN,PYPL,JKHY,FISV,FIS"
93,Insurance Brokers,Financials,73.6,10,7,10,8,"AON,MRSH,AJG,WTW,ERIE,BRO"
94,IT Consulting & Other Services,Information Technology,72.99,9,2,1,31,"IBM,CTSH,IT,ACN"
95,Diversified Support Services,Industrials,68.8,8,3,24,22,"CTAS,CPRT,LDOS"
96,Distributors,Consumer Discretionary,68.55,7,1,6,7,"GPC,POOL"
97,Research & Consulting Services,Industrials,67.25,6,6,5,2,"EFX,VRSK"
98,Health Care Facilities,Health Care,66.86,5,22,68,88,"HCA,UHS"
99,Advertising,Communication Services,66.24,4,10,9,1,"OMC,TTD"
100,Real Estate Services,Real Estate,64.73,3,0,2,25,"CBRE,CSGP"
101,Computer Software,Technology,62.59,2,11,0,5,"SHOP,MSTR,TRI"
102,Other Specialty Retail,Consumer Discretionary,61.45,1,4,58,65,"ULTA,TSCO"
103,EDP Services,Technology,60.21,0,5,3,19,"PDD,ZS"
104,Cable & Satellite,Communication Services,59.21,0,0,22,0,"CMCSA,CHTR"
