,ticker,trade_entered,ema_10_enter_date,ema_10_enter_price,ema_10_exit_date,ema_10_exit_price,ema_10_second_exit_date,ema_10_second_exit_price,ema_10_first_exit_profit,ema_10_second_exit_profit,target_price,second_target_price,stoploss
0,EIX,True,2026-04-30,69.48999786376953,2026-05-07,67.94950920225988,2026-04-08,0.0,-2.216849487504202,-100.0,81.2489222899023,87.8986288337235,67.94950920225988
1,HII,True,2026-03-17,421.1211853027344,2026-05-05,349.0272004632024,2026-03-02,0.0,-17.119534080838335,-100.0,516.796126345711,600.6805892869652,349.0272004632024
2,DG,True,2026-03-03,152.3177032470703,2026-03-12,139.3392474841029,2026-02-13,0.0,-8.520648280729002,-100.0,168.70001733842864,183.3804022655915,139.3392474841029
3,ROST,False,2026-02-09,0.0,2026-02-09,0.0,2026-02-09,0.0,0.0,0.0,204.7149486163287,214.92325639241253,184.29833306416108
4,UPS,True,2026-02-26,114.69657897949219,2026-03-06,100.47161123049968,2026-02-04,0.0,-12.40225983683083,-100.0,118.08493966766865,126.89160388625314,100.47161123049968
5,COHR,True,2026-02-06,227.67999267578125,2026-02-09,242.4600067138672,2026-02-25,267.8999938964844,6.491573486271513,17.665145166258345,232.8800048828125,265.57000732421875,167.5
6,MU,True,2025-12-18,248.34530639648438,2026-01-06,343.2857666015625,2026-01-22,397.41302490234375,38.22921462969196,60.024375201145176,328.2993658073415,396.23335280542625,192.43139181117184
7,CIEN,True,2025-12-19,230.33999633789062,2026-02-02,268.489990234375,2026-02-18,310.9599914550781,16.562470479734376,35.00043257746879,260.1199951171875,306.0699920654297,168.22000122070312
8,WDC,False,2025-10-29,0.0,2025-10-29,0.0,2025-10-29,0.0,0.0,0.0,162.07204465867807,186.9201608982054,112.37581217962334
9,ANET,False,2025-10-29,0.0,2025-10-29,0.0,2025-10-29,0.0,0.0,0.0,188.5699920654297,214.45999145507812,136.7899932861328
10,INCY,True,2025-10-14,85.95999908447266,2025-11-03,101.56999969482422,2025-11-04,102.91999816894531,18.15961002397366,19.730106171599783,94.88999938964844,101.79000091552734,81.08999633789062
11,SHOP,True,2025-10-15,156.2100067138672,2025-10-28,178.9600067138672,2025-11-04,161.13999938964844,14.563727688503084,3.156003113687595,178.51998901367188,198.0299835205078,139.5
12,IBKR,True,2025-10-13,70.28646850585938,2025-11-21,59.741504606019966,2025-09-26,0.0,-15.002836426417321,-100.0,75.77475776601321,83.79138434600982,59.741504606019966
13,RTX,True,2025-10-20,158.8855743408203,2025-10-21,171.07557678222656,2025-12-15,180.75421142578125,7.67218955652819,13.763765008679286,169.9583751966864,180.48745030326023,148.90022498353875
14,LHX,False,2025-09-11,0.0,2025-09-11,0.0,2025-09-11,0.0,0.0,0.0,287.76891000472943,298.37451509909283,266.55769981600264
15,COF,True,2025-09-04,223.64312744140625,2025-10-10,200.67537695152018,2025-08-26,0.0,-10.269821725643478,-100.0,257.4790642931895,285.8809079640242,200.67537695152018
