Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Electronic Components,Information Technology,181.61,99,99,98,99,"COHR,GLW,APH"
2,Semiconductor Materials & Equipment,Information Technology,175.09,99,99,99,96,"TER,LRCX,AMAT,KLAC,Q"
3,"Technology Hardware, Storage & Peripherals",Information Technology,175.06,98,96,97,97,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
4,Semiconductors,Information Technology,165.04,97,86,87,87,"MU,INTC,MRVL,AMD,ON,MPWR,ARM,ADI,MCHP,TXN,AVGO,NXPI,QCOM,NVDA,SWKS,FSLR"
5,Communications Equipment,Information Technology,162.29,96,97,88,89,"CIEN,ANET,CSCO,FFIV,MSI"
6,Wireless Telecommunication Services,Communication Services,155.09,95,98,99,99,"SATS,TMUS"
7,Construction & Engineering,Industrials,154.35,94,95,91,95,"FIX,PWR,EME,J"
8,Steel,Materials,135.96,93,79,95,62,"STLD,NUE"
9,Oil & Gas Refining & Marketing,Energy,133.06,92,94,82,84,"VLO,MPC,PSX"
10,Oil & Gas Equipment & Services,Energy,132.36,91,93,90,70,"HAL,BKR,SLB"
11,Construction Machinery & Heavy Transportation Equipment,Industrials,127.32,90,89,92,81,"CAT,CMI,WAB,PCAR"
12,Electrical Components & Equipment,Industrials,126.61,89,88,73,77,"VRT,GNRC,ROK,AME,ETN,EMR"
13,Agricultural Products & Services,Consumer Staples,122.55,88,92,86,74,"BG,ADM"
14,Interactive Media & Services,Communication Services,121.71,87,76,85,93,"GOOGL,GOOG,META"
15,Oil & Gas Exploration & Production,Energy,119.32,86,91,56,43,"APA,DVN,OXY,FANG,CTRA,COP,EOG,TPL,EQT,EXE"
16,Electronic Manufacturing Services,Information Technology,118.49,85,85,71,92,"JBL,TEL"
17,Cargo Ground Transportation,Industrials,115.54,84,84,89,20,"JBHT,ODFL"
18,Oil & Gas Storage & Transportation,Energy,114.07,83,87,60,32,"TRGP,WMB,OKE,KMI"
19,Food Retail,Consumer Staples,113.83,82,82,64,60,"CASY,KR"
20,Integrated Oil & Gas,Energy,112.86,81,90,81,56,"XOM,CVX"
21,Broadcasting,Communication Services,112.65,80,78,94,98,"WBD,FOXA,FOX"
22,Specialty Chemicals,Materials,112.1,79,80,83,36,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
23,Apparel Retail,Consumer Discretionary,111.86,78,81,69,73,"ROST,TJX"
24,Broadline Retail,Consumer Discretionary,111.63,77,55,23,71,"EBAY,AMZN"
25,Data Center REITs,Real Estate,111.56,76,77,25,38,"EQIX,DLR"
26,Managed Health Care,Health Care,106.91,75,11,9,10,"CNC,UNH,ELV,HUM"
27,Rail Transportation,Industrials,106.04,74,65,65,51,"CSX,UNP,NSC"
28,Electronic Equipment & Instruments,Information Technology,105.86,73,61,30,17,"KEYS,TDY,ZBRA,ROP"
29,Air Freight & Logistics,Industrials,105.67,72,75,96,76,"FDX,CHRW,EXPD,UPS"
30,Fertilizers & Agricultural Chemicals,Materials,102.48,71,83,43,25,"CF,CTVA,MOS"
31,Health Care REITs,Real Estate,102.05,70,67,53,78,"WELL,VTR,DOC"
32,Pharmaceuticals,Health Care,101.61,69,72,79,52,"VTRS,MRK,JNJ,BMY,LLY,PFE,ZTS"
33,Retail REITs,Real Estate,101.58,68,63,51,39,"FRT,SPG,KIM,REG,O"
34,Regional Banks,Financials,100.82,67,62,84,47,"CFG,KEY,FITB,RF,MTB,HBAN"
35,Hotel & Resort REITs,Real Estate,100.54,66,54,41,59,"HST,VICI"
36,Tobacco,Consumer Staples,100.05,65,56,62,49,"MO,PM"
37,Investment Banking & Brokerage,Financials,99.57,64,52,67,94,"IBKR,MS,GS,RJF,SCHW,HOOD"
38,Diversified Banks,Financials,99.43,63,60,75,69,"C,USB,PNC,TFC,BAC,JPM,WFC"
39,Industrial Gases,Materials,98.96,62,57,21,14,"APD,LIN"
40,Passenger Airlines,Industrials,98.52,61,58,93,48,"DAL,LUV,UAL"
41,Biotechnology,Health Care,97.95,60,73,78,85,"MRNA,BIIB,INSM,INCY,GILD,REGN,AMGN,ABBV,VRTX,ALNY"
42,Multi-Utilities,Utilities,97.9,59,71,33,66,"NEE,NI,SRE,CNP,PNW,AEE,XEL,D,DTE,ED,CMS,PCG"
43,Electric Utilities,Utilities,97.42,58,64,26,68,"ETR,EIX,AEP,LNT,CEG,EVRG,SO,PPL,DUK,ES,WEC,EXC,FE,VST,PEG"
44,Independent Power Producers & Energy Traders,Utilities,97.18,57,68,70,86,"AES,NRG"
45,Life & Health Insurance,Financials,97.15,56,43,40,50,"PFG,GL,AFL,MET,PRU"
46,Automobile Manufacturers,Consumer Discretionary,96.75,55,50,80,91,"GM,TSLA,F"
47,Asset Management & Custody Banks,Financials,96.74,54,31,37,44,"STT,BEN,NTRS,IVZ,BK,TROW,BLK,APO,AMP,KKR,BX,ARES"
48,Consumer Staples Merchandise Retail,Consumer Staples,96.56,53,66,77,49,"TGT,WMT,COST,DG,DLTR"
49,Trading Companies & Distributors,Industrials,96.11,52,41,55,40,"URI,FAST"
50,--- Reference ---,--- Reference ---,95.66,51,74,46,72,"QQQ,SPY,^VIX"
51,Internet Services & Infrastructure,Information Technology,95.39,50,44,11,27,"AKAM,VRSN,GDDY"
52,Interactive Home Entertainment,Communication Services,94.79,49,39,27,80,"EA,TTWO"
53,Health Care Services,Health Care,94.76,49,53,42,46,"CVS,DVA,DGX,CI,LH"
54,Multi-line Insurance,Financials,94.72,48,46,49,61,"AIZ,L,AIG"
55,Health Care Supplies,Health Care,94.48,47,38,35,11,"WST,ALGN,COO"
56,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,94.34,46,49,66,41,"MNST,KO,PEP,KDP"
57,Integrated Telecommunication Services,Communication Services,93.56,45,70,49,33,"VZ,T"
58,Health Care Distributors,Health Care,92.91,44,59,74,90,"CAH,HSIC,MCK,COR"
59,Industrial Machinery & Supplies & Components,Industrials,92.73,43,49,63,37,"NDSN,DOV,IEX,HUBB,FTV,PH,SNA,SWK,GWW,ITW,IR,XYL,OTIS,PNR"
60,Self-Storage REITs,Real Estate,92.45,42,35,22,16,"PSA,EXR"
61,Casinos & Gaming,Consumer Discretionary,92.05,41,51,54,82,"MGM,LVS,WYNN"
62,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,91.52,40,42,57,45,"MAR,EXPE,HLT,ABNB,CCL,RCL,BKNG,NCLH"
63,Property & Casualty Insurance,Financials,91.09,39,45,39,53,"TRV,ALL,CB,CINF,HIG,ACGL,WRB,PGR"
