Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,205.85,98,98,95,65,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,186.0,97,97,94,98,"GLW,APH"
3,Construction & Engineering,Industrials,147.41,96,94,91,96,"FIX,PWR,EME,J"
4,Communications Equipment,Information Technology,141.69,95,91,84,89,"CIEN,ANET,MSI,CSCO,FFIV"
5,"Technology Hardware, Storage & Peripherals",Information Technology,138.8,94,95,90,84,"WDC,STX,AAPL,DELL,HPE,NTAP,SMCI,HPQ"
6,Oil & Gas Equipment & Services,Energy,134.34,93,92,55,27,"HAL,BKR,SLB"
7,Construction Machinery & Heavy Transportation Equipment,Industrials,133.48,92,93,80,59,"CAT,CMI,WAB,PCAR"
8,Electronic Manufacturing Services,Information Technology,127.34,91,82,82,97,"JBL,TEL"
9,Semiconductors,Information Technology,125.14,90,89,81,61,"MU,INTC,MPWR,ADI,ON,AMD,MCHP,NVDA,TXN,AVGO,NXPI,FSLR,MRVL,ARM,QCOM,SWKS"
10,Agricultural Products & Services,Consumer Staples,122.86,89,88,72,66,"BG,ADM"
11,Cargo Ground Transportation,Industrials,122.37,88,75,26,5,"JBHT,ODFL"
12,Specialty Chemicals,Materials,121.87,87,84,53,14,"ALB,DD,PPG,ECL,IFF,LYB,SHW"
13,Air Freight & Logistics,Industrials,121.67,86,90,75,29,"FDX,CHRW,UPS,EXPD"
14,Independent Power Producers & Energy Traders,Utilities,121.22,85,71,83,87,"AES,NRG"
15,Steel,Materials,119.74,84,86,79,41,"STLD,NUE"
16,Broadcasting,Communication Services,119.53,83,96,93,82,"WBD,FOX,FOXA"
17,Passenger Airlines,Industrials,119.43,82,76,60,88,"LUV,UAL,DAL"
18,Integrated Oil & Gas,Energy,118.75,81,66,40,54,"XOM,CVX"
19,Consumer Staples Merchandise Retail,Consumer Staples,118.06,80,74,58,56,"DG,DLTR,WMT,TGT,COST"
20,Automobile Manufacturers,Consumer Discretionary,117.58,79,87,86,71,"GM,F,TSLA"
21,Aerospace & Defense,Industrials,117.39,78,80,70,79,"HII,HWM,LMT,LHX,NOC,GE,RTX,TXT,BA,GD,TDG,AXON"
22,Electrical Components & Equipment,Industrials,115.68,77,65,54,64,"GNRC,AME,EMR,ROK,ETN"
23,Pharmaceuticals,Health Care,114.49,76,69,68,22,"VTRS,MRK,JNJ,BMY,LLY,PFE,ZTS"
24,Biotechnology,Health Care,114.24,75,83,87,68,"MRNA,INSM,GILD,BIIB,AMGN,INCY,REGN,VRTX,ABBV,ALNY"
25,Health Care Distributors,Health Care,113.02,74,77,88,53,"CAH,MCK,COR,HSIC"
26,Oil & Gas Storage & Transportation,Energy,113.0,73,57,29,20,"TRGP,WMB,KMI,OKE"
27,Oil & Gas Refining & Marketing,Energy,112.19,72,61,71,70,"VLO,PSX,MPC"
28,Apparel Retail,Consumer Discretionary,112.04,71,68,77,58,"ROST,TJX"
29,Regional Banks,Financials,111.14,70,78,44,72,"CFG,KEY,FITB,RF,MTB,HBAN"
30,Health Care Facilities,Health Care,110.73,69,72,92,38,"HCA,UHS"
31,Other Specialty Retail,Consumer Discretionary,110.58,68,73,67,90,"ULTA,TSCO"
32,Rail Transportation,Industrials,110.33,67,51,51,32,"CSX,NSC,UNP"
33,Tobacco,Consumer Staples,110.06,66,62,37,75,"MO,PM"
34,Oil & Gas Exploration & Production,Energy,108.72,65,47,39,26,"TPL,APA,DVN,COP,OXY,CTRA,FANG,EQT,EOG,EXE"
35,Interactive Media & Services,Communication Services,108.57,64,85,89,92,"GOOGL,GOOG,META,MTCH"
36,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,106.31,63,49,52,30,"MNST,PEP,KO,KDP"
37,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,106.07,62,56,57,77,"TPR,RL,NKE,LULU"
38,Diversified Banks,Financials,105.81,61,67,62,76,"C,USB,PNC,TFC,WFC,BAC,JPM"
39,Industrial Machinery & Supplies & Components,Industrials,105.22,60,55,38,21,"PH,NDSN,HUBB,DOV,SWK,IEX,SNA,ITW,IR,GWW,FTV,PNR,OTIS,XYL"
40,Data Center REITs,Real Estate,104.68,59,19,18,9,"EQIX,DLR"
41,Investment Banking & Brokerage,Financials,104.4,58,81,85,99,"GS,IBKR,MS,SCHW,RJF,HOOD"
42,Health Care REITs,Real Estate,104.22,57,48,74,49,"VTR,WELL,DOC"
43,Retail REITs,Real Estate,103.66,56,35,35,37,"O,SPG,KIM,FRT,REG"
44,Industrial Conglomerates,Industrials,103.35,55,44,47,39,"HON,MMM"
45,Multi-Utilities,Utilities,103.19,54,40,61,46,"NEE,PCG,SRE,CNP,XEL,NI,ED,PNW,AEE,D,DTE,CMS"
46,Construction Materials,Materials,103.19,54,60,65,69,"MLM,CRH,VMC"
47,Integrated Telecommunication Services,Communication Services,103.07,53,16,27,67,"VZ,T"
48,Personal Care Products,Consumer Staples,102.86,52,53,24,43,"EL,PG,KVUE"
49,Electric Utilities,Utilities,102.54,51,38,63,60,"EIX,ETR,AEP,ES,EVRG,FE,LNT,EXC,DUK,PPL,WEC,SO,PEG,VST,CEG"
50,Hotel & Resort REITs,Real Estate,101.41,50,43,33,51,"HST,VICI"
51,Fertilizers & Agricultural Chemicals,Materials,100.83,49,39,16,57,"CF,CTVA,MOS"
52,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,100.53,48,58,37,83,"CCL,MAR,NCLH,RCL,HLT,ABNB,EXPE,BKNG"
53,Electronic Equipment & Instruments,Information Technology,100.27,47,27,25,42,"KEYS,TDY,TRMB,ZBRA,ROP"
54,Trading Companies & Distributors,Industrials,100.03,46,52,30,94,"URI,FAST"
55,Paper & Plastic Packaging Products & Materials,Materials,99.67,45,26,10,15,"PKG,SW,AVY,AMCR,IP"
56,Health Care Services,Health Care,99.17,44,20,41,47,"DGX,DVA,CVS,LH,CI"
57,Health Care Supplies,Health Care,99.15,43,18,36,4,"ALGN,COO,WST"
58,Building Products,Industrials,98.81,42,30,23,45,"JCI,AOS,TT,MAS,ALLE,CARR,LII,BLDR"
59,Industrial Gases,Materials,98.5,41,24,11,28,"LIN,APD"
60,Home Improvement Retail,Consumer Discretionary,97.93,40,45,21,55,"LOW,HD"
61,Multi-line Insurance,Financials,97.41,39,46,56,50,"L,AIZ,AIG"
62,Self-Storage REITs,Real Estate,96.66,38,17,15,11,"PSA,EXR"
63,Household Products,Consumer Staples,96.53,37,11,7,7,"CL,CHD,CLX,KMB"
64,Interactive Home Entertainment,Communication Services,96.43,36,70,78,74,"EA,TTWO"
65,--- Reference ---,--- Reference ---,95.84,35,42,64,52,"SPY,QQQ,^VIX"
66,Property & Casualty Insurance,Financials,95.71,34,34,50,36,"CB,TRV,HIG,ACGL,CINF,ALL,WRB,PGR"
67,Life & Health Insurance,Financials,95.55,33,41,39,44,"PFG,GL,AFL,MET,PRU"
68,Restaurants,Consumer Discretionary,95.31,32,32,19,23,"DRI,YUM,SBUX,MCD,CMG,DPZ"
69,Homebuilding,Consumer Discretionary,95.21,31,29,45,63,"PHM,DHI,NVR,LEN"
70,Asset Management & Custody Banks,Financials,95.13,30,54,43,73,"IVZ,BEN,STT,BK,NTRS,BLK,AMP,TROW,APO,BX,KKR,ARES"
71,Consumer Finance,Financials,94.18,29,50,69,86,"SYF,AXP,COF"
72,Casinos & Gaming,Consumer Discretionary,93.66,28,59,76,93,"LVS,MGM,WYNN"
73,Broadline Retail,Consumer Discretionary,92.63,27,64,59,85,"EBAY,AMZN"
74,Automotive Retail,Consumer Discretionary,91.22,26,79,66,95,"CVNA,AZO,ORLY"
75,Environmental & Facilities Services,Industrials,90.1,25,36,34,33,"ROL,WM,RSG,VLTO"
76,Health Care Equipment,Health Care,89.51,24,31,46,35,"BDX,HOLX,IDXX,GEHC,EW,MDT,STE,ZBH,SYK,RMD,DXCM,RVTY,ISRG,ABT,BAX,PODD,BSX"
77,Packaged Foods & Meats,Consumer Staples,89.49,23,14,20,10,"HSY,TSN,MDLZ,SJM,HRL,MKC,CAG,KHC,GIS,LW,CPB"
78,Multi-Family Residential REITs,Real Estate,88.46,22,15,14,8,"CPT,UDR,EQR,ESS,MAA,AVB"
79,Distillers & Vintners,Consumer Staples,88.24,21,13,3,0,"STZ,BF.B"
80,Cable & Satellite,Communication Services,88.06,20,2,0,2,"CMCSA,CHTR"
81,Life Sciences Tools & Services,Health Care,87.81,19,63,73,16,"CRL,MTD,TMO,DHR,TECH,A,WAT,IQV"
82,Movies & Entertainment,Communication Services,86.99,18,22,48,91,"TKO,LYV,DIS,PSKY,NFLX"
83,Telecom Tower REITs,Real Estate,85.45,17,9,17,13,"AMT,SBAC,CCI"
84,Diversified Support Services,Industrials,84.6,16,20,21,31,"LDOS,CTAS,CPRT"
85,Financial Exchanges & Data,Financials,84.51,15,33,28,48,"CBOE,CME,MSCI,NDAQ,ICE,MCO,SPGI,COIN,FDS"
86,Internet Services & Infrastructure,Information Technology,78.83,14,23,25,19,"AKAM,VRSN,GDDY"
87,Managed Health Care,Health Care,78.7,13,8,9,0,"CNC,ELV,UNH,MOH,HUM"
88,Office REITs,Real Estate,78.33,12,3,5,24,"BXP,ARE"
89,Publishing,Communication Services,77.5,11,21,13,40,"NWSA,NWS"
90,Distributors,Consumer Discretionary,76.73,10,28,12,25,"GPC,POOL"
91,Transaction & Payment Processing Services,Financials,76.47,9,5,6,17,"CPAY,GPN,JKHY,V,MA,XYZ,FIS,PYPL,FISV"
92,Insurance Brokers,Financials,76.17,8,6,8,12,"WTW,MRSH,AON,ERIE,AJG,BRO"
93,Research & Consulting Services,Industrials,73.09,7,4,2,6,"EFX,VRSK"
