,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
2,^VIX,True,9,35,82,0,0,14,12.716804538013582,0.0,17.658234485655967,17.440000534057617,21.702725937958327,3.0732887436107483,4.306227573394995,5.314016283183232
23,BKNG,False,12,29,64,0,18,0,0.0,5265.7327436020805,0.0,5001.83984375,-7.83671109600413,-1.2697399935039337,-8.793920074277121,6.716521621002753
38,DDOG,True,5,36,66,2,0,24,124.8835861948425,0.0,156.50614400277593,129.32000732421875,-5.935400536011043,-17.102559407552086,-7.615365572713125,-11.254456326585832
66,MSFT,False,2,3,55,0,1,0,0.0,448.2383499459708,0.0,430.2900085449219,-11.731763590817307,-20.396022890230327,-19.06203588981031,-2.0043396883403197
67,MSTR,False,2,11,64,0,3,0,0.0,155.04581208582536,0.0,149.7100067138672,-3.7915261701322125,-45.63116840570471,-62.74572931592203,-56.12893576150412
79,PAYX,False,20,14,92,0,4,0,0.0,110.71865950620982,0.0,103.12999725341797,-8.10265044599681,-10.383692330131202,-27.104865803480426,-26.836368608018514
90,SNPS,False,2,41,62,0,21,0,0.0,488.36553972170947,0.0,465.114990234375,-1.9758056424687074,2.1467461622305457,-26.57663160921157,-9.283031284459577
96,VRSK,False,8,15,55,0,2,0,0.0,217.75020354373777,0.0,217.4600067138672,-3.0754117836127435,4.765196345164291,-21.679796918094027,-22.523824067388347
105,AOS,True,44,35,71,19,0,21,68.84872990429946,0.0,70.8486287044211,73.48999786376953,8.488338029717248,12.66971549042332,4.377457805471676,8.353975842274545
120,MO,False,2,12,59,0,10,0,0.0,60.56485389434599,0.0,61.9900016784668,7.30483155143545,1.8629727567141319,3.5593207809487075,26.154462313444366
155,XYZ,False,11,13,53,0,5,0,0.0,65.39260838305891,0.0,60.43000030517578,-7.796766156499903,-21.016862347518064,-21.78358965274011,-32.87792832996001
160,BR,False,21,19,65,0,3,0,0.0,224.28059697470056,0.0,197.11000061035156,-12.488902591358814,-9.976503491513144,-19.713004686090603,-14.998820177556368
174,CAT,True,19,11,81,11,0,41,620.6975888635968,0.0,572.5114882924311,657.3599853515625,14.116629631497595,12.537882919991022,50.8586503370484,69.4695294091823
186,CB,True,1,16,51,0,0,31,298.14571893472305,0.0,307.190395515771,309.55999755859375,-1.457954057514567,11.352517107407824,16.358437684504644,12.962374391431677
196,COIN,False,9,10,56,0,6,0,0.0,231.2158823400165,0.0,194.74000549316406,-15.915371173987216,-44.138144724462,-48.4487504079674,-33.079035913002045
210,CMI,True,64,13,73,39,0,48,559.8649586209226,0.0,421.78976149057735,578.8200073242188,12.696408526407529,31.740760932644296,58.936867532959866,66.77095507690706
214,DVA,False,63,2,58,0,0,0,0.0,125.34466659684325,0.0,109.33999633789062,-3.9360423202824126,-13.606195917261097,-22.105862975482452,-37.07775010095985
238,EME,True,34,29,91,14,0,52,686.5501602444249,0.0,673.0772434753941,720.72998046875,16.82491063840733,-7.186593112476886,14.970392429917945,64.36219495806297
286,GDDY,False,33,28,127,0,6,0,0.0,125.31530431818801,0.0,100.5199966430664,-20.27284646001061,-20.581498865898368,-37.78933314521904,-53.00827688178295
325,JNJ,True,34,2,51,14,0,28,218.5005558682608,0.0,201.53642850878282,227.25,9.830359082640822,22.55780039653179,39.83943079659632,54.94957629102486
326,JCI,True,2,16,52,0,0,23,114.4556831695228,0.0,116.71162243784147,119.26000213623047,-1.38911879548681,5.223227448050243,13.580954415457589,57.61777813808585
353,MLM,True,44,22,82,16,0,39,623.1946445346507,0.0,617.9476492076358,651.9500122070312,3.2514063305779453,5.819139311894922,13.710617573088133,21.46492520926634
355,MA,False,13,30,56,0,14,0,0.0,560.5662797906008,0.0,538.7899780273438,-6.549946751412729,-2.7012730954738386,-4.617777857495257,-1.2571362479448926
359,MCK,True,11,30,57,1,0,31,801.4300428782713,0.0,855.2161999324726,831.2100219726562,0.4689791017689077,3.0155229662926244,20.10541302023569,38.38779488412442
382,NDSN,True,45,6,67,23,0,20,263.11237232231076,0.0,227.84158551700003,274.5299987792969,12.530739147455527,18.14293697348488,29.07853002728416,27.793624879116475
384,NTRS,True,44,33,107,29,0,50,140.8274394500968,0.0,127.70971863983758,149.42999267578125,8.180690214668056,18.13045908368546,16.35950493548392,36.35779969932634
416,PTC,False,20,7,73,0,1,0,0.0,170.30436884201288,0.0,156.1300048828125,-10.991390671444117,-21.090667946432752,-27.31716090624465,-17.426484360669413
448,LUV,True,2,1,53,0,0,30,38.16992913376045,0.0,41.27823118256573,47.52000045776367,15.144172354435378,55.66571893696405,55.17293439319092,53.42066565183335
462,TDY,True,39,38,74,26,0,31,567.8022358985211,0.0,575.1175967231167,620.2999877929688,19.74903239246501,20.36946562824116,12.573040144830832,21.926287526873462
470,TSCO,False,2,6,96,0,4,0,0.0,52.03165834953383,0.0,50.880001068115234,1.0325664246651838,-5.78521672903675,-9.93224535317893,-9.48642305201772
491,VRSN,False,2,13,70,0,10,0,0.0,244.56760718032223,0.0,244.22999572753906,-0.6872163524681023,5.224627595106005,-8.620973928941583,15.24033577385448
