,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
30,CTSH,True,57,78,4,41,0,2,81.55495862799127,0.0,76.27707565850741,84.02999877929688,0.3223455541790381,26.53315751465175,10.381557687647486,9.740148327819746
31,CMCSA,True,25,65,17,16,0,9,27.103144746766322,0.0,30.30536982480682,28.889999389648438,3.029380829110527,5.468365123638455,-10.637864552058335,-12.259760619967661
33,CPRT,True,5,52,6,3,0,2,38.883187089699135,0.0,43.51865714501947,41.310001373291016,5.328914042676365,-7.7077682699162615,-10.950631780976018,-27.398945051868484
36,CRWD,False,43,57,31,0,27,0,0.0,522.7308591590778,0.0,445.8800048828125,-6.57503336561191,-11.463231895302787,-5.379539823971676,24.89635991115196
38,DDOG,False,34,66,20,0,24,0,0.0,156.50614400277593,0.0,123.45999908447266,-10.723837531017692,-21.00834925566846,-14.790531020394795,-10.794794415371157
59,LIN,True,26,51,14,22,0,2,430.09827103886937,0.0,465.66919329146333,439.3500061035156,4.859308418740891,-2.345625274759787,-6.280540836121708,2.1251920262364448
67,MSTR,True,6,64,6,3,0,2,155.04581208582536,0.0,319.5730703150223,163.80999755859375,3.5199645298737745,-44.77259510854468,-61.58302066055814,-58.686003137807376
75,ODFL,True,35,55,14,27,0,3,165.63883946237578,0.0,144.6549152712608,178.39999389648438,12.5197038553488,27.03703164445692,7.309202667397259,-5.204991509361755
90,SNPS,True,36,62,45,21,0,21,488.36553972170947,0.0,593.5392980258365,521.9500122070312,13.930545182375385,15.13179776771677,-15.148016181316473,-0.9018416346899393
94,TXN,True,37,59,10,18,0,6,178.61464746550442,0.0,192.753594666047,194.41000366210938,10.341109579564463,9.218372899337412,-8.076032619710135,4.314473465413022
117,ALLE,True,1,60,2,0,0,0,158.20808799849627,0.0,172.68862893353182,165.8800048828125,3.726867672653935,-6.793277661945762,8.624188062293745,25.139942103084508
120,MO,True,7,59,12,5,0,4,58.84160515733498,0.0,63.38570141567134,61.08000183105469,6.521380607850384,-3.419515176914717,6.330775299433407,26.220063762126262
127,AMP,True,33,99,13,21,0,10,486.47697255945434,0.0,522.1778085124829,503.75,3.2930750021932806,6.943984902952503,-5.490196662205755,-7.603720014230933
181,CF,True,13,54,15,8,0,7,82.14215214569371,0.0,85.00411708486308,91.86000061035156,17.332992126882026,10.101148098402582,1.3442452676933851,-3.026346755395003
186,CB,False,10,51,6,0,31,0,0.0,307.1903955157711,0.0,299.9800109863281,-3.5309945878797047,11.849365150201779,7.6238650889452755,12.04595986895184
215,DAY,False,2,53,15,0,29,0,0.0,69.09904687766486,0.0,69.0999984741211,-0.24541385474764346,1.2009368914529772,18.342180504237785,-0.7469179143151742
230,DUK,True,5,53,25,3,0,18,116.37912316341395,0.0,124.95163375314873,119.37000274658203,1.548277028987285,-6.617355790037105,0.5951134869673098,13.204645524271138
232,ETN,True,3,59,30,1,0,10,321.2362907471682,0.0,361.61192898748055,337.9599914550781,6.966285297569315,-10.519211715828176,-9.04489058675605,-1.4178687948155304
254,EXPE,False,2,61,18,0,29,0,0.0,281.4930831718479,0.0,271.55999755859375,-4.912636632656256,24.633841228405156,43.85929770913384,46.17258016719747
265,FSLR,False,10,129,11,0,47,0,0.0,248.11273711772185,0.0,243.72000122070312,-6.902481658736806,6.427948131311409,35.40751918581363,26.358354962080867
270,FOXA,False,3,56,12,0,34,0,0.0,72.11119969306431,0.0,72.69999694824219,2.0207616739315077,24.957024006365785,30.62951621025644,52.890437895591106
326,JCI,False,11,52,7,0,23,0,0.0,116.71162243784147,0.0,115.48999786376953,-1.9109903523213505,4.421337664658857,6.638960858177943,43.492912566278065
372,MSI,True,23,59,42,20,0,24,380.642004883625,0.0,467.57679723143656,394.95001220703125,5.6750742566657895,-11.634839071513612,-5.722357670629298,-14.110674310728665
378,NWS,True,11,66,8,7,0,4,29.931009559362142,0.0,32.97513809300715,30.25,1.61235987522852,1.0354023393879017,-9.879684352692545,0.13972460317966448
454,SMCI,True,3,58,31,1,0,17,27.504963098873322,0.0,50.61009488497797,32.2400016784668,9.771878642235373,-41.42441652944892,-35.33894648253701,4.607404275481051
470,TSCO,True,1,96,61,0,0,36,49.09563044461978,0.0,60.321065378975796,53.16999816894531,1.6051907290248517,-3.4145571438163906,-9.118006503011394,0.7569095547768173
491,VRSN,True,8,70,18,5,0,10,242.12192211902308,0.0,280.11888070953984,252.77000427246094,3.4289475443926243,-5.008861730398798,-11.68315016908945,21.57891005403463
496,VST,True,4,60,28,0,0,9,147.81729117026805,0.0,195.62271590559158,160.02000427246094,-3.566755316850076,-17.502516718666133,-15.164403752252936,-5.831375279138895
