Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,CIEN,Information Technology,Communications Equipment,S&P 500,348.29,99,99,99,99,399.3999938964844,415.57000732421875,393.9549865722656,407.8999938964844
2,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,337.9,99,99,99,99,298.0,316.92999267578125,283.1600036621094,294.7900085449219
3,MU,Information Technology,Semiconductors,S&P 500,252.15,99,99,99,96,426.1449890136719,444.2699890136719,401.5199890136719,404.3500061035156
4,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,237.45,99,99,97,89,301.0199890136719,314.2799987792969,300.010009765625,303.9200134277344
5,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,234.84,99,99,99,99,419.3999938964844,425.17999267578125,395.1866149902344,404.0199890136719
6,FIX,Industrials,Construction & Engineering,S&P 500,221.82,99,99,98,98,1367.5400390625,1455.89111328125,1358.8599853515625,1408.25
7,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,195.2,98,98,98,96,231.99000549316406,239.52000427246094,227.06500244140625,233.30999755859375
8,GLW,Information Technology,Electronic Components,S&P 500,191.32,98,98,96,97,128.07000732421875,135.24989318847656,127.08999633789062,130.97000122070312
9,ALB,Materials,Specialty Chemicals,S&P 500,183.34,98,98,99,75,159.75,171.0,159.10000610351562,167.55999755859375
10,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,176.12,98,98,94,72,367.82000732421875,374.25,361.4599914550781,361.7900085449219
11,APA,Energy,Oil & Gas Exploration & Production,S&P 500,175.93,98,88,71,79,38.16999816894531,39.4900016784668,37.63999938964844,39.029998779296875
12,MRNA,Health Care,Biotechnology,S&P 500,164.21,97,97,65,2,51.23350143432617,52.54999923706055,50.189998626708984,51.279998779296875
13,WBD,Communication Services,Broadcasting,S&P 500,163.33,97,98,99,98,27.684999465942383,27.739999771118164,27.364999771118164,27.399999618530273
14,GEV,Industrials,Heavy Electrical Equipment,S&P 500,163.16,97,96,94,98,865.6849975585938,920.6300048828125,860.1900024414062,882.6400146484375
15,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,156.7,97,91,80,54,286.739990234375,294.4100036621094,286.3900146484375,288.9599914550781
16,TPL,Energy,Oil & Gas Exploration & Production,S&P 500,155.99,97,92,8,10,514.280029296875,533.8400268554688,508.3999938964844,527.8699951171875
17,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,154.07,96,86,72,90,232.25,241.44500732421875,231.20010375976562,237.38999938964844
