Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,185.22,99,98,97,65,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,160.99,98,96,96,98,"GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,138.04,97,95,94,75,"WDC,STX,HPE,AAPL,DELL,NTAP,SMCI,HPQ"
4,Construction & Engineering,Industrials,137.63,96,92,93,96,"FIX,EME,PWR,J"
5,Construction Machinery & Heavy Transportation Equipment,Industrials,134.41,95,93,78,60,"CAT,CMI,PCAR,WAB"
6,Steel,Materials,133.12,94,84,70,36,"STLD,NUE"
7,Air Freight & Logistics,Industrials,131.32,93,90,76,21,"CHRW,FDX,EXPD,UPS"
8,Communications Equipment,Information Technology,129.8,92,89,88,86,"CIEN,CSCO,ANET,FFIV,MSI"
9,Oil & Gas Equipment & Services,Energy,129.26,91,85,65,11,"HAL,SLB,BKR"
10,Broadcasting,Communication Services,127.47,90,97,95,87,"WBD,FOXA,FOX"
11,Agricultural Products & Services,Consumer Staples,127.46,89,76,79,68,"BG,ADM"
12,Passenger Airlines,Industrials,125.32,88,82,50,85,"LUV,DAL,UAL"
13,Semiconductors,Information Technology,124.54,87,87,84,63,"MU,INTC,ADI,ON,MPWR,MCHP,AMD,TXN,AVGO,NXPI,NVDA,FSLR,MRVL,SWKS,ARM,QCOM"
14,Cargo Ground Transportation,Industrials,123.31,86,79,16,4,"JBHT,ODFL"
15,Specialty Chemicals,Materials,122.98,85,77,47,18,"ALB,DD,PPG,LYB,ECL,IFF,SHW"
16,Integrated Oil & Gas,Energy,120.99,84,58,59,31,"XOM,CVX"
17,Pharmaceuticals,Health Care,117.89,83,68,62,25,"VTRS,JNJ,MRK,BMY,LLY,PFE,ZTS"
18,Regional Banks,Financials,117.6,82,70,41,64,"CFG,KEY,FITB,RF,MTB,HBAN"
19,Oil & Gas Refining & Marketing,Energy,117.46,81,67,85,33,"VLO,PSX,MPC"
20,Electronic Manufacturing Services,Information Technology,116.6,80,91,88,97,"JBL,TEL"
21,Automobile Manufacturers,Consumer Discretionary,116.46,79,94,89,66,"GM,F,TSLA"
22,Consumer Staples Merchandise Retail,Consumer Staples,116.14,78,83,53,72,"DG,DLTR,WMT,TGT,COST"
23,Health Care Distributors,Health Care,116.1,77,75,92,62,"CAH,MCK,COR,HSIC"
24,Health Care Facilities,Health Care,115.35,76,63,87,34,"HCA,UHS"
25,Biotechnology,Health Care,113.78,75,78,90,76,"MRNA,GILD,INSM,BIIB,REGN,AMGN,INCY,ABBV,VRTX,ALNY"
26,Electrical Components & Equipment,Industrials,113.46,74,58,57,74,"GNRC,AME,EMR,ROK,ETN"
27,Aerospace & Defense,Industrials,113.07,73,81,75,84,"HII,LMT,LHX,HWM,RTX,NOC,TXT,GE,BA,GD,TDG,AXON"
28,Other Specialty Retail,Consumer Discretionary,112.86,72,64,69,92,"ULTA,TSCO"
29,Independent Power Producers & Energy Traders,Utilities,112.6,71,59,86,91,"AES,NRG"
30,Interactive Media & Services,Communication Services,111.49,70,86,83,80,"GOOGL,GOOG,META,MTCH"
31,Diversified Banks,Financials,110.54,69,74,67,71,"C,USB,PNC,TFC,BAC,WFC,JPM"
32,Oil & Gas Storage & Transportation,Energy,110.46,68,33,32,20,"TRGP,WMB,KMI,OKE"
33,Rail Transportation,Industrials,109.46,67,46,45,54,"CSX,NSC,UNP"
34,Apparel Retail,Consumer Discretionary,109.24,66,80,73,46,"ROST,TJX"
35,Tobacco,Consumer Staples,108.95,65,48,43,88,"PM,MO"
36,Health Care REITs,Real Estate,107.91,64,56,74,53,"VTR,WELL,DOC"
37,Integrated Telecommunication Services,Communication Services,107.31,63,16,36,78,"VZ,T"
38,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,106.82,62,45,44,52,"MNST,PEP,KO,KDP"
39,Industrial Machinery & Supplies & Components,Industrials,106.6,61,55,35,22,"NDSN,PH,SWK,DOV,HUBB,GWW,IEX,ITW,IR,SNA,FTV,OTIS,PNR,XYL"
40,Industrial Conglomerates,Industrials,106.05,60,53,61,43,"HON,MMM"
41,Construction Materials,Materials,105.6,59,63,51,67,"CRH,MLM,VMC"
42,Paper & Plastic Packaging Products & Materials,Materials,105.46,58,25,11,8,"PKG,SW,IP,AMCR,AVY"
43,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,105.03,57,73,46,70,"TPR,RL,NKE,LULU"
44,Oil & Gas Exploration & Production,Energy,104.98,56,38,52,13,"DVN,APA,CTRA,COP,FANG,TPL,OXY,EOG,EQT,EXE"
45,Building Products,Industrials,103.94,55,28,24,49,"JCI,AOS,ALLE,TT,MAS,CARR,BLDR,LII"
46,Fertilizers & Agricultural Chemicals,Materials,103.68,54,22,27,57,"CF,CTVA,MOS"
47,Investment Banking & Brokerage,Financials,103.35,53,88,91,99,"GS,IBKR,MS,SCHW,RJF,HOOD"
48,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,102.59,52,66,37,83,"MAR,CCL,RCL,HLT,EXPE,NCLH,ABNB,BKNG"
49,Health Care Services,Health Care,102.3,51,23,48,51,"DGX,CVS,LH,DVA,CI"
50,Trading Companies & Distributors,Industrials,101.88,50,54,34,93,"FAST,URI"
51,Retail REITs,Real Estate,101.69,49,41,39,28,"O,SPG,FRT,REG,KIM"
52,Personal Care Products,Consumer Staples,101.66,48,52,33,42,"EL,PG,KVUE"
53,Home Improvement Retail,Consumer Discretionary,101.52,47,50,25,48,"LOW,HD"
54,Homebuilding,Consumer Discretionary,101.39,46,51,28,56,"PHM,DHI,NVR,LEN"
55,Casinos & Gaming,Consumer Discretionary,100.88,45,69,80,82,"LVS,WYNN,MGM"
56,Hotel & Resort REITs,Real Estate,100.76,44,42,56,41,"HST,VICI"
57,Multi-Utilities,Utilities,100.53,43,37,63,50,"NEE,D,ED,CNP,NI,PNW,SRE,XEL,AEE,PCG,DTE,CMS"
58,--- Reference ---,--- Reference ---,98.84,42,30,77,35,"SPY,QQQ,^VIX"
59,Life & Health Insurance,Financials,98.41,41,49,54,40,"PFG,GL,AFL,MET,PRU"
60,Health Care Supplies,Health Care,98.28,40,44,17,5,"ALGN,COO,WST"
61,Property & Casualty Insurance,Financials,97.89,39,31,58,45,"CB,HIG,TRV,ACGL,CINF,WRB,ALL,PGR"
62,Distributors,Consumer Discretionary,97.65,38,17,10,30,"GPC,POOL"
63,Multi-line Insurance,Financials,97.41,37,43,66,58,"L,AIG,AIZ"
64,Electric Utilities,Utilities,97.29,36,36,68,69,"EIX,ETR,EVRG,FE,AEP,LNT,ES,WEC,DUK,SO,PEG,PPL,EXC,VST,CEG"
65,Environmental & Facilities Services,Industrials,97.26,35,29,27,44,"ROL,WM,RSG,VLTO"
66,Industrial Gases,Materials,97.05,34,20,15,37,"APD,LIN"
67,Household Products,Consumer Staples,96.87,33,6,6,6,"CL,CHD,CLX,KMB"
68,Asset Management & Custody Banks,Financials,96.84,32,61,40,73,"IVZ,BEN,BK,NTRS,STT,BLK,AMP,TROW,APO,BX,ARES,KKR"
69,Consumer Finance,Financials,96.77,31,65,72,81,"AXP,SYF,COF"
70,Automotive Retail,Consumer Discretionary,96.66,30,72,55,94,"CVNA,AZO,ORLY"
71,Data Center REITs,Real Estate,96.23,29,21,26,15,"DLR,EQIX"
72,Interactive Home Entertainment,Communication Services,95.8,28,60,82,77,"EA,TTWO"
73,Distillers & Vintners,Consumer Staples,95.65,27,10,2,3,"STZ,BF.B"
74,Self-Storage REITs,Real Estate,94.94,26,18,22,9,"PSA,EXR"
75,Restaurants,Consumer Discretionary,94.9,25,27,14,24,"DRI,SBUX,YUM,MCD,CMG,DPZ"
76,Packaged Foods & Meats,Consumer Staples,94.84,24,9,19,12,"HSY,TSN,CAG,MDLZ,SJM,MKC,GIS,KHC,HRL,LW,CPB"
77,Cable & Satellite,Communication Services,93.05,23,0,0,1,"CMCSA,CHTR"
78,Life Sciences Tools & Services,Health Care,92.31,22,71,71,23,"TECH,DHR,CRL,MTD,TMO,A,IQV,WAT"
79,Multi-Family Residential REITs,Real Estate,91.93,21,13,13,7,"UDR,CPT,EQR,ESS,MAA,AVB"
80,Electronic Equipment & Instruments,Information Technology,91.6,20,34,18,38,"KEYS,TDY,ZBRA,TRMB,ROP"
81,Health Care Equipment,Health Care,90.77,19,40,38,39,"BDX,HOLX,MDT,IDXX,RVTY,GEHC,RMD,ZBH,EW,STE,SYK,BAX,DXCM,ISRG,ABT,PODD,BSX"
82,Broadline Retail,Consumer Discretionary,87.62,18,62,64,95,"EBAY,AMZN"
83,Movies & Entertainment,Communication Services,86.24,17,32,60,89,"TKO,LYV,DIS,PSKY,NFLX"
84,Diversified Support Services,Industrials,86.19,16,24,23,26,"LDOS,CTAS,CPRT"
85,Telecom Tower REITs,Real Estate,85.02,15,8,20,29,"AMT,CCI,SBAC"
86,Office REITs,Real Estate,79.43,14,2,8,14,"BXP,ARE"
87,Financial Exchanges & Data,Financials,78.55,13,39,31,55,"CME,CBOE,NDAQ,ICE,MSCI,MCO,SPGI,FDS,COIN"
88,IT Consulting & Other Services,Information Technology,78.16,12,47,21,2,"IBM,EPAM,CTSH,ACN,IT"
89,Managed Health Care,Health Care,77.75,11,12,5,0,"CNC,ELV,UNH,HUM,MOH"
90,Internet Services & Infrastructure,Information Technology,77.66,10,11,30,17,"AKAM,VRSN,GDDY"
91,Transaction & Payment Processing Services,Financials,76.15,9,7,7,16,"CPAY,JKHY,V,MA,GPN,XYZ,FIS,FISV,PYPL"
92,Publishing,Communication Services,76.06,8,19,12,47,"NWS,NWSA"
93,Real Estate Services,Real Estate,75.78,7,26,29,90,"CBRE,CSGP"
94,Systems Software,Information Technology,75.53,6,14,42,32,"FTNT,CRWD,GEN,MSFT,PANW,NOW"
95,Insurance Brokers,Financials,74.71,5,4,9,19,"WTW,MRSH,AON,ERIE,BRO,AJG"
96,Application Software,Information Technology,72.29,4,35,49,79,"APP,CDNS,SNPS,PLTR,PTC,DDOG,FICO,ADSK,ORCL,CRM,ADBE,TYL,INTU,WDAY"
97,Research & Consulting Services,Industrials,69.73,3,5,3,10,"EFX,VRSK"
98,EDP Services,Technology,67.34,2,15,81,61,"PDD,ZS"
99,Human Resource & Employment Services,Industrials,64.71,1,1,1,27,"ADP,PAYX,PAYC"
100,Advertising,Communication Services,63.4,0,0,0,0,"OMC,TTD"
101,Computer Software,Technology,53.02,0,3,4,59,"SHOP,TRI,TEAM,MSTR"
