Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,211.47,99,99,98,95,"LITE,CIEN,CSCO,MSI,ANET,FFIV"
2,Semiconductor Materials & Equipment,Information Technology,180.96,98,98,96,93,"TER,LRCX,AMAT,KLAC"
3,Electronic Components,Information Technology,178.38,97,97,97,96,"COHR,GLW,APH"
4,Wireless Telecommunication Services,Communication Services,167.58,96,96,99,98,"SATS,TMUS"
5,Oil & Gas Refining & Marketing,Energy,151.36,95,77,55,76,"VLO,MPC,PSX"
6,Construction & Engineering,Industrials,148.93,94,95,90,92,"FIX,PWR,EME,J"
7,Oil & Gas Equipment & Services,Energy,145.32,93,94,57,46,"HAL,SLB,BKR"
8,"Technology Hardware, Storage & Peripherals",Information Technology,144.02,92,93,93,94,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
9,Agricultural Products & Services,Consumer Staples,142.75,91,87,61,54,"BG,ADM"
10,Oil & Gas Exploration & Production,Energy,141.0,90,67,33,23,"APA,TPL,OXY,DVN,COP,CTRA,FANG,EOG,EQT,EXE"
11,Integrated Oil & Gas,Energy,139.25,89,82,47,30,"XOM,CVX"
12,Construction Machinery & Heavy Transportation Equipment,Industrials,129.56,88,92,87,71,"CAT,CMI,WAB,PCAR"
13,Apparel Retail,Consumer Discretionary,127.86,87,72,81,65,"ROST,TJX"
14,Oil & Gas Storage & Transportation,Energy,125.38,86,76,31,26,"TRGP,KMI,WMB,OKE"
15,Electrical Components & Equipment,Industrials,125.31,85,91,66,78,"VRT,GNRC,AME,ETN,ROK,EMR"
16,Specialty Chemicals,Materials,125.03,84,81,63,19,"ALB,LYB,DD,IFF,ECL,PPG,SHW"
17,--- Reference ---,--- Reference ---,124.83,83,39,41,44,"^VIX,SPY,QQQ"
18,Fertilizers & Agricultural Chemicals,Materials,123.8,82,49,14,48,"CF,CTVA,MOS"
19,Cargo Ground Transportation,Industrials,123.01,81,90,75,3,"JBHT,ODFL"
20,Air Freight & Logistics,Industrials,120.37,80,89,83,40,"FDX,CHRW,EXPD,UPS"
21,Biotechnology,Health Care,118.51,79,73,85,73,"MRNA,BIIB,INSM,GILD,REGN,AMGN,INCY,VRTX,ABBV,ALNY"
22,Semiconductors,Information Technology,117.08,78,84,86,80,"MU,INTC,AMD,ADI,ARM,MRVL,ON,AVGO,NVDA,TXN,MCHP,FSLR,NXPI,SWKS,QCOM"
23,Electronic Manufacturing Services,Information Technology,117.03,77,88,91,90,"JBL,TEL"
24,Data Center REITs,Real Estate,116.93,76,57,20,22,"EQIX,DLR"
25,Integrated Telecommunication Services,Communication Services,116.77,75,48,22,41,"VZ,T"
26,Pharmaceuticals,Health Care,116.66,74,71,68,27,"JNJ,MRK,VTRS,BMY,PFE,LLY,ZTS"
27,Broadcasting,Communication Services,114.67,73,85,95,91,"WBD,FOXA,FOX"
28,Consumer Staples Merchandise Retail,Consumer Staples,112.78,72,79,76,25,"TGT,WMT,DLTR,DG,COST"
29,Aerospace & Defense,Industrials,112.56,71,80,72,77,"HII,LMT,LHX,HWM,NOC,RTX,GD,TXT,GE,BA,TDG,AXON"
30,Multi-Utilities,Utilities,111.87,70,56,43,50,"NEE,SRE,CNP,PCG,PNW,ED,NI,AEE,DTE,XEL,CMS,D"
31,Health Care Distributors,Health Care,110.13,69,74,82,56,"CAH,MCK,COR,HSIC"
32,Industrial Gases,Materials,110.0,68,37,10,21,"APD,LIN"
33,Health Care REITs,Real Estate,109.91,67,59,58,58,"VTR,WELL,DOC"
34,Electric Utilities,Utilities,109.66,66,53,51,62,"EIX,FE,AEP,ETR,EVRG,EXC,LNT,DUK,PPL,WEC,SO,ES,PEG,CEG,VST"
35,Interactive Media & Services,Communication Services,108.54,65,75,94,88,"GOOGL,GOOG,META"
36,Passenger Airlines,Industrials,107.88,64,86,88,68,"DAL,LUV,UAL"
37,Rail Transportation,Industrials,107.48,63,68,56,57,"CSX,NSC,UNP"
38,Independent Power Producers & Energy Traders,Utilities,106.72,62,83,80,87,"AES,NRG"
39,Automobile Manufacturers,Consumer Discretionary,106.11,61,78,92,83,"GM,F,TSLA"
40,Retail REITs,Real Estate,106.09,60,60,36,38,"KIM,O,REG,FRT,SPG"
