,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
31,CTSH,True,54,78,4,39,0,2,81.46620160894227,0.0,76.27707565996066
43,EA,True,77,2,36,50,0,15,203.7079567968474,0.0,167.44368451791544
87,ROST,True,64,3,10,41,0,5,186.43470068272947,0.0,147.80221229210227
99,WBD,True,60,8,23,32,0,16,27.63438750127212,0.0,17.873625756687648
116,ALGN,True,72,45,6,29,0,4,161.66109095993775,0.0,193.43853620270235
128,AME,True,61,17,39,40,0,18,206.20852792821924,0.0,184.30785611495247
159,BMY,True,53,2,19,35,0,5,53.78622440902843,0.0,42.41863273986932
179,CNC,True,54,13,39,25,0,23,43.30578861608015,0.0,35.726900256330886
210,CMI,True,54,13,73,32,0,48,543.988851806603,0.0,421.7897614905751
212,DHR,True,75,27,19,36,0,9,229.4203410767447,0.0,202.5321790659001
215,DAY,True,52,15,38,29,0,18,69.09904687766486,0.0,68.39659792155231
226,DOV,True,61,33,7,32,0,4,196.83567178368403,0.0,175.1113882820964
231,DD,True,55,12,6,30,0,2,41.57284533793251,0.0,32.05679742190795
254,EXPE,True,60,18,34,29,0,25,281.4930831718479,0.0,215.5911173713514
255,EXPD,True,52,30,31,36,0,19,156.41494025467503,0.0,120.71191068487236
262,FDX,True,56,11,34,42,0,14,300.1418581638835,0.0,233.76826919143426
270,FOXA,True,56,12,8,34,0,2,72.11119969306431,0.0,59.96130705819899
271,FOX,True,56,13,7,33,0,1,64.78668816100785,0.0,54.19138380199446
290,HAS,True,58,32,18,23,0,10,82.35854044271312,0.0,78.12891077967248
306,HII,True,192,5,22,91,0,15,373.2520237593569,0.0,191.11049140762034
387,NUE,True,56,34,11,27,0,5,162.72216583802324,0.0,141.78022089720048
397,PH,True,58,26,25,32,0,13,899.7387489720265,0.0,744.8612670173088
450,STLD,True,108,21,29,43,0,18,167.66629510327635,0.0,129.7126628526882
483,UPS,True,60,7,5,30,0,3,103.35867497939695,0.0,82.25657995880496
