Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Communications Equipment,Information Technology,210.39,99,99,99,98,"LITE,CIEN,CSCO,FFIV,ANET,MSI"
2,Electronic Components,Information Technology,179.05,99,99,98,99,"COHR,GLW,APH"
3,"Technology Hardware, Storage & Peripherals",Information Technology,175.46,98,97,96,95,"WDC,STX,DELL,HPE,AAPL,NTAP,HPQ,SMCI"
4,Semiconductor Materials & Equipment,Information Technology,169.38,97,98,97,96,"TER,LRCX,AMAT,KLAC,Q"
5,Semiconductors,Information Technology,163.33,96,91,84,86,"MU,INTC,AMD,MRVL,ON,MPWR,ADI,MCHP,ARM,TXN,AVGO,NXPI,QCOM,NVDA,FSLR,SWKS"
6,Wireless Telecommunication Services,Communication Services,157.69,95,96,99,99,"SATS,TMUS"
7,Construction & Engineering,Industrials,145.12,94,95,95,94,"FIX,PWR,EME,J"
8,Steel,Materials,133.02,93,84,93,71,"NUE,STLD"
9,Interactive Media & Services,Communication Services,126.79,92,80,85,91,"GOOGL,GOOG,META"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,126.67,91,94,91,82,"CAT,CMI,WAB,PCAR"
11,Oil & Gas Equipment & Services,Energy,124.98,90,93,88,64,"HAL,SLB,BKR"
12,Electrical Components & Equipment,Industrials,124.93,89,92,72,75,"VRT,GNRC,ROK,AME,ETN,EMR"
13,Oil & Gas Refining & Marketing,Energy,123.37,88,90,80,83,"VLO,MPC,PSX"
14,Agricultural Products & Services,Consumer Staples,118.27,87,88,89,78,"ADM,BG"
15,Electronic Manufacturing Services,Information Technology,118.21,86,89,78,92,"JBL,TEL"
16,Cargo Ground Transportation,Industrials,115.5,85,87,87,20,"JBHT,ODFL"
17,Specialty Chemicals,Materials,113.02,84,81,86,39,"ALB,LYB,DD,IFF,PPG,ECL,SHW"
18,Broadcasting,Communication Services,112.69,83,82,92,97,"WBD,FOXA,FOX"
19,Broadline Retail,Consumer Discretionary,112.42,82,60,20,68,"EBAY,AMZN"
20,Food Retail,Consumer Staples,110.33,81,76,66,60,"CASY,KR"
21,Managed Health Care,Health Care,109.17,80,11,10,14,"CNC,UNH,ELV,HUM"
