ticker,almost_up_cond_date,trender_up_at_almost,previous_swing_high_price,breakout_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
AZO,2026-03-03,3596.6164,3887.03,3887.03,3597.2,6.07,0.2,3.09,7.51,-2.74,-10.21,-2.21
BBY,2026-02-20,62.1016,72.3189,72.3189,61.5,-6.71,-3.2,-4.9,-0.34,-6.89,-23.47,2.5
BBY,2026-02-23,60.8161,72.3189,72.3189,61.5,-6.71,-3.2,-4.9,-0.34,-6.89,-23.47,2.5
BBY,2026-04-23,61.2279,72.3189,72.3189,61.5,-6.71,-3.2,-4.9,-0.34,-6.89,-23.47,2.5
BIIB,2026-03-31,179.9904,202.41,202.41,187.88,6.76,-1.15,6.74,2.14,8.1,28.49,58.03
BIIB,2026-04-06,168.9257,202.41,202.41,187.88,6.76,-1.15,6.74,2.14,8.1,28.49,58.03
CF,2026-04-08,123.1881,141.96,141.96,125.59,63.25,2.56,0.71,-1.05,41.5,52.5,70.12
CFG,2026-02-12,64.7563,68.79,68.79,65.17,12.36,0.02,1.18,10.57,2.14,30.28,88.59
CFG,2026-02-27,60.103,68.79,68.79,65.17,12.36,0.02,1.18,10.57,2.14,30.28,88.59
CI,2026-03-03,274.7225,296.1684,296.1684,279.72,2.19,1.83,1.21,5.21,0.31,-8.02,-15.26
COP,2026-04-08,124.3542,135.87,135.87,124.37,33.89,1.44,2.3,-3.85,29.37,46.4,43.3
COP,2026-04-17,112.345,135.87,135.87,124.37,33.89,1.44,2.3,-3.85,29.37,46.4,43.3
CTRA,2026-04-17,29.439,36.88,36.88,33.65,28.78,2.19,5.25,-3.91,24.25,46.58,38.77
DAL,2026-03-02,62.5795,76.183,76.183,68.37,-1.22,-0.06,-2.17,2.58,-0.57,10.01,71.57
DAL,2026-03-05,60.368,76.183,76.183,68.37,-1.22,-0.06,-2.17,2.58,-0.57,10.01,71.57
DAL,2026-03-06,58.8245,76.183,76.183,68.37,-1.22,-0.06,-2.17,2.58,-0.57,10.01,71.57
DAL,2026-03-09,57.4467,76.183,76.183,68.37,-1.22,-0.06,-2.17,2.58,-0.57,10.01,71.57
DVN,2026-03-31,49.0084,52.71,52.71,48.15,32.14,2.19,5.18,-4.22,27.44,51.94,58.32
DVN,2026-04-01,47.9954,52.71,52.71,48.15,32.14,2.19,5.18,-4.22,27.44,51.94,58.32
DVN,2026-04-08,46.8924,52.71,52.71,48.15,32.14,2.19,5.18,-4.22,27.44,51.94,58.32
DVN,2026-04-17,42.0864,52.71,52.71,48.15,32.14,2.19,5.18,-4.22,27.44,51.94,58.32
