,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1D,1W,1M,3M,6M,1Y
181,CF,True,57,54,15,34,0,7,112.04603662963189,0.0,84.55273783737124,128.11000061035156,0.9376004243414958,1.0889270234856874,33.295182391824305,66.33593240543622,48.682688006414956,70.62176997119425
184,CVX,True,59,26,20,44,0,2,196.78789176383938,0.0,149.25207275913078,205.14999389648438,-0.7930748309369061,3.292882164057527,10.68846333765888,38.2889467153841,33.06471726527452,29.912817874147564
202,COP,True,57,11,24,40,0,13,122.50090781860736,0.0,91.17119124763838,128.92999267578125,-0.3247107908122158,4.27011005640569,16.58377515616838,39.249111210266086,40.30057781968751,30.488382680610044
247,EQIX,True,69,19,11,45,0,2,946.7220355124097,0.0,775.5292690165038,965.9500122070312,0.14722018672569395,-0.7816657802956302,2.0290705125808213,28.142123115058105,21.63828552090804,15.943539326974534
259,XOM,True,60,8,4,36,0,2,155.70158958665633,0.0,114.03629995678729,163.25999450683594,-1.2819024751382684,3.5979429536810192,9.37960640174003,39.101299895687745,45.48983703963172,45.82857745674631
260,FFIV,True,82,28,28,35,0,13,277.89641349435374,0.0,323.726106332612,297.8599853515625,3.0514726494238413,5.549246090408592,9.495271362781569,14.385557731606333,-8.266099737118378,8.585172980411834
290,HAL,True,57,11,9,30,0,6,35.936563455658494,0.0,27.58655844050229,38.630001068115234,1.364472446695337,6.653781795110953,8.458085660122737,37.698292855617005,60.95562596379087,55.03545647600643
332,KEYS,True,55,12,15,26,0,12,272.3768966981803,0.0,191.86016252956375,293.1199951171875,-1.8286528570650322,3.167675684454338,-2.7729917621370075,43.890818053384265,64.76672578625652,84.67741485813038
351,LYB,True,56,20,6,35,0,4,67.91880457280693,0.0,43.72321998979145,77.19000244140625,1.552427670059661,2.646284007875321,33.96296803614576,79.19083785054194,59.56895421195203,17.202074675626314
353,MPC,True,56,41,8,32,0,4,226.00319242345245,0.0,185.33345351733334,241.25,-1.0905676774923512,2.1207223121999585,23.534235390406316,47.14997532230613,27.667951698811848,65.74159714100107
390,OXY,True,57,12,22,36,0,6,57.21781272186905,0.0,40.5591500179799,61.849998474121094,0.9795893455038266,5.94381182343114,19.62206653580272,54.317516720120096,34.65037679186976,31.864634337168514
403,PSX,True,56,12,11,39,0,9,170.77510953490463,0.0,136.67820878770135,181.2899932861328,-1.5370420954299213,4.949628065924256,17.44622477928087,41.701211816937054,39.35187476674055,48.60991623273715
464,TPL,True,64,19,12,40,0,6,505.636905576763,0.0,292.7104457071777,530.3599853515625,-0.9154475067562176,0.052816226360651114,-0.18467646009790367,75.35259280410905,71.3616899721356,19.02752247205902
488,VLO,True,56,14,35,36,0,12,226.8404618818547,0.0,169.2072266434919,234.5399932861328,-2.9824226324166236,-1.6438871581673966,17.664170537118096,44.282730758728384,39.36406923733987,82.97421533271392
493,VRT,True,57,13,6,33,0,2,248.21259654429684,0.0,164.78545388355474,276.1600036621094,1.9454349472834187,4.3254930212841405,9.1154427488878,66.1508075816909,93.76537143028442,195.12366719051607
